"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia CONDESUYOS (000)",6355,19257,17271,,278,89.7,1.4
"De 12 a 14 años (001)",605,3,3,,,100,
"De 15 a 19 años (002)",703,111,108,29,97.3,26.1,
"De 20 a 24 años (003)",657,630,614,80,97.5,12.7,
"De 25 a 29 años (004)",593,998,970,65,97.2,6.5,
"De 30 a 34 años (005)",544,1379,1314,49,95.3,3.6,
"De 35 a 39 años (006)",564,1845,1762,44,95.5,2.4,
"De 40 a 44 años (007)",510,1941,1811,11,93.3,0.6,
"De 45 a 49 años (008)",402,1865,1719,,92.2,,
"De 50 y más años (009)",1777,10485,8970,,85.6,,
"Conviviente (010)",1704,4736,4416,182,93.2,3.8,
"De 12 a 14 años (011)",12,2,2,,100,,
"De 15 a 19 años (012)",108,76,74,23,97.4,30.3,
"De 20 a 24 años (013)",355,479,466,61,97.3,12.7,
"De 25 a 29 años (014)",318,643,627,44,97.5,6.8,
"De 30 a 34 años (015)",268,722,684,28,94.7,3.9,
"De 35 a 39 años (016)",224,759,730,23,96.2,3,
"De 40 a 44 años (017)",138,529,488,3,92.2,0.6,
"De 45 a 49 años (018)",91,471,420,,89.2,,
"De 50 y más años (019)",190,1055,925,,87.7,,
"Separado(a) (020)",128,513,461,5,89.9,1,
"De 12 a 14 años (021)",1,,,,,,
"De 20 a 24 años (023)",13,19,19,2,100,10.5,
"De 25 a 29 años (024)",9,19,19,2,100,10.5,
"De 30 a 34 años (025)",10,25,23,,92,,
"De 35 a 39 años (026)",15,39,37,,94.9,,
"De 40 a 44 años (027)",18,78,70,1,89.7,1.3,
"De 45 a 49 años (028)",18,78,73,,93.6,,
"De 50 y más años (029)",44,255,220,,86.3,,
"Casado(a) (030)",1994,10044,8979,59,89.4,0.6,
"De 15 a 19 años (032)",5,6,6,,100,,
"De 20 a 24 años (033)",21,37,35,4,94.6,10.8,
"De 25 a 29 años (034)",93,217,206,14,94.9,6.5,
"De 30 a 34 años (035)",176,511,487,16,95.3,3.1,
"De 35 a 39 años (036)",257,927,879,19,94.8,2,
"De 40 a 44 años (037)",284,1158,1099,6,94.9,0.5,
"De 45 a 49 años (038)",215,1068,1000,,93.6,,
"De 50 y más años (039)",943,6120,5267,,86.1,,
"Viudo(a) (040)",508,3089,2578,2,83.5,0.1,
