"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia ISLAY (000)",21271,138,5648,8021,6110,1354
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (001)",43,,2,15,23,3
"Profes., científicos e intelectuales (002)",1213,,233,652,303,25
"Técnicos de nivel medio y trab. asimilados (003)",936,3,264,375,263,31
"Jefes y empleados de oficina (004)",899,,258,370,254,17
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",2968,15,729,1169,889,166
"Agricult. trabaj. calif.agrop. y pesqueros (006)",2154,1,303,722,804,324
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",1524,5,526,519,424,50
"Obreros construc., conf., papel, fab., instr. (008)",2062,3,479,856,650,74
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (009)",8589,111,2690,3087,2242,459
"Otra (010)",248,,64,121,63,
"Ocupación no especificada (011)",635,,100,135,195,205
"Hombres (012)",13627,93,3512,5000,4039,983
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (013)",26,,1,11,13,1
"Profes., científicos e intelectuales (014)",527,,91,243,172,21
"Técnicos de nivel medio y trab. asimilados (015)",611,,167,247,173,24
"Jefes y empleados de oficina (016)",451,,85,190,164,12
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",1103,8,285,436,308,66
"Agricult. trabaj. calif.agrop. y pesqueros (018)",1861,1,261,634,681,284
"Obreros y oper.minas, cant.,ind.manuf. y otros (019)",1324,5,470,444,359,46
"Obreros construc., conf., papel, fab., instr. (020)",2011,3,462,831,643,72
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (021)",5024,76,1591,1772,1310,275
"Otra (022)",237,,57,119,61,
"Ocupación no especificada (023)",452,,42,73,155,182
"Mujeres (024)",7644,45,2136,3021,2071,371
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (025)",17,,1,4,10,2
"Profes., científicos e intelectuales (026)",686,,142,409,131,4
"Técnicos de nivel medio y trab. asimilados (027)",325,3,97,128,90,7
"Jefes y empleados de oficina (028)",448,,173,180,90,5
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",1865,7,444,733,581,100
"Agricult. trabaj. calif.agrop. y pesqueros (030)",293,,42,88,123,40
"Obreros y oper.minas, cant.,ind.manuf. y otros (031)",200,,56,75,65,4
"Obreros construc., conf., papel, fab., instr. (032)",51,,17,25,7,2
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (033)",3565,35,1099,1315,932,184
