"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Educación inicial (032)",2,1,,1,,
"Primaria (033)",138,5,35,44,39,15
"Secundaria (034)",166,1,103,43,16,3
"Superior no univ. incompleta (035)",9,,4,4,1,
"Superior no univ. completa (036)",19,,11,5,3,
"Superior univ. incompleta (037)",3,,2,1,,
"Superior univ. completa (038)",10,,4,5,1,
"No PEA (040)",11709,4563,2613,1493,1423,1617
"Sin nivel (041)",1400,112,58,189,369,672
"Educación inicial (042)",270,259,4,7,,
"Primaria (043)",6602,3643,659,707,746,847
"Secundaria (044)",2961,549,1624,477,244,67
"Superior no univ. incompleta (045)",150,,104,31,9,6
"Superior no univ. completa (046)",136,,74,36,19,7
"Superior univ. incompleta (047)",89,,67,9,11,2
"Superior univ. completa (048)",101,,23,37,25,16
,,,,,,
"URBANA (060)",5966,1370,1622,1289,1012,673
"Sin nivel (061)",310,21,15,32,84,158
"Educación inicial (062)",88,85,1,2,,
"Primaria (063)",2401,1017,214,315,428,427
"Secundaria (064)",2192,247,1053,531,297,64
"Superior no univ. incompleta (065)",184,,100,56,25,3
"Superior no univ. completa (066)",345,,122,150,65,8
"Superior univ. incompleta (067)",107,,54,30,21,2
"Superior univ. completa (068)",339,,63,173,92,11
"PEA (070)",2558,63,732,898,630,235
"Sin nivel (071)",85,1,6,17,30,31
"Educación inicial (072)",3,1,1,1,,
"Primaria (073)",678,43,97,155,220,163
"Secundaria (074)",1048,18,424,363,210,33
"Superior no univ. incompleta (075)",106,,43,41,21,1
"Superior no univ. completa (076)",274,,87,133,52,2
"Superior univ. incompleta (077)",65,,22,26,17,
"Superior univ. completa (078)",299,,52,162,80,5
"Ocupada (080)",2411,61,660,853,609,228
"Sin nivel (081)",81,1,6,17,28,29
"Educación inicial (082)",3,1,1,1,,
"Primaria (083)",641,42,86,143,212,158
"Secundaria (084)",968,17,375,341,202,33
"Superior no univ. incompleta (085)",100,,41,38,20,1
"Superior no univ. completa (086)",263,,82,129,50,2
"Superior univ. incompleta (087)",62,,20,25,17,
"Superior univ. completa (088)",293,,49,159,80,5
"Desocupada (090)",147,2,72,45,21,7
"Sin nivel (091)",4,,,,2,2
"Primaria (093)",37,1,11,12,8,5
"Secundaria (094)",80,1,49,22,8,
"Superior no univ. incompleta (095)",6,,2,3,1,
"Superior no univ. completa (096)",11,,5,4,2,
"Superior univ. incompleta (097)",3,,2,1,,
"Superior univ. completa (098)",6,,3,3,,
"No PEA (100)",3408,1307,890,391,382,438
"Sin nivel (101)",225,20,9,15,54,127
"Educación inicial (102)",85,84,,1,,
"Primaria (103)",1723,974,117,160,208,264
"Secundaria (104)",1144,229,629,168,87,31
"Superior no univ. incompleta (105)",78,,57,15,4,2
"Superior no univ. completa (106)",71,,35,17,13,6
"Superior univ. incompleta (107)",42,,32,4,4,2
"Superior univ. completa (108)",40,,11,11,12,6
,,,,,,
"RURAL (120)",14381,3347,3306,3172,2622,1934
"Sin nivel (121)",1691,98,95,266,516,716
"Educación inicial (122)",193,179,6,8,,
"Primaria (123)",7369,2735,963,1219,1357,1095
"Secundaria (124)",4095,335,1855,1244,561,100
"Superior no univ. incompleta (125)",223,,106,85,26,6
"Superior no univ. completa (126)",363,,154,155,51,3
"Superior univ. incompleta (127)",133,,56,47,28,2
"Superior univ. completa (128)",314,,71,148,83,12
"PEA (130)",6080,91,1583,2070,1581,755
"Sin nivel (131)",516,6,46,92,201,171
"Educación inicial (132)",8,4,2,2,,
"Primaria (133)",2490,66,421,672,819,512
"Secundaria (134)",2278,15,860,935,404,64
"Superior no univ. incompleta (135)",151,,59,69,21,2
"Superior no univ. completa (136)",298,,115,136,45,2
"Superior univ. incompleta (137)",86,,21,42,21,2
"Superior univ. completa (138)",253,,59,122,70,2
"Ocupada (140)",5851,86,1492,2006,1531,736
"Sin nivel (141)",491,6,42,86,192,165
"Educación inicial (142)",6,3,2,1,,
"Primaria (143)",2389,62,397,640,788,502
"Secundaria (144)",2192,15,806,914,396,61
"Superior no univ. incompleta (145)",148,,57,68,21,2
"Superior no univ. completa (146)",290,,109,135,44,2
"Superior univ. incompleta (147)",86,,21,42,21,2
"Superior univ. completa (148)",249,,58,120,69,2
"Desocupada (150)",229,5,91,64,50,19
"Sin nivel (151)",25,,4,6,9,6
"Educación inicial (152)",2,1,,1,,
"Primaria (153)",101,4,24,32,31,10
"Secundaria (154)",86,,54,21,8,3
"Superior no univ. incompleta (155)",3,,2,1,,
"Superior no univ. completa (156)",8,,6,1,1,
"Superior univ. completa (158)",4,,1,2,1,
"No PEA (160)",8301,3256,1723,1102,1041,1179
"Sin nivel (161)",1175,92,49,174,315,545
"Educación inicial (162)",185,175,4,6,,
"Primaria (163)",4879,2669,542,547,538,583
"Secundaria (164)",1817,320,995,309,157,36
"Superior no univ. incompleta (165)",72,,47,16,5,4
"Superior no univ. completa (166)",65,,39,19,6,1
"Superior univ. incompleta (167)",47,,35,5,7,
"Superior univ. completa (168)",61,,12,26,13,10
