"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Sin nivel (031)",17,1,6,4,3,3
"Educación inicial (032)",1,,,1,,
"Primaria (033)",232,12,81,66,53,20
"Secundaria (034)",206,1,124,57,20,4
"Superior no univ. incompleta (035)",31,,20,10,1,
"Superior no univ. completa (036)",99,,65,25,9,
"Superior univ. incompleta (037)",24,,18,5,1,
"Superior univ. completa (038)",61,,39,15,7,
"No PEA (040)",24178,9410,6853,2980,2708,2227
"Sin nivel (041)",1753,209,124,214,478,728
"Educación inicial (042)",946,929,8,9,,
"Primaria (043)",12686,6878,1570,1546,1500,1192
"Secundaria (044)",6266,1394,3512,755,426,179
"Superior no univ. incompleta (045)",750,,605,95,39,11
"Superior no univ. completa (046)",726,,235,240,169,82
"Superior univ. incompleta (047)",771,,708,35,20,8
"Superior univ. completa (048)",280,,91,86,76,27
,,,,,,
"URBANA (060)",30545,6493,9363,7227,5143,2319
"Sin nivel (061)",1280,120,93,171,382,514
"Educación inicial (062)",651,636,9,6,,
"Primaria (063)",12181,4542,1709,2198,2351,1381
"Secundaria (064)",8924,1195,4396,1993,1093,247
"Superior no univ. incompleta (065)",1321,,870,319,113,19
"Superior no univ. completa (066)",3063,,953,1401,608,101
"Superior univ. incompleta (067)",1246,,899,225,110,12
"Superior univ. completa (068)",1879,,434,914,486,45
"PEA (070)",13585,201,4155,5241,3260,728
"Sin nivel (071)",402,8,37,73,160,124
"Educación inicial (072)",6,2,1,3,,
"Primaria (073)",4293,134,950,1367,1371,471
"Secundaria (074)",3785,57,1581,1367,704,76
"Superior no univ. incompleta (075)",611,,294,233,75,9
"Superior no univ. completa (076)",2379,,733,1177,445,24
"Superior univ. incompleta (077)",503,,213,193,92,5
"Superior univ. completa (078)",1606,,346,828,413,19
"Ocupada (080)",13012,192,3846,5084,3181,709
"Sin nivel (081)",388,7,31,70,158,122
"Educación inicial (082)",6,2,1,3,,
"Primaria (083)",4137,126,904,1318,1332,457
"Secundaria (084)",3594,57,1464,1316,684,73
"Superior no univ. incompleta (085)",581,,275,223,74,9
"Superior no univ. completa (086)",2282,,669,1153,436,24
"Superior univ. incompleta (087)",479,,195,188,91,5
"Superior univ. completa (088)",1545,,307,813,406,19
"Desocupada (090)",573,9,309,157,79,19
"Sin nivel (091)",14,1,6,3,2,2
"Primaria (093)",156,8,46,49,39,14
"Secundaria (094)",191,,117,51,20,3
"Superior no univ. incompleta (095)",30,,19,10,1,
"Superior no univ. completa (096)",97,,64,24,9,
"Superior univ. incompleta (097)",24,,18,5,1,
"Superior univ. completa (098)",61,,39,15,7,
"No PEA (100)",16960,6292,5208,1986,1883,1591
"Sin nivel (101)",878,112,56,98,222,390
"Educación inicial (102)",645,634,8,3,,
"Primaria (103)",7888,4408,759,831,980,910
"Secundaria (104)",5139,1138,2815,626,389,171
"Superior no univ. incompleta (105)",710,,576,86,38,10
"Superior no univ. completa (106)",684,,220,224,163,77
"Superior univ. incompleta (107)",743,,686,32,18,7
"Superior univ. completa (108)",273,,88,86,73,26
,,,,,,
"RURAL (120)",13113,3318,3598,2800,2235,1162
"Sin nivel (121)",1425,105,136,221,464,499
"Educación inicial (122)",312,300,4,8,,
"Primaria (123)",8823,2631,2078,1957,1527,630
"Secundaria (124)",2135,282,1215,432,183,23
"Superior no univ. incompleta (125)",107,,62,36,8,1
"Superior no univ. completa (126)",198,,53,108,31,6
"Superior univ. incompleta (127)",51,,32,9,9,1
"Superior univ. completa (128)",62,,18,29,13,2
"PEA (130)",5895,200,1953,1806,1410,526
"Sin nivel (131)",550,8,68,105,208,161
"Educación inicial (132)",11,5,4,2,,
"Primaria (133)",4025,161,1267,1242,1007,348
"Secundaria (134)",1008,26,518,303,146,15
"Superior no univ. incompleta (135)",67,,33,27,7,
"Superior no univ. completa (136)",156,,38,92,25,1
"Superior univ. incompleta (137)",23,,10,6,7,
"Superior univ. completa (138)",55,,15,29,10,1
"Ocupada (140)",5797,195,1909,1780,1395,518
"Sin nivel (141)",547,8,68,104,207,160
"Educación inicial (142)",10,5,4,1,,
"Primaria (143)",3949,157,1232,1225,993,342
"Secundaria (144)",993,25,511,297,146,14
"Superior no univ. incompleta (145)",66,,32,27,7,
"Superior no univ. completa (146)",154,,37,91,25,1
"Superior univ. incompleta (147)",23,,10,6,7,
"Superior univ. completa (148)",55,,15,29,10,1
"Desocupada (150)",98,5,44,26,15,8
"Sin nivel (151)",3,,,1,1,1
"Educación inicial (152)",1,,,1,,
"Primaria (153)",76,4,35,17,14,6
"Secundaria (154)",15,1,7,6,,1
"Superior no univ. incompleta (155)",1,,1,,,
"Superior no univ. completa (156)",2,,1,1,,
"No PEA (160)",7218,3118,1645,994,825,636
"Sin nivel (161)",875,97,68,116,256,338
"Educación inicial (162)",301,295,,6,,
"Primaria (163)",4798,2470,811,715,520,282
"Secundaria (164)",1127,256,697,129,37,8
"Superior no univ. incompleta (165)",40,,29,9,1,1
"Superior no univ. completa (166)",42,,15,16,6,5
"Superior univ. incompleta (167)",28,,22,3,2,1
"Superior univ. completa (168)",7,,3,,3,1
