"CUADRO Nº 10: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia TUMBES (000)",51729,34740,5304,4736,6949
"Hombres (001)",36729,25413,3846,2961,4509
"Mujeres (002)",15000,9327,1458,1775,2440
"De 06 a 14 años (003)",530,445,57,17,11
"Hombres (004)",393,327,49,12,5
"Mujeres (005)",137,118,8,5,6
"De 15 a 29 años (006)",16675,11306,1983,1433,1953
"Hombres (007)",11936,8296,1473,963,1204
"Mujeres (008)",4739,3010,510,470,749
"De 30 a 44 años (009)",19857,12461,2085,2201,3110
"Hombres (010)",13459,8757,1439,1288,1975
"Mujeres (011)",6398,3704,646,913,1135
"De 45 a 64 años (012)",12559,8609,1100,1037,1813
"Hombres (013)",9171,6420,821,660,1270
"Mujeres (014)",3388,2189,279,377,543
"De 65 y más años (015)",2108,1919,79,48,62
"Hombres (016)",1770,1613,64,38,55
"Mujeres (017)",338,306,15,10,7
,,,,,
"URBANA (018)",47949,31672,5062,4472,6743
"Hombres (019)",33508,22680,3657,2782,4389
"Mujeres (020)",14441,8992,1405,1690,2354
"De 06 a 14 años (021)",494,414,53,17,10
"Hombres (022)",359,297,45,12,5
"Mujeres (023)",135,117,8,5,5
"De 15 a 29 años (024)",15419,10349,1883,1331,1856
"Hombres (025)",10887,7453,1392,893,1149
"Mujeres (026)",4532,2896,491,438,707
"De 30 a 44 años (027)",18614,11489,2001,2087,3037
"Hombres (028)",12423,7903,1375,1213,1932
"Mujeres (029)",6191,3586,626,874,1105
"De 45 a 64 años (030)",11643,7818,1050,993,1782
"Hombres (031)",8387,5722,785,628,1252
"Mujeres (032)",3256,2096,265,365,530
"De 65 y más años (033)",1779,1602,75,44,58
"Hombres (034)",1452,1305,60,36,51
"Mujeres (035)",327,297,15,8,7
,,,,,
"RURAL (036)",3780,3068,242,264,206
"Hombres (037)",3221,2733,189,179,120
"Mujeres (038)",559,335,53,85,86
"De 06 a 14 años (039)",36,31,4,,1
"Hombres (040)",34,30,4,,
"Mujeres (041)",2,1,,,1
"De 15 a 29 años (042)",1256,957,100,102,97
"Hombres (043)",1049,843,81,70,55
"Mujeres (044)",207,114,19,32,42
"De 30 a 44 años (045)",1243,972,84,114,73
"Hombres (046)",1036,854,64,75,43
"Mujeres (047)",207,118,20,39,30
"De 45 a 64 años (048)",916,791,50,44,31
"Hombres (049)",784,698,36,32,18
"Mujeres (050)",132,93,14,12,13
"De 65 y más años (051)",329,317,4,4,4
"Hombres (052)",318,308,4,2,4
"Mujeres (053)",11,9,,2,
