"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia TOCACHE (000)",29486,1792,29,11467,10688,1180,2399,635,1296
"Miembros p.ejec. y leg.direct., adm.pub.y emp (001)",50,,,4,9,3,17,4,13
"Profes., científicos e intelectuales (002)",1608,,,,29,58,637,135,749
"Técnicos de nivel medio ytrab.asimilados (003)",797,,,39,161,122,318,54,103
"Jefes y empleados de oficina (004)",764,,,7,306,91,191,63,106
"Trab.de serv.pers.y vend.del comerc y mcdo. (005)",2453,74,2,704,1227,150,165,72,59
"Agricult.trabaj. calif.agrop. y pesquros (006)",10582,1004,11,5848,3263,195,140,71,50
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",1292,11,,300,666,90,145,38,42
"Obreros. construc., conf., papel, fab., instr (008)",1638,24,,400,940,119,76,47,32
"Trabaj.no calif.serv. peon, vend., amb.,y afines (009)",8939,633,14,3938,3698,297,215,93,51
"Otra (010)",730,,,,132,25,455,44,74
"Ocupación no especificada (011)",633,46,2,227,257,30,40,14,17
"Hombres (012)",23032,1155,19,9194,8733,877,1658,503,893
"Miembros p.ejec. y leg.direct., adm.pub.y emp (013)",39,,,3,8,3,13,2,10
"Profes., científicos e intelectuales (014)",904,,,,14,30,323,76,461
"Técnicos de nivel medio ytrab.asimilados (015)",580,,,24,112,95,220,49,80
"Jefes y empleados de oficina (016)",504,,,5,244,42,83,47,83
"Trab.de serv.pers.y vend.del comerc y mcdo. (017)",999,18,,217,553,67,67,52,25
"Agricult.trabaj. calif.agrop. y pesquros (018)",9787,806,10,5461,3087,185,127,64,47
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",1155,9,,259,601,82,131,37,36
"Obreros. construc., conf., papel, fab., instr (020)",1616,22,,395,928,117,76,46,32
"Trabaj.no calif.serv. peon, vend., amb.,y afines (021)",6516,294,9,2771,2940,217,164,81,40
"Otra (022)",683,,,,124,24,425,41,69
"Ocupación no especificada (023)",249,6,,59,122,15,29,8,10
"Mujeres (024)",6454,637,10,2273,1955,303,741,132,403
"Miembros p.ejec. y leg.direct., adm.pub.y emp (025)",11,,,1,1,,4,2,3
"Profes., científicos e intelectuales (026)",704,,,,15,28,314,59,288
"Técnicos de nivel medio ytrab.asimilados (027)",217,,,15,49,27,98,5,23
"Jefes y empleados de oficina (028)",260,,,2,62,49,108,16,23
"Trab.de serv.pers.y vend.del comerc y mcdo. (029)",1454,56,2,487,674,83,98,20,34
"Agricult.trabaj. calif.agrop. y pesquros (030)",795,198,1,387,176,10,13,7,3
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",137,2,,41,65,8,14,1,6
"Obreros. construc., conf., papel, fab., instr (032)",22,2,,5,12,2,,1,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (033)",2423,339,5,1167,758,80,51,12,11
"Otra (034)",47,,,,8,1,30,3,5
"Ocupación no especificada (035)",384,40,2,168,135,15,11,6,7
,,,,,,,,,
"URBANA (036)",15070,446,14,4216,5999,817,1986,491,1101
"Miembros p.ejec. y leg.direct., adm.pub.y emp (037)",45,,,3,9,3,14,4,12
