"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Ocupación no especificada (035)",116,101,11,3,1
,,,,,
"URBANA (036)",4144,2797,753,196,398
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",43,,2,4,37
"Profes., científicos e intelectuales (038)",440,131,154,66,89
"Técnicos de nivel medio y trab. asimilados (039)",94,35,12,10,37
"Jefes y empleados de oficina (040)",124,13,13,21,77
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",395,368,20,2,5
"Agricult.trabaj.calif.agrop.y pesqueros (042)",977,785,192,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",118,90,10,7,11
"Obreros construc.,conf.,papel, fab., instr. (044)",246,156,39,25,26
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",1616,1164,308,59,85
"Otra (046)",30,,,,30
"Ocupación no especificada (047)",61,55,3,2,1
"Hombres (048)",2849,1899,546,139,265
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",38,,2,4,32
"Profes., científicos e intelectuales (050)",241,63,87,41,50
"Técnicos de nivel medio y trab. asimilados (051)",54,23,10,6,15
"Jefes y empleados de oficina (052)",71,7,9,9,46
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",138,122,10,2,4
"Agricult.trabaj.calif.agrop.y pesqueros (054)",809,642,167,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",96,69,9,7,11
"Obreros construc.,conf.,papel, fab., instr. (056)",242,154,39,25,24
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",1110,801,212,45,52
"Otra (058)",30,,,,30
"Ocupación no especificada (059)",20,18,1,,1
"Mujeres (060)",1295,898,207,57,133
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",5,,,,5
"Profes., científicos e intelectuales (062)",199,68,67,25,39
"Técnicos de nivel medio y trab. asimilados (063)",40,12,2,4,22
"Jefes y empleados de oficina (064)",53,6,4,12,31
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",257,246,10,,1
"Agricult.trabaj.calif.agrop.y pesqueros (066)",168,143,25,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",22,21,1,,
"Obreros construc.,conf.,papel, fab., instr. (068)",4,2,,,2
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",506,363,96,14,33
"Ocupación no especificada (071)",41,37,2,2,
,,,,,
"RURAL (072)",5080,3527,613,195,745
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",25,,,,25
"Profes., científicos e intelectuales (074)",209,47,44,18,100
"Técnicos de nivel medio y trab. asimilados (075)",77,16,4,7,50
"Jefes y empleados de oficina (076)",60,12,5,3,40
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",166,149,7,3,7
"Agricult.trabaj.calif.agrop.y pesqueros (078)",1892,1651,241,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",441,82,28,59,272
"Obreros construc.,conf.,papel, fab., instr. (080)",235,98,19,31,87
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",1853,1384,250,73,146
"Otra (082)",13,,,,13
"Ocupación no especificada (083)",109,88,15,1,5
"Hombres (084)",4176,2771,530,180,695
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",20,,,,20
"Profes., científicos e intelectuales (086)",156,25,34,16,81
"Técnicos de nivel medio y trab. asimilados (087)",65,11,4,6,44
"Jefes y empleados de oficina (088)",47,7,3,3,34
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",56,46,2,2,6
"Agricult.trabaj.calif.agrop.y pesqueros (090)",1594,1379,215,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",428,74,26,59,269
"Obreros construc.,conf.,papel, fab., instr. (092)",234,97,19,31,87
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",1529,1108,221,63,137
"Otra (094)",13,,,,13
"Ocupación no especificada (095)",34,24,6,,4
"Mujeres (096)",904,756,83,15,50
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",5,,,,5
"Profes., científicos e intelectuales (098)",53,22,10,2,19
"Técnicos de nivel medio y trab. asimilados (099)",12,5,,1,6
"Jefes y empleados de oficina (100)",13,5,2,,6
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",110,103,5,1,1
"Agricult.trabaj.calif.agrop.y pesqueros (102)",298,272,26,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",13,8,2,,3
"Obreros construc.,conf.,papel, fab., instr. (104)",1,1,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",324,276,29,10,9
"Ocupación no especificada (107)",75,64,9,1,1
