"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia LA CONVENCION (000)",166833,88181,78652,49892,25156,24736,116941,63025,53916
"Menores de 1 año (001)",3112,1577,1535,807,425,382,2305,1152,1153
"Menores de 1 mes (002)",261,117,144,51,21,30,210,96,114
"De 1 a 11 meses (003)",2851,1460,1391,756,404,352,2095,1056,1039
"De 1 a 4 años (004)",15638,7973,7665,3832,2007,1825,11806,5966,5840
"1 año (005)",3536,1785,1751,886,471,415,2650,1314,1336
"2 años (006)",4135,2139,1996,1035,546,489,3100,1593,1507
"3 años (007)",4029,2014,2015,957,494,463,3072,1520,1552
"4 años (008)",3938,2035,1903,954,496,458,2984,1539,1445
"De 5 a 9 años (009)",19759,10012,9747,5424,2750,2674,14335,7262,7073
"5 años (010)",3689,1892,1797,999,514,485,2690,1378,1312
"6 años (011)",3807,1890,1917,1014,527,487,2793,1363,1430
"7 años (012)",4220,2152,2068,1194,601,593,3026,1551,1475
"8 años (013)",4203,2165,2038,1117,567,550,3086,1598,1488
"9 años (014)",3840,1913,1927,1100,541,559,2740,1372,1368
"De 10 a 14 años (015)",19899,10284,9615,6173,3086,3087,13726,7198,6528
"10 años (016)",4068,2073,1995,1175,586,589,2893,1487,1406
"11 años (017)",3712,1907,1805,1090,551,539,2622,1356,1266
"12 años (018)",4402,2260,2142,1310,652,658,3092,1608,1484
"13 años (019)",3778,1966,1812,1249,612,637,2529,1354,1175
"14 años (020)",3939,2078,1861,1349,685,664,2590,1393,1197
"De 15 a 19 años (021)",16408,8807,7601,5694,2880,2814,10714,5927,4787
"15 años (022)",3795,1989,1806,1404,700,704,2391,1289,1102
"16 años (023)",3270,1708,1562,1175,575,600,2095,1133,962
"17 años (024)",3331,1836,1495,1136,613,523,2195,1223,972
"18 años (025)",3279,1817,1462,1080,551,529,2199,1266,933
"19 años (026)",2733,1457,1276,899,441,458,1834,1016,818
"De 20 a 24 años (027)",14051,7438,6613,4272,2093,2179,9779,5345,4434
"20 años (028)",3188,1679,1509,996,451,545,2192,1228,964
"21 años (029)",2358,1220,1138,733,351,382,1625,869,756
"22 años (030)",2954,1607,1347,876,453,423,2078,1154,924
"23 años (031)",2773,1463,1310,851,433,418,1922,1030,892
"24 años (032)",2778,1469,1309,816,405,411,1962,1064,898
"De 25 a 29 años (033)",13568,7176,6392,4275,2061,2214,9293,5115,4178
"25 años (034)",2847,1516,1331,879,423,456,1968,1093,875
"26 años (035)",2529,1295,1234,817,381,436,1712,914,798
"27 años (036)",3098,1635,1463,970,471,499,2128,1164,964
"28 años (037)",2815,1524,1291,869,423,446,1946,1101,845
"29 años (038)",2279,1206,1073,740,363,377,1539,843,696
