"CUADRO Nº 10: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia CELENDIN (000)",23866,21110,1323,624,809
"Hombres (001)",18144,16328,903,408,505
"Mujeres (002)",5722,4782,420,216,304
"De 06 a 14 años (003)",578,547,24,7,
"Hombres (004)",409,387,16,6,
"Mujeres (005)",169,160,8,1,
"De 15 a 29 años (006)",7875,7040,454,173,208
"Hombres (007)",6002,5451,309,115,127
"Mujeres (008)",1873,1589,145,58,81
"De 30 a 44 años (009)",7733,6486,557,289,401
"Hombres (010)",5750,4965,361,186,238
"Mujeres (011)",1983,1521,196,103,163
"De 45 a 64 años (012)",5637,5041,256,149,191
"Hombres (013)",4341,3921,191,97,132
"Mujeres (014)",1296,1120,65,52,59
"De 65 y más años (015)",2043,1996,32,6,9
"Hombres (016)",1642,1604,26,4,8
"Mujeres (017)",401,392,6,2,1
,,,,,
"URBANA (018)",7208,5247,756,506,699
"Hombres (019)",4369,3202,449,303,415
"Mujeres (020)",2839,2045,307,203,284
"De 06 a 14 años (021)",144,134,6,4,
"Hombres (022)",95,87,5,3,
"Mujeres (023)",49,47,1,1,
"De 15 a 29 años (024)",2173,1634,253,120,166
"Hombres (025)",1334,1017,151,68,98
"Mujeres (026)",839,617,102,52,68
"De 30 a 44 años (027)",2590,1661,328,247,354
"Hombres (028)",1516,992,179,149,196
"Mujeres (029)",1074,669,149,98,158
"De 45 a 64 años (030)",1766,1310,155,129,172
"Hombres (031)",1072,774,104,79,115
"Mujeres (032)",694,536,51,50,57
"De 65 y más años (033)",535,508,14,6,7
"Hombres (034)",352,332,10,4,6
"Mujeres (035)",183,176,4,2,1
,,,,,
"RURAL (036)",16658,15863,567,118,110
"Hombres (037)",13775,13126,454,105,90
"Mujeres (038)",2883,2737,113,13,20
"De 06 a 14 años (039)",434,413,18,3,
"Hombres (040)",314,300,11,3,
"Mujeres (041)",120,113,7,,
"De 15 a 29 años (042)",5702,5406,201,53,42
"Hombres (043)",4668,4434,158,47,29
"Mujeres (044)",1034,972,43,6,13
"De 30 a 44 años (045)",5143,4825,229,42,47
"Hombres (046)",4234,3973,182,37,42
"Mujeres (047)",909,852,47,5,5
"De 45 a 64 años (048)",3871,3731,101,20,19
"Hombres (049)",3269,3147,87,18,17
"Mujeres (050)",602,584,14,2,2
"De 65 y más años (051)",1508,1488,18,,2
"Hombres (052)",1290,1272,16,,2
"Mujeres (053)",218,216,2,,
