"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Mujeres (045)",4406,109,1358,1541,1128,270
"Agric., ganadería, caza y silvicultura (046)",1595,89,581,457,336,132
"Explotación de minas y canteras (048)",11,,6,2,3,
"Industrias manufactureras (049)",89,,29,33,23,4
"Suministro de electricidad, gas y agua (050)",4,,2,1,1,
"Construcción (051)",22,,10,8,4,
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",903,3,185,316,323,76
"Venta, mant.y rep. veh.autom.y motoc. (053)",9,,4,1,3,1
"Comercio al por mayor (054)",31,,13,9,8,1
"Comercio al por menor (055)",863,3,168,306,312,74
"Hoteles y restaurantes (056)",396,13,122,135,110,16
"Trans., almac. y comunicaciones (057)",34,,22,6,5,1
"Intermediación financiera (058)",19,,11,7,1,
"Activid.inmobil., empres. y alquileres (059)",56,,23,24,9,
"Admin.pub. y defensa; p. segur.soc.afil (060)",179,,53,75,49,2
"Enseñanza (061)",472,,77,276,116,3
"Servicios sociales y de salud (062)",130,,38,63,29,
"Otras activ. serv.comun.soc y personales (063)",96,,29,37,23,7
"Hogares privados con servicio doméstico (064)",210,3,108,55,35,9
"Actividad economica no especificada (066)",190,1,62,46,61,20
,,,,,,
"URBANA (067)",6619,70,1904,2471,1781,393
"Agric., ganadería, caza y silvicultura (068)",1376,29,421,444,337,145
"Explotación de minas y canteras (070)",102,1,37,31,30,3
"Industrias manufactureras (071)",339,2,119,110,86,22
"Suministro de electricidad, gas y agua (072)",67,,10,36,20,1
"Construcción (073)",444,3,123,174,126,18
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",1330,20,302,448,433,127
"Venta, mant.y rep. veh.autom.y motoc. (075)",123,,49,47,19,8
"Comercio al por mayor (076)",52,1,17,19,11,4
"Comercio al por menor (077)",1155,19,236,382,403,115
"Hoteles y restaurantes (078)",415,7,133,140,117,18
"Trans., almac. y comunicaciones (079)",526,3,235,195,84,9
"Intermediación financiera (080)",33,,13,14,6,
"Activid.inmobil., empres. y alquileres (081)",233,2,77,95,55,4
"Admin.pub. y defensa; p. segur.soc.afil (082)",473,,127,198,141,7
"Enseñanza (083)",723,,100,405,212,6
"Servicios sociales y de salud (084)",167,,43,79,45,
"Otras activ. serv.comun.soc y personales (085)",145,1,48,46,39,11
"Hogares privados con servicio doméstico (086)",164,2,87,38,29,8
"Actividad economica no especificada (088)",82,,29,18,21,14
"Hombres (089)",4078,54,1210,1463,1081,270
"Agric., ganadería, caza y silvicultura (090)",1035,24,299,312,274,126
"Explotación de minas y canteras (092)",95,1,33,30,28,3
"Industrias manufactureras (093)",274,2,96,86,71,19
"Suministro de electricidad, gas y agua (094)",64,,8,36,19,1
"Construcción (095)",433,3,119,169,124,18
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",601,18,164,192,165,62
"Venta, mant.y rep. veh.autom.y motoc. (097)",115,,46,46,16,7
"Comercio al por mayor (098)",36,1,10,13,9,3
"Comercio al por menor (099)",450,17,108,133,140,52
"Hoteles y restaurantes (100)",111,,49,26,29,7
"Trans., almac. y comunicaciones (101)",498,3,216,192,79,8
"Intermediación financiera (102)",15,,3,7,5,
"Activid.inmobil., empres. y alquileres (103)",186,2,58,76,46,4
"Admin.pub. y defensa; p. segur.soc.afil (104)",316,,83,134,94,5
"Enseñanza (105)",299,,34,157,105,3
"Servicios sociales y de salud (106)",57,,12,25,20,
"Otras activ. serv.comun.soc y personales (107)",68,1,25,16,19,7
"Hogares privados con servicio doméstico (108)",2,,2,,,
"Actividad economica no especificada (110)",24,,9,5,3,7
"Mujeres (112)",2541,16,694,1008,700,123
"Agric., ganadería, caza y silvicultura (113)",341,5,122,132,63,19
"Explotación de minas y canteras (115)",7,,4,1,2,
"Industrias manufactureras (116)",65,,23,24,15,3
"Suministro de electricidad, gas y agua (117)",3,,2,,1,
"Construcción (118)",11,,4,5,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",729,2,138,256,268,65
"Venta, mant.y rep. veh.autom.y motoc. (120)",8,,3,1,3,1
"Comercio al por mayor (121)",16,,7,6,2,1
"Comercio al por menor (122)",705,2,128,249,263,63
"Hoteles y restaurantes (123)",304,7,84,114,88,11
"Trans., almac. y comunicaciones (124)",28,,19,3,5,1
"Intermediación financiera (125)",18,,10,7,1,
"Activid.inmobil., empres. y alquileres (126)",47,,19,19,9,
"Admin.pub. y defensa; p. segur.soc.afil (127)",157,,44,64,47,2
"Enseñanza (128)",424,,66,248,107,3
"Servicios sociales y de salud (129)",110,,31,54,25,
"Otras activ. serv.comun.soc y personales (130)",77,,23,30,20,4
"Hogares privados con servicio doméstico (131)",162,2,85,38,29,8
"Actividad economica no especificada (133)",58,,20,13,18,7
,,,,,,
"RURAL (134)",9478,263,3064,3037,2268,846
"Agric., ganadería, caza y silvicultura (135)",7516,241,2396,2305,1819,755
"Explotación de minas y canteras (137)",143,2,66,48,25,2
"Industrias manufactureras (138)",174,3,50,61,42,18
"Suministro de electricidad, gas y agua (139)",6,,1,3,1,1
"Construcción (140)",392,4,124,153,101,10
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",331,2,103,119,85,22
"Venta, mant.y rep. veh.autom.y motoc. (142)",17,,9,6,1,1
"Comercio al por mayor (143)",36,,17,12,7,
"Comercio al por menor (144)",278,2,77,101,77,21
"Hoteles y restaurantes (145)",107,6,45,26,24,6
"Trans., almac. y comunicaciones (146)",151,,74,58,19,
"Intermediación financiera (147)",3,,2,1,,
"Activid.inmobil., empres. y alquileres (148)",55,,18,26,10,1
"Admin.pub. y defensa; p. segur.soc.afil (149)",132,,41,65,22,4
"Enseñanza (150)",111,,20,59,31,1
"Servicios sociales y de salud (151)",45,,14,23,8,
"Otras activ. serv.comun.soc y personales (152)",70,2,22,21,20,5
"Hogares privados con servicio doméstico (153)",51,2,24,17,6,2
"Actividad economica no especificada (155)",191,1,64,52,55,19
"Hombres (156)",7613,170,2400,2504,1840,699
"Agric., ganadería, caza y silvicultura (157)",6262,157,1937,1980,1546,642
"Explotación de minas y canteras (159)",139,2,64,47,24,2
"Industrias manufactureras (160)",150,3,44,52,34,17
"Suministro de electricidad, gas y agua (161)",5,,1,2,1,1
"Construcción (162)",381,4,118,150,99,10
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",157,1,56,59,30,11
"Venta, mant.y rep. veh.autom.y motoc. (164)",16,,8,6,1,1
"Comercio al por mayor (165)",21,,11,9,1,
"Comercio al por menor (166)",120,1,37,44,28,10
"Hoteles y restaurantes (167)",15,,7,5,2,1
"Trans., almac. y comunicaciones (168)",145,,71,55,19,
"Intermediación financiera (169)",2,,1,1,,
"Activid.inmobil., empres. y alquileres (170)",46,,14,21,10,1
"Admin.pub. y defensa; p. segur.soc.afil (171)",110,,32,54,20,4
"Enseñanza (172)",63,,9,31,22,1
"Servicios sociales y de salud (173)",25,,7,14,4,
"Otras activ. serv.comun.soc y personales (174)",51,2,16,14,17,2
"Hogares privados con servicio doméstico (175)",3,1,1,,,1
"Actividad economica no especificada (177)",59,,22,19,12,6
"Mujeres (179)",1865,93,664,533,428,147
"Agric., ganadería, caza y silvicultura (180)",1254,84,459,325,273,113
"Explotación de minas y canteras (182)",4,,2,1,1,
"Industrias manufactureras (183)",24,,6,9,8,1
"Suministro de electricidad, gas y agua (184)",1,,,1,,
"Construcción (185)",11,,6,3,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",174,1,47,60,55,11
"Venta, mant.y rep. veh.autom.y motoc. (187)",1,,1,,,
"Comercio al por mayor (188)",15,,6,3,6,
"Comercio al por menor (189)",158,1,40,57,49,11
"Hoteles y restaurantes (190)",92,6,38,21,22,5
"Trans., almac. y comunicaciones (191)",6,,3,3,,
"Intermediación financiera (192)",1,,1,,,
"Activid.inmobil., empres. y alquileres (193)",9,,4,5,,
"Admin.pub. y defensa; p. segur.soc.afil (194)",22,,9,11,2,
"Enseñanza (195)",48,,11,28,9,
"Servicios sociales y de salud (196)",20,,7,9,4,
"Otras activ. serv.comun.soc y personales (197)",19,,6,7,3,3
"Hogares privados con servicio doméstico (198)",48,1,23,17,6,1
"Actividad economica no especificada (200)",132,1,42,33,43,13
