"CUADRO Nº 15: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia ATALAYA (000)",13646,1808,3341,3945,248,3402,211,691
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",27,27,,,,,,
"Profes., científicos e intelectuales (002)",879,794,,74,8,3,,
"Técnicos de nivel medio y trab. asimilados (003)",250,181,,49,18,2,,
"Jefes y empleados de oficina (004)",298,298,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",1019,180,30,624,53,132,,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",2402,2,10,2267,115,8,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",540,,256,262,20,2,,
"Obreros construc.,conf.,papel, fab., instr. (008)",917,42,501,337,25,12,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",6123,137,2382,201,2,3190,211,
"Otra (010)",84,84,,,,,,
"Ocupaciñn no especificada (011)",416,63,162,131,7,53,,
"Desocupado (012)",691,,,,,,,691
"Hombres (013)",9388,1134,2629,2925,202,1954,31,513
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",21,21,,,,,,
"Profes., científicos e intelectuales (015)",514,464,,40,8,2,,
"Técnicos de nivel medio y trab. asimilados (016)",198,142,,40,15,1,,
"Jefes y empleados de oficina (017)",179,179,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",435,95,5,288,28,19,,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",2023,2,9,1899,106,7,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",487,,245,224,16,2,,
"Obreros construc.,conf.,papel, fab., instr. (021)",866,42,477,310,25,12,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (022)",3820,68,1774,56,2,1889,31,
"Otra (023)",83,83,,,,,,
"Ocupaciñn no especificada (024)",249,38,119,68,2,22,,
"Desocupado (025)",513,,,,,,,513
"Mujeres (026)",4258,674,712,1020,46,1448,180,178
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",6,6,,,,,,
"Profes., científicos e intelectuales (028)",365,330,,34,,1,,
"Técnicos de nivel medio y trab. asimilados (029)",52,39,,9,3,1,,
"Jefes y empleados de oficina (030)",119,119,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",584,85,25,336,25,113,,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",379,,1,368,9,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",53,,11,38,4,,,
"Obreros construc.,conf.,papel, fab., instr. (034)",51,,24,27,,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (035)",2303,69,608,145,,1301,180,
"Otra (036)",1,1,,,,,,
"Ocupaciñn no especificada (037)",167,25,43,63,5,31,,
"Desocupado (038)",178,,,,,,,178
,,,,,,,,
"URBANA (039)",5664,1502,1326,1880,176,339,170,271
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",24,24,,,,,,
"Profes., científicos e intelectuales (041)",643,582,,52,8,1,,
"Técnicos de nivel medio y trab. asimilados (042)",214,153,,45,16,,,
"Jefes y empleados de oficina (043)",276,276,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",907,176,20,542,48,121,,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",532,2,,474,54,2,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",410,,178,212,19,1,,
"Obreros construc.,conf.,papel, fab., instr. (047)",831,42,450,307,23,9,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (048)",1280,129,596,194,2,189,170,
"Otra (049)",76,76,,,,,,
"Ocupaciñn no especificada (050)",200,42,82,54,6,16,,
"Desocupado (051)",271,,,,,,,271
"Hombres (052)",3807,924,1111,1259,140,155,14,204
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",18,18,,,,,,
"Profes., científicos e intelectuales (054)",358,324,,25,8,1,,
"Técnicos de nivel medio y trab. asimilados (055)",167,118,,36,13,,,
"Jefes y empleados de oficina (056)",158,158,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",384,94,5,244,25,16,,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",458,2,,402,52,2,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",366,,168,182,15,1,,
"Obreros construc.,conf.,papel, fab., instr. (060)",794,42,428,292,23,9,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (061)",697,65,448,51,2,117,14,
"Otra (062)",75,75,,,,,,
"Ocupaciñn no especificada (063)",128,28,62,27,2,9,,
"Desocupado (064)",204,,,,,,,204
"Mujeres (065)",1857,578,215,621,36,184,156,67
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",6,6,,,,,,
"Profes., científicos e intelectuales (067)",285,258,,27,,,,
"Técnicos de nivel medio y trab. asimilados (068)",47,35,,9,3,,,
"Jefes y empleados de oficina (069)",118,118,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",523,82,15,298,23,105,,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",74,,,72,2,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",44,,10,30,4,,,
"Obreros construc.,conf.,papel, fab., instr. (073)",37,,22,15,,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (074)",583,64,148,143,,72,156,
"Otra (075)",1,1,,,,,,
"Ocupaciñn no especificada (076)",72,14,20,27,4,7,,
"Desocupado (077)",67,,,,,,,67
,,,,,,,,
"RURAL (078)",7982,306,2015,2065,72,3063,41,420
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",3,3,,,,,,
"Profes., científicos e intelectuales (080)",236,212,,22,,2,,
"Técnicos de nivel medio y trab. asimilados (081)",36,28,,4,2,2,,
"Jefes y empleados de oficina (082)",22,22,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",112,4,10,82,5,11,,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",1870,,10,1793,61,6,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",130,,78,50,1,1,,
"Obreros construc.,conf.,papel, fab., instr. (086)",86,,51,30,2,3,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (087)",4843,8,1786,7,,3001,41,
"Otra (088)",8,8,,,,,,
"Ocupaciñn no especificada (089)",216,21,80,77,1,37,,
"Desocupado (090)",420,,,,,,,420
"Hombres (091)",5581,210,1518,1666,62,1799,17,309
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",3,3,,,,,,
"Profes., científicos e intelectuales (093)",156,140,,15,,1,,
"Técnicos de nivel medio y trab. asimilados (094)",31,24,,4,2,1,,
"Jefes y empleados de oficina (095)",21,21,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (096)",51,1,,44,3,3,,
"Agricult.trabaj.calif.agrop.y pesqueros (097)",1565,,9,1497,54,5,,
