"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Agricult.trabaj. calif. agrop. y pesqueros (032)",1368,26,445,400,363,134
"Obreros y oper.minas, cant.,ind.manuf. y otros (033)",1256,12,507,421,269,47
"Obreros construc., conf., papel, fab., instr. (034)",317,2,121,133,50,11
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (035)",10020,450,4688,2884,1686,312
"Otra (036)",48,,36,8,4,
"Ocupación no especificada (037)",2024,11,794,696,398,125
"Desocupado (038)",1602,57,976,419,125,25
,,,,,,
"URBANA (039)",69628,804,25491,26404,14921,2008
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",260,,19,113,114,14
"Profes., científicos e intelectuales (041)",12309,,2597,6393,3178,141
"Técnicos de nivel medio y trab.asimilados (042)",4950,2,1804,2067,998,79
"Jefes y empleados de oficina (043)",4073,,1721,1502,822,28
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",10395,107,3934,3539,2384,431
"Agricult.trabaj. calif. agrop. y pesqueros (045)",2119,16,429,599,745,330
"Obreros y oper.minas, cant.,ind.manuf. y otros (046)",6620,68,2671,2387,1292,202
"Obreros construc., conf., papel, fab., instr. (047)",8779,35,3392,3516,1707,129
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (048)",12956,511,5801,3847,2380,417
"Otra (049)",530,,145,210,174,1
"Ocupación no especificada (050)",3164,20,1196,1132,664,152
"Desocupado (051)",3473,45,1782,1099,463,84
"Hombres (052)",43406,514,15464,16433,9613,1382
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",182,,11,74,88,9
"Profes., científicos e intelectuales (054)",6490,,1237,3291,1847,115
"Técnicos de nivel medio y trab.asimilados (055)",3212,2,1107,1370,678,55
"Jefes y empleados de oficina (056)",1827,,614,721,468,24
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",4445,66,1768,1469,953,189
"Agricult.trabaj. calif. agrop. y pesqueros (058)",1861,10,363,519,662,307
"Obreros y oper.minas, cant.,ind.manuf. y otros (059)",5811,63,2390,2100,1085,173
"Obreros construc., conf., papel, fab., instr. (060)",8523,33,3303,3406,1661,120
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (061)",6676,298,2888,1959,1278,253
"Otra (062)",483,,109,203,170,1
"Ocupación no especificada (063)",1592,10,574,578,361,69
"Desocupado (064)",2304,32,1100,743,362,67
"Mujeres (065)",26222,290,10027,9971,5308,626
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",78,,8,39,26,5
"Profes., científicos e intelectuales (067)",5819,,1360,3102,1331,26
"Técnicos de nivel medio y trab.asimilados (068)",1738,,697,697,320,24
"Jefes y empleados de oficina (069)",2246,,1107,781,354,4
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",5950,41,2166,2070,1431,242
"Agricult.trabaj. calif. agrop. y pesqueros (071)",258,6,66,80,83,23
"Obreros y oper.minas, cant.,ind.manuf. y otros (072)",809,5,281,287,207,29
"Obreros construc., conf., papel, fab., instr. (073)",256,2,89,110,46,9
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (074)",6280,213,2913,1888,1102,164
"Otra (075)",47,,36,7,4,
"Ocupación no especificada (076)",1572,10,622,554,303,83
"Desocupado (077)",1169,13,682,356,101,17
,,,,,,
"RURAL (078)",43016,930,16922,13715,8709,2740
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",27,,6,13,8,
"Profes., científicos e intelectuales (080)",656,,215,353,88,
"Técnicos de nivel medio y trab.asimilados (081)",542,,196,257,81,8
"Jefes y empleados de oficina (082)",366,,187,130,48,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",1361,10,532,516,246,57
"Agricult.trabaj. calif. agrop. y pesqueros (084)",15599,89,4141,5036,4466,1867
"Obreros y oper.minas, cant.,ind.manuf. y otros (085)",3756,39,1673,1422,545,77
"Obreros construc., conf., papel, fab., instr. (086)",3585,5,1566,1452,523,39
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (087)",13362,658,6485,3545,2136,538
"Otra (088)",31,,9,13,9,
"Ocupación no especificada (089)",756,3,281,245,154,73
"Desocupado (090)",2975,126,1631,733,405,80
"Hombres (091)",35563,614,13544,11554,7481,2370
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",19,,2,10,7,
"Profes., científicos e intelectuales (093)",391,,131,198,62,
"Técnicos de nivel medio y trab.asimilados (094)",438,,147,217,68,6
"Jefes y empleados de oficina (095)",223,,80,103,39,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (096)",672,3,276,259,116,18
"Agricult.trabaj. calif. agrop. y pesqueros (097)",14489,69,3762,4716,4186,1756
"Obreros y oper.minas, cant.,ind.manuf. y otros (098)",3309,32,1447,1288,483,59
"Obreros construc., conf., papel, fab., instr. (099)",3524,5,1534,1429,519,37
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (100)",9622,421,4710,2549,1552,390
"Otra (101)",30,,9,12,9,
"Ocupación no especificada (102)",304,2,109,103,59,31
"Desocupado (103)",2542,82,1337,670,381,72
"Mujeres (104)",7453,316,3378,2161,1228,370
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (105)",8,,4,3,1,
"Profes., científicos e intelectuales (106)",265,,84,155,26,
"Técnicos de nivel medio y trab.asimilados (107)",104,,49,40,13,2
"Jefes y empleados de oficina (108)",143,,107,27,9,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (109)",689,7,256,257,130,39
"Agricult.trabaj. calif. agrop. y pesqueros (110)",1110,20,379,320,280,111
"Obreros y oper.minas, cant.,ind.manuf. y otros (111)",447,7,226,134,62,18
"Obreros construc., conf., papel, fab., instr. (112)",61,,32,23,4,2
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (113)",3740,237,1775,996,584,148
"Otra (114)",1,,,1,,
"Ocupación no especificada (115)",452,1,172,142,95,42
"Desocupado (116)",433,44,294,63,24,8
