"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Ocupación no especificada (035)",237,227,3,6,1
,,,,,
"URBANA (036)",2579,2143,159,104,173
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",11,,,3,8
"Profes., científicos e intelectuales (038)",209,65,44,49,51
"Técnicos de nivel medio y trab. asimilados (039)",76,38,7,6,25
"Jefes y empleados de oficina (040)",57,7,3,4,43
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",463,451,6,,6
"Agricult.trabaj.calif.agrop.y pesqueros (042)",762,731,31,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",124,109,1,9,5
"Obreros construc.,conf.,papel, fab., instr. (044)",156,135,11,7,3
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",648,565,51,20,12
"Otra (046)",16,,,,16
"Ocupación no especificada (047)",57,42,5,6,4
"Hombres (048)",1907,1610,118,64,115
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",9,,,2,7
"Profes., científicos e intelectuales (050)",99,38,18,19,24
"Técnicos de nivel medio y trab. asimilados (051)",52,30,2,3,17
"Jefes y empleados de oficina (052)",32,5,1,2,24
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",219,209,4,,6
"Agricult.trabaj.calif.agrop.y pesqueros (054)",727,698,29,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",88,75,1,9,3
"Obreros construc.,conf.,papel, fab., instr. (056)",155,134,11,7,3
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",483,405,48,18,12
"Otra (058)",16,,,,16
"Ocupación no especificada (059)",27,16,4,4,3
"Mujeres (060)",672,533,41,40,58
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",2,,,1,1
"Profes., científicos e intelectuales (062)",110,27,26,30,27
"Técnicos de nivel medio y trab. asimilados (063)",24,8,5,3,8
"Jefes y empleados de oficina (064)",25,2,2,2,19
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",244,242,2,,
"Agricult.trabaj.calif.agrop.y pesqueros (066)",35,33,2,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",36,34,,,2
"Obreros construc.,conf.,papel, fab., instr. (068)",1,1,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",165,160,3,2,
"Ocupación no especificada (071)",30,26,1,2,1
,,,,,
"RURAL (072)",14087,13263,678,83,63
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",9,,2,,7
"Profes., científicos e intelectuales (074)",115,70,21,13,11
"Técnicos de nivel medio y trab. asimilados (075)",37,14,2,4,17
"Jefes y empleados de oficina (076)",17,3,,1,13
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",285,271,11,2,1
"Agricult.trabaj.calif.agrop.y pesqueros (078)",8195,7945,244,6,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",177,172,3,1,1
"Obreros construc.,conf.,papel, fab., instr. (080)",175,153,16,5,1
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",4833,4398,376,47,12
"Ocupación no especificada (083)",244,237,3,4,
"Hombres (084)",12594,11865,620,69,40
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",9,,2,,7
"Profes., científicos e intelectuales (086)",66,36,14,10,6
"Técnicos de nivel medio y trab. asimilados (087)",21,8,1,3,9
"Jefes y empleados de oficina (088)",7,2,,,5
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",116,110,4,1,1
"Agricult.trabaj.calif.agrop.y pesqueros (090)",7862,7617,239,6,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",66,62,2,1,1
"Obreros construc.,conf.,papel, fab., instr. (092)",174,152,16,5,1
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",4236,3842,341,43,10
"Ocupación no especificada (095)",37,36,1,,
"Mujeres (096)",1493,1398,58,14,23
"Profes., científicos e intelectuales (098)",49,34,7,3,5
"Técnicos de nivel medio y trab. asimilados (099)",16,6,1,1,8
"Jefes y empleados de oficina (100)",10,1,,1,8
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",169,161,7,1,
"Agricult.trabaj.calif.agrop.y pesqueros (102)",333,328,5,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",111,110,1,,
"Obreros construc.,conf.,papel, fab., instr. (104)",1,1,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",597,556,35,4,2
"Ocupación no especificada (107)",207,201,2,4,
