"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Explotación de minas y canteras (047)",15,4,1,7,3,,,,
"Industrias manufactureras (048)",183,26,2,96,40,3,10,,6
"Suministro de electricidad, gas y agua (049)",2,,,,,1,1,,
"Construcción (050)",11,2,,2,3,1,2,,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",671,86,1,272,208,18,57,9,20
"Venta, mant.y rep. veh.autom.y motoc. (052)",10,,,4,3,1,,,2
"Comercio al por mayor (053)",22,1,,8,7,1,2,1,2
"Comercio al por menor (054)",639,85,1,260,198,16,55,8,16
"Hoteles y restaurantes (055)",304,49,,134,94,16,8,2,1
"Trans., almac. y comunicaciones (056)",26,,,3,12,5,5,1,
"Intermediación financiera (057)",1,,,,,,1,,
"Activid.inmobil., empres. y de alquiler (058)",27,,,6,4,,7,2,8
"Admin.pub. y defensa; p. segur.soc.afil (059)",118,10,,20,16,6,39,2,25
"Enseñanza (060)",1136,,,,83,63,677,57,256
"Servicios sociales y de salud (061)",273,1,,1,7,16,122,6,120
"Otras activ. serv.comun.soc y personales (062)",220,57,,113,32,4,11,1,2
"Hogares privados con servicio doméstico (063)",1078,225,1,609,226,3,10,2,2
"Actividad economica no especificada (065)",534,139,1,279,68,15,17,7,8
,,,,,,,,,
"URBANA (066)",8968,425,10,2652,2466,323,1907,219,966
"Agric., ganadería, caza y silvicultura (067)",2142,159,3,1180,646,38,62,24,30
"Explotación de minas y canteras (069)",36,4,1,23,8,,,,
"Industrias manufactureras (070)",410,15,3,152,175,12,32,4,17
"Suministro de electricidad, gas y agua (071)",26,,,5,8,2,7,,4
"Construcción (072)",395,10,,153,160,16,32,7,17
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",1215,71,2,399,485,46,126,29,57
"Venta, mant.y rep. veh.autom.y motoc. (074)",83,1,,18,42,8,10,1,3
"Comercio al por mayor (075)",69,1,,22,27,3,6,2,8
"Comercio al por menor (076)",1063,69,2,359,416,35,110,26,46
"Hoteles y restaurantes (077)",286,27,,111,102,26,15,3,2
"Trans., almac. y comunicaciones (078)",601,8,,123,353,34,56,12,15
"Intermediación financiera (079)",7,,,,,,2,1,4
"Activid.inmobil., empres. y de alquiler (080)",137,,,8,25,12,35,11,46
"Admin.pub. y defensa; p. segur.soc.afil (081)",410,11,,55,107,18,119,14,86
"Enseñanza (082)",1909,,,,68,70,1205,90,476
"Servicios sociales y de salud (083)",380,1,,4,20,23,157,5,170
"Otras activ. serv.comun.soc y personales (084)",255,43,,90,65,5,22,8,22
"Hogares privados con servicio doméstico (085)",482,63,1,238,164,2,10,2,2
"Actividad economica no especificada (087)",277,13,,111,80,19,27,9,18
"Hombres (088)",5854,165,6,1860,1827,205,1068,144,579
"Agric., ganadería, caza y silvicultura (089)",1945,121,2,1081,602,34,59,20,26
"Explotación de minas y canteras (091)",24,1,,18,5,,,,
"Industrias manufactureras (092)",327,8,3,126,143,9,23,4,11
"Suministro de electricidad, gas y agua (093)",24,,,5,8,1,6,,4
"Construcción (094)",387,9,,152,158,15,30,7,16
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",677,12,1,204,300,29,71,21,39
"Venta, mant.y rep. veh.autom.y motoc. (096)",74,1,,14,39,7,10,1,2
"Comercio al por mayor (097)",51,1,,15,22,2,4,1,6
"Comercio al por menor (098)",552,10,1,175,239,20,57,19,31
"Hoteles y restaurantes (099)",71,1,,24,27,10,7,1,1
"Trans., almac. y comunicaciones (100)",576,8,,121,341,29,51,11,15
"Intermediación financiera (101)",6,,,,,,1,1,4
"Activid.inmobil., empres. y de alquiler (102)",114,,,5,21,12,28,10,38
"Admin.pub. y defensa; p. segur.soc.afil (103)",299,3,,36,93,12,81,12,62
"Enseñanza (104)",1004,,,,30,35,624,43,272
"Servicios sociales y de salud (105)",153,,,3,13,11,63,2,61
"Otras activ. serv.comun.soc y personales (106)",103,,,24,38,2,12,7,20
"Hogares privados con servicio doméstico (107)",15,1,,6,7,,1,,
"Actividad economica no especificada (109)",129,1,,55,41,6,11,5,10
"Mujeres (110)",3114,260,4,792,639,118,839,75,387
"Agric., ganadería, caza y silvicultura (111)",197,38,1,99,44,4,3,4,4
"Explotación de minas y canteras (113)",12,3,1,5,3,,,,
"Industrias manufactureras (114)",83,7,,26,32,3,9,,6
"Suministro de electricidad, gas y agua (115)",2,,,,,1,1,,
"Construcción (116)",8,1,,1,2,1,2,,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",538,59,1,195,185,17,55,8,18
"Venta, mant.y rep. veh.autom.y motoc. (118)",9,,,4,3,1,,,1
"Comercio al por mayor (119)",18,,,7,5,1,2,1,2
"Comercio al por menor (120)",511,59,1,184,177,15,53,7,15
"Hoteles y restaurantes (121)",215,26,,87,75,16,8,2,1
"Trans., almac. y comunicaciones (122)",25,,,2,12,5,5,1,
"Intermediación financiera (123)",1,,,,,,1,,
"Activid.inmobil., empres. y de alquiler (124)",23,,,3,4,,7,1,8
"Admin.pub. y defensa; p. segur.soc.afil (125)",111,8,,19,14,6,38,2,24
"Enseñanza (126)",905,,,,38,35,581,47,204
"Servicios sociales y de salud (127)",227,1,,1,7,12,94,3,109
"Otras activ. serv.comun.soc y personales (128)",152,43,,66,27,3,10,1,2
"Hogares privados con servicio doméstico (129)",467,62,1,232,157,2,9,2,2
"Actividad economica no especificada (131)",148,12,,56,39,13,16,4,8
,,,,,,,,,
"RURAL (132)",29768,3596,40,19549,5502,194,569,90,228
"Agric., ganadería, caza y silvicultura (133)",26539,3176,37,18107,4962,86,131,26,14
"Pesca (134)",1,,,,1,,,,
"Explotación de minas y canteras (135)",8,1,,6,1,,,,
"Industrias manufactureras (136)",252,23,2,164,58,1,2,1,1
"Suministro de electricidad, gas y agua (137)",13,,,10,3,,,,
"Construcción (138)",196,12,,125,51,1,3,1,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",348,33,,184,108,7,10,2,4
"Venta, mant.y rep. veh.autom.y motoc. (140)",9,,,3,2,1,1,,2
"Comercio al por mayor (141)",13,1,,5,7,,,,
"Comercio al por menor (142)",326,32,,176,99,6,9,2,2
"Hoteles y restaurantes (143)",104,23,,59,22,,,,
"Trans., almac. y comunicaciones (144)",97,,,51,38,4,2,1,1
"Activid.inmobil., empres. y de alquiler (146)",11,,,4,4,,,1,2
"Admin.pub. y defensa; p. segur.soc.afil (147)",65,6,,23,19,5,10,1,1
"Enseñanza (148)",702,,,1,81,72,329,46,173
"Servicios sociales y de salud (149)",123,,,4,4,12,73,6,24
"Otras activ. serv.comun.soc y personales (150)",109,16,,71,17,2,3,,
"Hogares privados con servicio doméstico (151)",628,167,,383,76,1,1,,
"Actividad economica no especificada (153)",572,139,1,357,57,3,5,5,5
"Hombres (154)",25445,2554,30,17043,5015,152,419,71,161
"Agric., ganadería, caza y silvicultura (155)",23898,2511,30,16450,4676,81,112,25,13
"Pesca (156)",1,,,,1,,,,
"Explotación de minas y canteras (157)",5,,,4,1,,,,
"Industrias manufactureras (158)",152,4,,94,50,1,1,1,1
"Suministro de electricidad, gas y agua (159)",13,,,10,3,,,,
"Construcción (160)",193,11,,124,50,1,3,1,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",215,6,,107,85,6,8,1,2
"Venta, mant.y rep. veh.autom.y motoc. (162)",8,,,3,2,1,1,,1
"Comercio al por mayor (163)",9,,,4,5,,,,
"Comercio al por menor (164)",198,6,,100,78,5,7,1,1
"Hoteles y restaurantes (165)",15,,,12,3,,,,
"Trans., almac. y comunicaciones (166)",96,,,50,38,4,2,1,1
"Activid.inmobil., empres. y de alquiler (168)",7,,,1,4,,,,2
"Admin.pub. y defensa; p. segur.soc.afil (169)",58,4,,22,17,5,9,1,
"Enseñanza (170)",471,,,1,36,44,233,36,121
"Servicios sociales y de salud (171)",77,,,4,4,8,45,3,13
"Otras activ. serv.comun.soc y personales (172)",41,2,,24,12,1,2,,
"Hogares privados con servicio doméstico (173)",17,4,,6,7,,,,
"Actividad economica no especificada (175)",186,12,,134,28,1,4,2,5
"Mujeres (176)",4323,1042,10,2506,487,42,150,19,67
"Agric., ganadería, caza y silvicultura (177)",2641,665,7,1657,286,5,19,1,1
"Explotación de minas y canteras (179)",3,1,,2,,,,,
"Industrias manufactureras (180)",100,19,2,70,8,,1,,
"Construcción (182)",3,1,,1,1,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",133,27,,77,23,1,2,1,2
"Venta, mant.y rep. veh.autom.y motoc. (184)",1,,,,,,,,1
"Comercio al por mayor (185)",4,1,,1,2,,,,
"Comercio al por menor (186)",128,26,,76,21,1,2,1,1
"Hoteles y restaurantes (187)",89,23,,47,19,,,,
"Trans., almac. y comunicaciones (188)",1,,,1,,,,,
"Activid.inmobil., empres. y de alquiler (190)",4,,,3,,,,1,
"Admin.pub. y defensa; p. segur.soc.afil (191)",7,2,,1,2,,1,,1
"Enseñanza (192)",231,,,,45,28,96,10,52
"Servicios sociales y de salud (193)",46,,,,,4,28,3,11
"Otras activ. serv.comun.soc y personales (194)",68,14,,47,5,1,1,,
"Hogares privados con servicio doméstico (195)",611,163,,377,69,1,1,,
"Actividad economica no especificada (197)",386,127,1,223,29,2,1,3,
