"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia CORONEL PORTILLO (000)",333890,169182,164708,281946,140529,141417,51944,28653,23291
"Menores de 1 año (001)",8269,4228,4041,6807,3463,3344,1462,765,697
"Menores de 1 mes (002)",778,416,362,618,326,292,160,90,70
"De 1 a 11 meses (003)",7491,3812,3679,6189,3137,3052,1302,675,627
"De 1 a 4 años (004)",32748,16850,15898,26530,13605,12925,6218,3245,2973
"1 año (005)",7886,4024,3862,6360,3239,3121,1526,785,741
"2 años (006)",8429,4377,4052,6821,3549,3272,1608,828,780
"3 años (007)",8567,4388,4179,6901,3525,3376,1666,863,803
"4 años (008)",7866,4061,3805,6448,3292,3156,1418,769,649
"De 5 a 9 años (009)",34181,17377,16804,27694,14025,13669,6487,3352,3135
"5 años (010)",6883,3485,3398,5496,2755,2741,1387,730,657
"6 años (011)",6510,3283,3227,5381,2725,2656,1129,558,571
"7 años (012)",7170,3712,3458,5789,2980,2809,1381,732,649
"8 años (013)",6985,3561,3424,5640,2879,2761,1345,682,663
"9 años (014)",6633,3336,3297,5388,2686,2702,1245,650,595
"De 10 a 14 años (015)",41649,21230,20419,34765,17580,17185,6884,3650,3234
"10 años (016)",7732,3993,3739,6303,3244,3059,1429,749,680
"11 años (017)",8060,4100,3960,6779,3433,3346,1281,667,614
"12 años (018)",8722,4482,4240,7238,3653,3585,1484,829,655
"13 años (019)",8682,4379,4303,7302,3664,3638,1380,715,665
"14 años (020)",8453,4276,4177,7143,3586,3557,1310,690,620
"De 15 a 19 años (021)",37458,18496,18962,31939,15610,16329,5519,2886,2633
"15 años (022)",8638,4320,4318,7356,3650,3706,1282,670,612
"16 años (023)",7525,3728,3797,6431,3132,3299,1094,596,498
"17 años (024)",7347,3602,3745,6204,3025,3179,1143,577,566
"18 años (025)",7382,3701,3681,6286,3116,3170,1096,585,511
"19 años (026)",6566,3145,3421,5662,2687,2975,904,458,446
"De 20 a 24 años (027)",31151,15350,15801,26791,12985,13806,4360,2365,1995
"20 años (028)",6976,3464,3512,5963,2918,3045,1013,546,467
"21 años (029)",5746,2813,2933,4987,2403,2584,759,410,349
"22 años (030)",6165,3018,3147,5303,2544,2759,862,474,388
"23 años (031)",6229,3109,3120,5316,2599,2717,913,510,403
"24 años (032)",6035,2946,3089,5222,2521,2701,813,425,388
"De 25 a 29 años (033)",26996,13282,13714,23057,11057,12000,3939,2225,1714
"25 años (034)",6048,2978,3070,5116,2456,2660,932,522,410
"26 años (035)",5289,2568,2721,4548,2162,2386,741,406,335
"27 años (036)",5797,2951,2846,4953,2456,2497,844,495,349
"28 años (037)",5245,2587,2658,4458,2148,2310,787,439,348
"29 años (038)",4617,2198,2419,3982,1835,2147,635,363,272
