"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Sin nivel (031)",83,1,14,17,33,18
"Educación inicial (032)",4,1,1,2,,
"Primaria (033)",286,11,93,98,64,20
"Secundaria (034)",426,5,260,118,42,1
"Superior no univ. incompleta (035)",44,,36,5,3,
"Superior no univ. completa (036)",109,,63,45,1,
"Superior univ. incompleta (037)",14,,10,2,2,
"Superior univ. completa (038)",35,,20,9,6,
"No PEA (040)",33023,12584,8384,3871,4035,4149
"Sin nivel (041)",4547,197,218,486,1359,2287
"Educación inicial (042)",522,512,5,5,,
"Primaria (043)",15436,9310,1290,1598,1728,1510
"Secundaria (044)",9730,2565,5042,1195,694,234
"Superior no univ. incompleta (045)",1235,,1028,139,53,15
"Superior no univ. completa (046)",836,,418,272,97,49
"Superior univ. incompleta (047)",376,,294,57,19,6
"Superior univ. completa (048)",341,,89,119,85,48
,,,,,,
"URBANA (060)",34103,7761,9120,7178,5961,4083
"Sin nivel (061)",3537,84,124,346,1107,1876
"Educación inicial (062)",378,358,6,14,,
"Primaria (063)",11892,5421,912,1677,2163,1719
"Secundaria (064)",11519,1898,5167,2544,1570,340
"Superior no univ. incompleta (065)",1793,,1230,373,172,18
"Superior no univ. completa (066)",2799,,996,1348,400,55
"Superior univ. incompleta (067)",669,,377,177,105,10
"Superior univ. completa (068)",1516,,308,699,444,65
"PEA (070)",14537,276,3884,5035,3786,1556
"Sin nivel (071)",1230,3,48,151,468,560
"Educación inicial (072)",19,5,4,10,,
"Primaria (073)",3631,158,433,964,1298,778
"Secundaria (074)",5216,110,2041,1801,1101,163
"Superior no univ. incompleta (075)",753,,351,260,133,9
"Superior no univ. completa (076)",2116,,655,1121,324,16
"Superior univ. incompleta (077)",340,,113,129,92,6
"Superior univ. completa (078)",1232,,239,599,370,24
"Ocupada (080)",13922,268,3584,4851,3687,1532
"Sin nivel (081)",1185,3,40,145,450,547
"Educación inicial (082)",17,5,3,9,,
"Primaria (083)",3491,153,400,909,1261,768
"Secundaria (084)",4955,107,1889,1730,1067,162
"Superior no univ. incompleta (085)",724,,325,259,131,9
"Superior no univ. completa (086)",2020,,599,1082,323,16
"Superior univ. incompleta (087)",329,,106,127,90,6
"Superior univ. completa (088)",1201,,222,590,365,24
"Desocupada (090)",615,8,300,184,99,24
"Sin nivel (091)",45,,8,6,18,13
"Educación inicial (092)",2,,1,1,,
"Primaria (093)",140,5,33,55,37,10
"Secundaria (094)",261,3,152,71,34,1
"Superior no univ. incompleta (095)",29,,26,1,2,
"Superior no univ. completa (096)",96,,56,39,1,
"Superior univ. incompleta (097)",11,,7,2,2,
"Superior univ. completa (098)",31,,17,9,5,
"No PEA (100)",19566,7485,5236,2143,2175,2527
"Sin nivel (101)",2307,81,76,195,639,1316
"Educación inicial (102)",359,353,2,4,,
"Primaria (103)",8261,5263,479,713,865,941
"Secundaria (104)",6303,1788,3126,743,469,177
"Superior no univ. incompleta (105)",1040,,879,113,39,9
"Superior no univ. completa (106)",683,,341,227,76,39
"Superior univ. incompleta (107)",329,,264,48,13,4
"Superior univ. completa (108)",284,,69,100,74,41
,,,,,,
"RURAL (120)",23501,5274,6152,4718,4411,2946
"Sin nivel (121)",3441,127,207,478,1197,1432
"Educación inicial (122)",171,162,5,4,,
"Primaria (123)",11027,4167,1477,1939,2107,1337
"Secundaria (124)",7207,818,3764,1653,845,127
"Superior no univ. incompleta (125)",483,,275,152,46,10
"Superior no univ. completa (126)",646,,260,274,91,21
"Superior univ. incompleta (127)",198,,86,55,49,8
"Superior univ. completa (128)",328,,78,163,76,11
"PEA (130)",10044,175,3004,2990,2551,1324
"Sin nivel (131)",1201,11,65,187,477,461
"Educación inicial (132)",8,3,2,3,,
"Primaria (133)",3852,120,666,1054,1244,768
"Secundaria (134)",3780,41,1848,1201,620,70
"Superior no univ. incompleta (135)",288,,126,126,32,4
"Superior no univ. completa (136)",493,,183,229,70,11
"Superior univ. incompleta (137)",151,,56,46,43,6
"Superior univ. completa (138)",271,,58,144,65,4
"Ocupada (140)",9658,165,2807,2878,2499,1309
"Sin nivel (141)",1163,10,59,176,462,456
"Educación inicial (142)",6,2,2,2,,
"Primaria (143)",3706,114,606,1011,1217,758
"Secundaria (144)",3615,39,1740,1154,612,70
"Superior no univ. incompleta (145)",273,,116,122,31,4
"Superior no univ. completa (146)",480,,176,223,70,11
"Superior univ. incompleta (147)",148,,53,46,43,6
"Superior univ. completa (148)",267,,55,144,64,4
"Desocupada (150)",386,10,197,112,52,15
"Sin nivel (151)",38,1,6,11,15,5
"Educación inicial (152)",2,1,,1,,
"Primaria (153)",146,6,60,43,27,10
"Secundaria (154)",165,2,108,47,8,
"Superior no univ. incompleta (155)",15,,10,4,1,
"Superior no univ. completa (156)",13,,7,6,,
"Superior univ. incompleta (157)",3,,3,,,
"Superior univ. completa (158)",4,,3,,1,
"No PEA (160)",13457,5099,3148,1728,1860,1622
"Sin nivel (161)",2240,116,142,291,720,971
"Educación inicial (162)",163,159,3,1,,
"Primaria (163)",7175,4047,811,885,863,569
"Secundaria (164)",3427,777,1916,452,225,57
"Superior no univ. incompleta (165)",195,,149,26,14,6
"Superior no univ. completa (166)",153,,77,45,21,10
"Superior univ. incompleta (167)",47,,30,9,6,2
"Superior univ. completa (168)",57,,20,19,11,7
