"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia EL DORADO (000)",8084,16,75,251,605,1705,3407,2025
"De 12 a 14 años (001)",31,,,,,,8,23
"De 15 a 19 años (002)",611,,,,,,334,277
"De 20 a 24 años (003)",1197,,,,,4,805,388
"De 25 a 29 años (004)",1136,,,,,68,823,245
"De 30 a 34 años (005)",980,,,,,209,598,173
"De 35 a 39 años (006)",953,,,,8,310,473,162
"De 40 a 44 años (007)",752,,,,36,359,242,115
"De 45 a 49 años (008)",632,,,2,62,357,103,108
"De 50 y más años (009)",1792,16,75,249,499,398,21,534
"Sin nivel (010)",1518,7,38,131,243,341,322,436
"De 12 a 14 años (011)",3,,,,,,,3
"De 15 a 19 años (012)",27,,,,,,17,10
"De 20 a 24 años (013)",57,,,,,,40,17
"De 25 a 29 años (014)",71,,,,,3,52,16
"De 30 a 34 años (015)",90,,,,,11,55,24
"De 35 a 39 años (016)",114,,,,1,28,56,29
"De 40 a 44 años (017)",114,,,,1,45,54,14
"De 45 a 49 años (018)",155,,,,7,86,39,23
"De 50 y más años (019)",887,7,38,131,234,168,9,300
"Educacion Inicial (020)",20,,,,,1,17,2
"De 15 a 19 años (022)",1,,,,,,1,
"De 20 a 24 años (023)",5,,,,,,4,1
"De 25 a 29 años (024)",6,,,,,,5,1
"De 30 a 34 años (025)",3,,,,,1,2,
"De 35 a 39 años (026)",5,,,,,,5,
"Primaria (030)",4876,8,35,110,310,1101,2257,1055
"De 12 a 14 años (031)",20,,,,,,6,14
"De 15 a 19 años (032)",352,,,,,,212,140
"De 20 a 24 años (033)",789,,,,,3,550,236
"De 25 a 29 años (034)",724,,,,,41,546,137
"De 30 a 34 años (035)",662,,,,,157,406,99
"De 35 a 39 años (036)",602,,,,5,211,306,80
"De 40 a 44 años (037)",501,,,,21,247,161,72
"De 45 a 49 años (038)",409,,,1,43,239,59,67
"De 50 y más años (039)",817,8,35,109,241,203,11,210
"Secundaria (040)",1372,1,2,7,32,206,673,451
"De 12 a 14 años (041)",8,,,,,,2,6
"De 15 a 19 años (042)",227,,,,,,104,123
"De 20 a 24 años (043)",313,,,,,1,194,118
"De 25 a 29 años (044)",292,,,,,21,196,75
"De 30 a 34 años (045)",175,,,,,36,100,39
"De 35 a 39 años (046)",152,,,,1,55,57,39
"De 40 a 44 años (047)",92,,,,7,48,17,20
"De 45 a 49 años (048)",48,,,1,8,23,2,14
"De 50 y más años (049)",65,1,2,6,16,22,1,17
"Sup. no Univ. incompleta (050)",56,,,,2,7,28,19
"De 15 a 19 años (052)",2,,,,,,,2
