"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",6638,6192,209,87,150
"Otra (034)",17,,,,17
"Ocupación no especificada (035)",1276,1173,51,29,23
,,,,,
"URBANA (036)",35801,27858,2896,2078,2969
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",62,5,12,15,30
"Profes., científicos e intelectuales (038)",3117,980,485,790,862
"Técnicos de nivel medio y trab. asimilados (039)",1626,980,208,151,287
"Jefes y empleados de oficina (040)",1262,370,158,182,552
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",6365,5837,311,122,95
"Agricult.trabaj.calif.agrop.y pesqueros (042)",4877,4602,263,9,3
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",2745,2102,286,191,166
"Obreros construc.,conf.,papel, fab., instr. (044)",4554,3755,359,222,218
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",9541,8192,675,301,373
"Otra (046)",308,,,,308
"Ocupación no especificada (047)",1344,1035,139,95,75
"Hombres (048)",23424,18100,2108,1320,1896
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",46,2,10,11,23
"Profes., científicos e intelectuales (050)",1554,518,260,364,412
"Técnicos de nivel medio y trab. asimilados (051)",1035,643,141,102,149
"Jefes y empleados de oficina (052)",578,126,66,81,305
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",2551,2229,178,79,65
"Agricult.trabaj.calif.agrop.y pesqueros (054)",4383,4142,231,8,2
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",2415,1830,255,170,160
"Obreros construc.,conf.,papel, fab., instr. (056)",4409,3662,351,210,186
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",5503,4507,521,227,248
"Otra (058)",292,,,,292
"Ocupación no especificada (059)",658,441,95,68,54
"Mujeres (060)",12377,9758,788,758,1073
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",16,3,2,4,7
"Profes., científicos e intelectuales (062)",1563,462,225,426,450
"Técnicos de nivel medio y trab. asimilados (063)",591,337,67,49,138
"Jefes y empleados de oficina (064)",684,244,92,101,247
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",3814,3608,133,43,30
"Agricult.trabaj.calif.agrop.y pesqueros (066)",494,460,32,1,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",330,272,31,21,6
"Obreros construc.,conf.,papel, fab., instr. (068)",145,93,8,12,32
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",4038,3685,154,74,125
"Otra (070)",16,,,,16
"Ocupación no especificada (071)",686,594,44,27,21
,,,,,
"RURAL (072)",28432,26531,921,462,518
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",9,,1,1,7
"Profes., científicos e intelectuales (074)",455,231,88,80,56
"Técnicos de nivel medio y trab. asimilados (075)",251,113,34,29,75
"Jefes y empleados de oficina (076)",110,27,12,18,53
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",939,866,27,35,11
"Agricult.trabaj.calif.agrop.y pesqueros (078)",12988,12806,173,9,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",443,210,36,68,129
"Obreros construc.,conf.,papel, fab., instr. (080)",855,681,85,54,35
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",11595,10859,443,159,134
"Otra (082)",5,,,,5
"Ocupación no especificada (083)",782,738,22,9,13
"Hombres (084)",23324,21731,760,412,421
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",6,,,1,5
"Profes., científicos e intelectuales (086)",244,98,46,57,43
"Técnicos de nivel medio y trab. asimilados (087)",170,73,25,24,48
"Jefes y empleados de oficina (088)",62,7,7,14,34
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",282,225,14,33,10
"Agricult.trabaj.calif.agrop.y pesqueros (090)",12167,11996,163,8,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",417,188,34,68,127
"Obreros construc.,conf.,papel, fab., instr. (092)",785,633,68,54,30
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",8995,8352,388,146,109
"Otra (094)",4,,,,4
"Ocupación no especificada (095)",192,159,15,7,11
"Mujeres (096)",5108,4800,161,50,97
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",3,,1,,2
"Profes., científicos e intelectuales (098)",211,133,42,23,13
"Técnicos de nivel medio y trab. asimilados (099)",81,40,9,5,27
"Jefes y empleados de oficina (100)",48,20,5,4,19
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",657,641,13,2,1
"Agricult.trabaj.calif.agrop.y pesqueros (102)",821,810,10,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",26,22,2,,2
"Obreros construc.,conf.,papel, fab., instr. (104)",70,48,17,,5
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",2600,2507,55,13,25
"Otra (106)",1,,,,1
"Ocupación no especificada (107)",590,579,7,2,2
