"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia CHANCHAMAYO (000)",64233,54389,3817,2540,3487
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",71,5,13,16,37
"Profes., científicos e intelectuales (002)",3572,1211,573,870,918
"Técnicos de nivel medio y trab. asimilados (003)",1877,1093,242,180,362
"Jefes y empleados de oficina (004)",1372,397,170,200,605
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",7304,6703,338,157,106
"Agricult.trabaj.calif.agrop.y pesqueros (006)",17865,17408,436,18,3
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",3188,2312,322,259,295
"Obreros construc.,conf.,papel, fab., instr. (008)",5409,4436,444,276,253
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",21136,19051,1118,460,507
"Otra (010)",313,,,,313
"Ocupación no especificada (011)",2126,1773,161,104,88
"Hombres (012)",46748,39831,2868,1732,2317
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",52,2,10,12,28
"Profes., científicos e intelectuales (014)",1798,616,306,421,455
"Técnicos de nivel medio y trab. asimilados (015)",1205,716,166,126,197
"Jefes y empleados de oficina (016)",640,133,73,95,339
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",2833,2454,192,112,75
"Agricult.trabaj.calif.agrop.y pesqueros (018)",16550,16138,394,16,2
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",2832,2018,289,238,287
"Obreros construc.,conf.,papel, fab., instr. (020)",5194,4295,419,264,216
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",14498,12859,909,373,357
"Otra (022)",296,,,,296
"Ocupación no especificada (023)",850,600,110,75,65
"Mujeres (024)",17485,14558,949,808,1170
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",19,3,3,4,9
"Profes., científicos e intelectuales (026)",1774,595,267,449,463
"Técnicos de nivel medio y trab. asimilados (027)",672,377,76,54,165
"Jefes y empleados de oficina (028)",732,264,97,105,266
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",4471,4249,146,45,31
"Agricult.trabaj.calif.agrop.y pesqueros (030)",1315,1270,42,2,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",356,294,33,21,8
"Obreros construc.,conf.,papel, fab., instr. (032)",215,141,25,12,37
