"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Profes., científicos e intelectuales (038)",583,,,,14,34,111,72,352
"Técnicos de nivel medio ytrab.asimilados (039)",185,,,4,50,23,64,18,26
"Jefes y empleados de oficina (040)",194,,,,73,21,42,28,30
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",786,13,1,227,410,41,31,36,27
"Agricult.trabaj. calif.agrop. y pesquros (042)",797,60,1,396,308,12,7,6,7
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",488,1,1,105,318,23,21,10,9
"Obreros. construc., conf., papel, fab., instr (044)",232,2,,41,150,17,6,11,5
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",1269,53,4,515,605,35,27,17,13
"Otra (046)",91,,,,31,11,25,2,22
"Ocupación no especificada (047)",216,2,,64,109,15,10,3,13
"Hombres (048)",3331,75,5,895,1513,165,217,141,320
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",16,,,,4,,5,2,5
"Profes., científicos e intelectuales (050)",336,,,,7,16,55,49,209
"Técnicos de nivel medio ytrab.asimilados (051)",125,,,2,38,18,39,13,15
"Jefes y empleados de oficina (052)",116,,,,52,11,19,16,18
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",375,3,,95,199,27,15,21,15
"Agricult.trabaj. calif.agrop. y pesquros (054)",700,49,1,332,287,11,7,6,7
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",444,,1,92,297,19,19,10,6
"Obreros. construc., conf., papel, fab., instr (056)",228,2,,40,147,17,6,11,5
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",759,21,3,293,377,26,20,8,11
"Otra (058)",87,,,,31,10,23,2,21
"Ocupación no especificada (059)",145,,,41,74,10,9,3,8
"Mujeres (060)",1533,56,2,457,560,68,133,65,192
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",7,,,,1,1,1,1,3
"Profes., científicos e intelectuales (062)",247,,,,7,18,56,23,143
"Técnicos de nivel medio ytrab.asimilados (063)",60,,,2,12,5,25,5,11
"Jefes y empleados de oficina (064)",78,,,,21,10,23,12,12
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",411,10,1,132,211,14,16,15,12
"Agricult.trabaj. calif.agrop. y pesquros (066)",97,11,,64,21,1,,,
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",44,1,,13,21,4,2,,3
"Obreros. construc., conf., papel, fab., instr (068)",4,,,1,3,,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",510,32,1,222,228,9,7,9,2
"Otra (070)",4,,,,,1,2,,1
"Ocupación no especificada (071)",71,2,,23,35,5,1,,5
,,,,,,,,,
"RURAL (072)",11971,1133,14,6810,3288,154,168,144,260
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",14,,,,2,1,3,2,6
"Profes., científicos e intelectuales (074)",375,,,,13,54,60,53,195
"Técnicos de nivel medio ytrab.asimilados (075)",57,,,7,20,7,8,7,8
"Jefes y empleados de oficina (076)",21,,,1,11,1,3,3,2
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",319,15,,128,150,7,5,8,6
"Agricult.trabaj. calif.agrop. y pesquros (078)",6593,686,3,3961,1795,46,42,41,19
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",164,8,1,58,84,4,2,4,3
"Obreros. construc., conf., papel, fab., instr (080)",68,1,,20,45,1,,1,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",4076,404,10,2544,1066,14,11,16,11
"Otra (082)",128,,,,66,11,34,7,10
"Ocupación no especificada (083)",156,19,,91,36,8,,2,
"Hombres (084)",9232,715,12,5213,2749,124,136,106,177
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",10,,,,1,1,2,2,4
"Profes., científicos e intelectuales (086)",235,,,,4,34,36,34,127
"Técnicos de nivel medio ytrab.asimilados (087)",49,,,6,17,7,6,6,7
"Jefes y empleados de oficina (088)",15,,,,8,1,3,1,2
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",178,5,,66,89,4,5,7,2
"Agricult.trabaj. calif.agrop. y pesquros (090)",5954,562,3,3602,1655,41,40,34,17
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",154,7,1,52,81,4,2,4,3
"Obreros. construc., conf., papel, fab., instr (092)",60,,,19,39,1,,1,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",2392,136,8,1446,767,13,8,9,5
"Otra (094)",128,,,,66,11,34,7,10
"Ocupación no especificada (095)",57,5,,22,22,7,,1,
"Mujeres (096)",2739,418,2,1597,539,30,32,38,83
"Miembros p.ejec. y leg.direct., adm.pub.y emp (097)",4,,,,1,,1,,2
"Profes., científicos e intelectuales (098)",140,,,,9,20,24,19,68
"Técnicos de nivel medio ytrab.asimilados (099)",8,,,1,3,,2,1,1
"Jefes y empleados de oficina (100)",6,,,1,3,,,2,
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",141,10,,62,61,3,,1,4
"Agricult.trabaj. calif.agrop. y pesquros (102)",639,124,,359,140,5,2,7,2
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",10,1,,6,3,,,,
"Obreros. construc., conf., papel, fab., instr (104)",8,1,,1,6,,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",1684,268,2,1098,299,1,3,7,6
"Ocupación no especificada (107)",99,14,,69,14,1,,1,
