"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
,,,,,,,,,,,,
"Provincia CAJABAMBA (000)",20739,19,1314,334,206,1284,8825,1007,751,6391,36,572
"Agric., ganadería, caza y silvicultura (001)",13371,,2,12,,,8824,1,8,4524,,
"Pesca (002)",1,,,,,,1,,,,,
"Explotación de minas y canteras (003)",302,,2,5,1,,,152,3,139,,
"Industrias manufactureras (004)",764,,1,10,4,8,,715,22,4,,
"Suministro de electricidad, gas y agua (005)",22,,1,,2,,,7,8,4,,
"Construcción (006)",721,,12,12,2,,,20,353,322,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",1495,,7,34,4,966,,98,7,379,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",85,,,,,19,,61,3,2,,
"Comercio al por mayor (009)",59,,,4,2,52,,,1,,,
"Comercio al por menor (010)",1351,,7,30,2,895,,37,3,377,,
"Hoteles y restaurantes (011)",430,,1,17,2,256,,,3,151,,
"Trans., almac. y comunicaciones (012)",445,,1,8,22,,,4,321,89,,
"Intermediación financiera (013)",25,,3,4,15,2,,1,,,,
"Activid.inmobil., empres. y alquileres (014)",160,,37,44,30,26,,2,9,12,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",232,11,9,20,63,5,,2,12,74,36,
"Enseñanza (016)",1196,7,1166,4,15,,,,,4,,
"Servicios sociales y de salud (017)",204,,63,113,13,3,,2,5,5,,
"Otras activ. serv.comun.soc y personales (018)",242,1,5,44,11,18,,3,,160,,
"Hogares privados con servicio doméstico (019)",522,,,,,,,,,522,,
"Actividad economica no especificada (021)",607,,4,7,22,,,,,2,,572
"Hombres (022)",16641,17,646,219,93,547,8475,815,732,4924,36,137
"Agric., ganadería, caza y silvicultura (023)",12511,,2,10,,,8474,1,8,4016,,
"Pesca (024)",1,,,,,,1,,,,,
"Explotación de minas y canteras (025)",280,,2,4,1,,,142,3,128,,
"Industrias manufactureras (026)",571,,1,8,3,4,,536,16,3,,
"Suministro de electricidad, gas y agua (027)",21,,1,,1,,,7,8,4,,
"Construcción (028)",701,,12,12,,,,20,346,311,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",782,,3,26,1,445,,95,7,205,,
"Venta, mant.y rep. veh.autom.y motoc. (030)",77,,,,,12,,60,3,2,,
"Comercio al por mayor (031)",46,,,4,1,40,,,1,,,
"Comercio al por menor (032)",659,,3,22,,393,,35,3,203,,
"Hoteles y restaurantes (033)",96,,,8,1,59,,,3,25,,
"Trans., almac. y comunicaciones (034)",411,,1,4,8,,,4,317,77,,
"Intermediación financiera (035)",13,,1,2,7,2,,1,,,,
"Activid.inmobil., empres. y alquileres (036)",123,,29,34,14,25,,2,8,11,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",167,10,7,16,33,5,,2,11,47,36,
"Enseñanza (038)",566,6,551,2,4,,,,,3,,
"Servicios sociales y de salud (039)",104,,29,52,10,1,,2,5,5,,
"Otras activ. serv.comun.soc y personales (040)",113,1,4,35,4,6,,3,,60,,
"Hogares privados con servicio doméstico (041)",28,,,,,,,,,28,,
"Actividad economica no especificada (043)",153,,3,6,6,,,,,1,,137
"Mujeres (044)",4098,2,668,115,113,737,350,192,19,1467,,435
"Agric., ganadería, caza y silvicultura (045)",860,,,2,,,350,,,508,,
"Explotación de minas y canteras (047)",22,,,1,,,,10,,11,,
"Industrias manufactureras (048)",193,,,2,1,4,,179,6,1,,
"Suministro de electricidad, gas y agua (049)",1,,,,1,,,,,,,
"Construcción (050)",20,,,,2,,,,7,11,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",713,,4,8,3,521,,3,,174,,
"Venta, mant.y rep. veh.autom.y motoc. (052)",8,,,,,7,,1,,,,
"Comercio al por mayor (053)",13,,,,1,12,,,,,,
"Comercio al por menor (054)",692,,4,8,2,502,,2,,174,,
"Hoteles y restaurantes (055)",334,,1,9,1,197,,,,126,,
"Trans., almac. y comunicaciones (056)",34,,,4,14,,,,4,12,,
"Intermediación financiera (057)",12,,2,2,8,,,,,,,
"Activid.inmobil., empres. y alquileres (058)",37,,8,10,16,1,,,1,1,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",65,1,2,4,30,,,,1,27,,
"Enseñanza (060)",630,1,615,2,11,,,,,1,,
"Servicios sociales y de salud (061)",100,,34,61,3,2,,,,,,
"Otras activ. serv.comun.soc y personales (062)",129,,1,9,7,12,,,,100,,
"Hogares privados con servicio doméstico (063)",494,,,,,,,,,494,,
"Actividad economica no especificada (065)",454,,1,1,16,,,,,1,,435
,,,,,,,,,,,,
"URBANA (066)",5792,15,1093,295,180,1006,666,523,465,1349,32,168
"Agric., ganadería, caza y silvicultura (067)",1019,,1,10,,,665,1,2,340,,
"Pesca (068)",1,,,,,,1,,,,,
"Explotación de minas y canteras (069)",94,,2,3,1,,,65,2,21,,
"Industrias manufactureras (070)",378,,1,8,3,6,,342,14,4,,
"Suministro de electricidad, gas y agua (071)",9,,,,1,,,4,3,1,,
"Construcción (072)",299,,12,11,2,,,15,158,101,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",1181,,7,29,4,760,,83,6,292,,
"Venta, mant.y rep. veh.autom.y motoc. (074)",69,,,,,15,,50,2,2,,
"Comercio al por mayor (075)",49,,,2,2,44,,,1,,,
"Comercio al por menor (076)",1063,,7,27,2,701,,33,3,290,,
"Hoteles y restaurantes (077)",315,,1,17,2,189,,,,106,,
"Trans., almac. y comunicaciones (078)",350,,,7,18,,,3,264,58,,
"Intermediación financiera (079)",23,,3,4,13,2,,1,,,,
"Activid.inmobil., empres. y alquileres (080)",138,,34,42,23,24,,2,5,8,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",171,9,9,19,54,5,,2,8,33,32,
"Enseñanza (082)",983,6,955,4,15,,,,,3,,
"Servicios sociales y de salud (083)",175,,59,91,13,3,,2,3,4,,
"Otras activ. serv.comun.soc y personales (084)",191,,5,43,11,17,,3,,112,,
"Hogares privados con servicio doméstico (085)",264,,,,,,,,,264,,
"Actividad economica no especificada (087)",201,,4,7,20,,,,,2,,168
"Hombres (088)",3564,13,535,193,76,427,608,451,449,708,32,72
"Agric., ganadería, caza y silvicultura (089)",898,,1,8,,,607,1,2,279,,
"Pesca (090)",1,,,,,,1,,,,,
"Explotación de minas y canteras (091)",92,,2,2,1,,,64,2,21,,
