"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
"Industrias manufactureras (092)",300,,1,6,2,4,,274,10,3,,
"Suministro de electricidad, gas y agua (093)",8,,,,,,,4,3,1,,
"Construcción (094)",290,,12,11,,,,15,152,100,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",608,,3,23,1,342,,80,6,153,,
"Venta, mant.y rep. veh.autom.y motoc. (096)",62,,,,,9,,49,2,2,,
"Comercio al por mayor (097)",38,,,2,1,34,,,1,,,
"Comercio al por menor (098)",508,,3,21,,299,,31,3,151,,
"Hoteles y restaurantes (099)",72,,,8,1,44,,,,19,,
"Trans., almac. y comunicaciones (100)",322,,,4,6,,,3,260,49,,
"Intermediación financiera (101)",12,,1,2,6,2,,1,,,,
"Activid.inmobil., empres. y alquileres (102)",103,,26,33,8,23,,2,4,7,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",115,8,7,15,27,5,,2,7,12,32,
"Enseñanza (104)",461,5,448,2,4,,,,,2,,
"Servicios sociales y de salud (105)",85,,27,38,10,1,,2,3,4,,
"Otras activ. serv.comun.soc y personales (106)",97,,4,35,4,6,,3,,45,,
"Hogares privados con servicio doméstico (107)",12,,,,,,,,,12,,
"Actividad economica no especificada (109)",88,,3,6,6,,,,,1,,72
"Mujeres (110)",2228,2,558,102,104,579,58,72,16,641,,96
"Agric., ganadería, caza y silvicultura (111)",121,,,2,,,58,,,61,,
"Explotación de minas y canteras (113)",2,,,1,,,,1,,,,
"Industrias manufactureras (114)",78,,,2,1,2,,68,4,1,,
"Suministro de electricidad, gas y agua (115)",1,,,,1,,,,,,,
"Construcción (116)",9,,,,2,,,,6,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",573,,4,6,3,418,,3,,139,,
"Venta, mant.y rep. veh.autom.y motoc. (118)",7,,,,,6,,1,,,,
"Comercio al por mayor (119)",11,,,,1,10,,,,,,
"Comercio al por menor (120)",555,,4,6,2,402,,2,,139,,
"Hoteles y restaurantes (121)",243,,1,9,1,145,,,,87,,
"Trans., almac. y comunicaciones (122)",28,,,3,12,,,,4,9,,
"Intermediación financiera (123)",11,,2,2,7,,,,,,,
"Activid.inmobil., empres. y alquileres (124)",35,,8,9,15,1,,,1,1,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",56,1,2,4,27,,,,1,21,,
"Enseñanza (126)",522,1,507,2,11,,,,,1,,
"Servicios sociales y de salud (127)",90,,32,53,3,2,,,,,,
"Otras activ. serv.comun.soc y personales (128)",94,,1,8,7,11,,,,67,,
"Hogares privados con servicio doméstico (129)",252,,,,,,,,,252,,
"Actividad economica no especificada (131)",113,,1,1,14,,,,,1,,96
,,,,,,,,,,,,
"RURAL (132)",14947,4,221,39,26,278,8159,484,286,5042,4,404
"Agric., ganadería, caza y silvicultura (133)",12352,,1,2,,,8159,,6,4184,,
"Explotación de minas y canteras (135)",208,,,2,,,,87,1,118,,
"Industrias manufactureras (136)",386,,,2,1,2,,373,8,,,
"Suministro de electricidad, gas y agua (137)",13,,1,,1,,,3,5,3,,
"Construcción (138)",422,,,1,,,,5,195,221,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",314,,,5,,206,,15,1,87,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",16,,,,,4,,11,1,,,
"Comercio al por mayor (141)",10,,,2,,8,,,,,,
"Comercio al por menor (142)",288,,,3,,194,,4,,87,,
"Hoteles y restaurantes (143)",115,,,,,67,,,3,45,,
"Trans., almac. y comunicaciones (144)",95,,1,1,4,,,1,57,31,,
"Intermediación financiera (145)",2,,,,2,,,,,,,
"Activid.inmobil., empres. y alquileres (146)",22,,3,2,7,2,,,4,4,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",61,2,,1,9,,,,4,41,4,
"Enseñanza (148)",213,1,211,,,,,,,1,,
"Servicios sociales y de salud (149)",29,,4,22,,,,,2,1,,
"Otras activ. serv.comun.soc y personales (150)",51,1,,1,,1,,,,48,,
"Hogares privados con servicio doméstico (151)",258,,,,,,,,,258,,
"Actividad economica no especificada (153)",406,,,,2,,,,,,,404
"Hombres (154)",13077,4,111,26,17,120,7867,364,283,4216,4,65
"Agric., ganadería, caza y silvicultura (155)",11613,,1,2,,,7867,,6,3737,,
"Explotación de minas y canteras (157)",188,,,2,,,,78,1,107,,
"Industrias manufactureras (158)",271,,,2,1,,,262,6,,,
"Suministro de electricidad, gas y agua (159)",13,,1,,1,,,3,5,3,,
"Construcción (160)",411,,,1,,,,5,194,211,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",174,,,3,,103,,15,1,52,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",15,,,,,3,,11,1,,,
"Comercio al por mayor (163)",8,,,2,,6,,,,,,
"Comercio al por menor (164)",151,,,1,,94,,4,,52,,
"Hoteles y restaurantes (165)",24,,,,,15,,,3,6,,
"Trans., almac. y comunicaciones (166)",89,,1,,2,,,1,57,28,,
"Intermediación financiera (167)",1,,,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (168)",20,,3,1,6,2,,,4,4,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",52,2,,1,6,,,,4,35,4,
"Enseñanza (170)",105,1,103,,,,,,,1,,
"Servicios sociales y de salud (171)",19,,2,14,,,,,2,1,,
"Otras activ. serv.comun.soc y personales (172)",16,1,,,,,,,,15,,
"Hogares privados con servicio doméstico (173)",16,,,,,,,,,16,,
"Actividad economica no especificada (175)",65,,,,,,,,,,,65
"Mujeres (176)",1870,,110,13,9,158,292,120,3,826,,339
"Agric., ganadería, caza y silvicultura (177)",739,,,,,,292,,,447,,
"Explotación de minas y canteras (179)",20,,,,,,,9,,11,,
"Industrias manufactureras (180)",115,,,,,2,,111,2,,,
"Construcción (182)",11,,,,,,,,1,10,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",140,,,2,,103,,,,35,,
"Venta, mant.y rep. veh.autom.y motoc. (184)",1,,,,,1,,,,,,
"Comercio al por mayor (185)",2,,,,,2,,,,,,
"Comercio al por menor (186)",137,,,2,,100,,,,35,,
"Hoteles y restaurantes (187)",91,,,,,52,,,,39,,
"Trans., almac. y comunicaciones (188)",6,,,1,2,,,,,3,,
"Intermediación financiera (189)",1,,,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (190)",2,,,1,1,,,,,,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",9,,,,3,,,,,6,,
"Enseñanza (192)",108,,108,,,,,,,,,
"Servicios sociales y de salud (193)",10,,2,8,,,,,,,,
"Otras activ. serv.comun.soc y personales (194)",35,,,1,,1,,,,33,,
"Hogares privados con servicio doméstico (195)",242,,,,,,,,,242,,
"Actividad economica no especificada (197)",341,,,,2,,,,,,,339
