"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Jefes y empleados de oficina (040)",86,,,2,15,8,27,8,26
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",258,31,,62,91,14,28,12,20
"Agricult.trabaj. calif.agrop. y pesquros (042)",869,141,,368,252,30,30,17,31
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",85,6,,19,33,6,13,5,3
"Obreros. construc., conf., papel, fab., instr (044)",113,1,,18,58,15,13,4,4
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",982,139,4,376,335,37,39,21,31
"Otra (046)",18,,,,3,2,9,3,1
"Ocupación no especificada (047)",57,7,1,21,14,4,6,,4
"Hombres (048)",1673,87,2,532,542,97,154,58,201
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",23,2,,1,8,,4,2,6
"Profes., científicos e intelectuales (050)",156,,,,1,2,33,5,115
"Técnicos de nivel medio ytrab.asimilados (051)",40,,,2,5,7,19,1,6
"Jefes y empleados de oficina (052)",39,,,2,6,6,10,4,11
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",74,5,,16,24,5,9,5,10
"Agricult.trabaj. calif.agrop. y pesquros (054)",600,47,,274,191,25,23,15,25
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",63,5,,14,26,4,10,3,1
"Obreros. construc., conf., papel, fab., instr (056)",113,1,,18,58,15,13,4,4
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",519,25,2,195,210,30,22,16,19
"Otra (058)",18,,,,3,2,9,3,1
"Ocupación no especificada (059)",28,2,,10,10,1,2,,3
"Mujeres (060)",1251,241,3,337,289,34,137,31,179
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",3,1,,,,,,1,1
"Profes., científicos e intelectuales (062)",202,,,,8,6,52,7,129
"Técnicos de nivel medio ytrab.asimilados (063)",32,,,,8,,18,3,3
"Jefes y empleados de oficina (064)",47,,,,9,2,17,4,15
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",184,26,,46,67,9,19,7,10
"Agricult.trabaj. calif.agrop. y pesquros (066)",269,94,,94,61,5,7,2,6
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",22,1,,5,7,2,3,2,2
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",463,114,2,181,125,7,17,5,12
"Ocupación no especificada (071)",29,5,1,11,4,3,4,,1
,,,,,,,,,
"RURAL (072)",2919,691,4,1204,681,71,147,32,89
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",2,,,,2,,,,
"Profes., científicos e intelectuales (074)",76,,,,7,4,16,4,45
"Técnicos de nivel medio ytrab.asimilados (075)",21,,,,2,4,9,1,5
"Jefes y empleados de oficina (076)",18,,,2,5,3,6,2,
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",66,16,1,18,18,5,3,1,4
"Agricult.trabaj. calif.agrop. y pesquros (078)",1455,298,1,685,339,35,66,13,18
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",47,6,,15,10,2,8,1,5
"Obreros. construc., conf., papel, fab., instr (080)",45,2,,14,22,,6,1,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",1130,352,2,445,267,15,31,9,9
"Otra (082)",1,,,,,,,,1
"Ocupación no especificada (083)",58,17,,25,9,3,2,,2
"Hombres (084)",1868,268,2,812,542,47,109,24,64
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",2,,,,2,,,,
"Profes., científicos e intelectuales (086)",39,,,,3,1,8,3,24
"Técnicos de nivel medio ytrab.asimilados (087)",13,,,,1,3,5,1,3
"Jefes y empleados de oficina (088)",13,,,2,5,1,4,1,
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",23,3,,6,7,2,1,,4
"Agricult.trabaj. calif.agrop. y pesquros (090)",1148,169,1,566,296,27,59,12,18
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",43,5,,12,10,2,8,1,5
"Obreros. construc., conf., papel, fab., instr (092)",43,1,,14,21,,6,1,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",518,90,1,194,192,10,17,5,9
"Otra (094)",1,,,,,,,,1
"Ocupación no especificada (095)",25,,,18,5,1,1,,
"Mujeres (096)",1051,423,2,392,139,24,38,8,25
"Profes., científicos e intelectuales (098)",37,,,,4,3,8,1,21
"Técnicos de nivel medio ytrab.asimilados (099)",8,,,,1,1,4,,2
"Jefes y empleados de oficina (100)",5,,,,,2,2,1,
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",43,13,1,12,11,3,2,1,
"Agricult.trabaj. calif.agrop. y pesquros (102)",307,129,,119,43,8,7,1,
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",4,1,,3,,,,,
"Obreros. construc., conf., papel, fab., instr (104)",2,1,,,1,,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",612,262,1,251,75,5,14,4,
"Ocupación no especificada (107)",33,17,,7,4,2,1,,2
