"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia LEONCIO PRADO (000)",86214,13619,18722,17999,15154,10236,10484
"Conviviente (001)",28797,432,5635,9715,7254,3692,2069
"Separado(a) (002)",3626,41,403,728,949,799,706
"Casado(a) (003)",18113,31,580,3164,4998,4409,4931
"Viudo(a) (004)",3020,3,32,99,301,488,2097
"Divorciado(a) (005)",372,,20,35,75,93,149
"Soltero(a) (006)",32286,13112,12052,4258,1577,755,532
"Hombres (008)",45252,7035,9907,9267,7825,5538,5680
"Conviviente (009)",14238,116,1956,4818,3897,2164,1287
"Separado(a) (010)",1342,10,67,188,361,365,351
"Casado(a) (011)",9162,18,160,1318,2398,2345,2923
"Viudo(a) (012)",900,2,12,27,82,120,657
"Divorciado(a) (013)",198,,13,12,34,50,89
"Soltero(a) (014)",19412,6889,7699,2904,1053,494,373
"Mujeres (016)",40962,6584,8815,8732,7329,4698,4804
"Conviviente (017)",14559,316,3679,4897,3357,1528,782
"Separado(a) (018)",2284,31,336,540,588,434,355
"Casado(a) (019)",8951,13,420,1846,2600,2064,2008
"Viudo(a) (020)",2120,1,20,72,219,368,1440
"Divorciado(a) (021)",174,,7,23,41,43,60
"Soltero(a) (022)",12874,6223,4353,1354,524,261,159
,,,,,,,
"URBANA (024)",52180,8125,11429,10706,9256,6460,6204
"Conviviente (025)",15469,216,2726,5234,4059,2130,1104
"Separado(a) (026)",2275,25,242,463,618,515,412
"Casado(a) (027)",11688,20,324,1970,3336,2940,3098
"Viudo(a) (028)",1719,1,16,62,166,288,1186
"Divorciado(a) (029)",248,,15,25,57,68,83
"Soltero(a) (030)",20781,7863,8106,2952,1020,519,321
"Hombres (032)",25944,4045,5841,5167,4466,3299,3126
"Conviviente (033)",7351,69,918,2421,2084,1203,656
"Separado(a) (034)",707,7,40,104,196,186,174
"Casado(a) (035)",5739,12,89,783,1536,1535,1784
"Viudo(a) (036)",386,1,7,13,30,52,283
"Divorciado(a) (037)",113,,11,8,24,30,40
"Soltero(a) (038)",11648,3956,4776,1838,596,293,189
"Mujeres (040)",26236,4080,5588,5539,4790,3161,3078
"Conviviente (041)",8118,147,1808,2813,1975,927,448
"Separado(a) (042)",1568,18,202,359,422,329,238
"Casado(a) (043)",5949,8,235,1187,1800,1405,1314
"Viudo(a) (044)",1333,,9,49,136,236,903
"Divorciado(a) (045)",135,,4,17,33,38,43
"Soltero(a) (046)",9133,3907,3330,1114,424,226,132
,,,,,,,
"RURAL (048)",34034,5494,7293,7293,5898,3776,4280
"Conviviente (049)",13328,216,2909,4481,3195,1562,965
"Separado(a) (050)",1351,16,161,265,331,284,294
"Casado(a) (051)",6425,11,256,1194,1662,1469,1833
"Viudo(a) (052)",1301,2,16,37,135,200,911
"Divorciado(a) (053)",124,,5,10,18,25,66
"Soltero(a) (054)",11505,5249,3946,1306,557,236,211
"Hombres (056)",19308,2990,4066,4100,3359,2239,2554
"Conviviente (057)",6887,47,1038,2397,1813,961,631
"Separado(a) (058)",635,3,27,84,165,179,177
"Casado(a) (059)",3423,6,71,535,862,810,1139
"Viudo(a) (060)",514,1,5,14,52,68,374
"Divorciado(a) (061)",85,,2,4,10,20,49
"Soltero(a) (062)",7764,2933,2923,1066,457,201,184
"Mujeres (064)",14726,2504,3227,3193,2539,1537,1726
"Conviviente (065)",6441,169,1871,2084,1382,601,334
"Separado(a) (066)",716,13,134,181,166,105,117
"Casado(a) (067)",3002,5,185,659,800,659,694
"Viudo(a) (068)",787,1,11,23,83,132,537
"Divorciado(a) (069)",39,,3,6,8,5,17
"Soltero(a) (070)",3741,2316,1023,240,100,35,27
