"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia GENERAL SANCHEZ CERRO (000)",24904,13289,11615,10831,5605,5226,14073,7684,6389
"Menores de 1 año (001)",355,176,179,175,84,91,180,92,88
"Menores de 1 mes (002)",30,14,16,11,7,4,19,7,12
"De 1 a 11 meses (003)",325,162,163,164,77,87,161,85,76
"De 1 a 4 años (004)",1626,834,792,720,379,341,906,455,451
"1 año (005)",325,185,140,153,81,72,172,104,68
"2 años (006)",443,231,212,221,116,105,222,115,107
"3 años (007)",415,211,204,165,93,72,250,118,132
"4 años (008)",443,207,236,181,89,92,262,118,144
"De 5 a 9 años (009)",1898,949,949,800,403,397,1098,546,552
"5 años (010)",367,185,182,159,85,74,208,100,108
"6 años (011)",339,174,165,141,73,68,198,101,97
"7 años (012)",372,163,209,157,69,88,215,94,121
"8 años (013)",436,217,219,179,83,96,257,134,123
"9 años (014)",384,210,174,164,93,71,220,117,103
"De 10 a 14 años (015)",2109,1117,992,903,466,437,1206,651,555
"10 años (016)",413,217,196,180,93,87,233,124,109
"11 años (017)",367,191,176,180,94,86,187,97,90
"12 años (018)",492,265,227,210,115,95,282,150,132
"13 años (019)",411,217,194,171,79,92,240,138,102
"14 años (020)",426,227,199,162,85,77,264,142,122
"De 15 a 19 años (021)",2219,1183,1036,1009,534,475,1210,649,561
"15 años (022)",491,266,225,211,107,104,280,159,121
"16 años (023)",414,218,196,178,102,76,236,116,120
"17 años (024)",421,230,191,190,105,85,231,125,106
"18 años (025)",468,254,214,227,123,104,241,131,110
"19 años (026)",425,215,210,203,97,106,222,118,104
"De 20 a 24 años (027)",2306,1224,1082,1145,566,579,1161,658,503
"20 años (028)",546,270,276,274,117,157,272,153,119
"21 años (029)",417,227,190,207,106,101,210,121,89
"22 años (030)",487,269,218,237,128,109,250,141,109
"23 años (031)",427,232,195,209,108,101,218,124,94
"24 años (032)",429,226,203,218,107,111,211,119,92
"De 25 a 29 años (033)",2250,1272,978,970,511,459,1280,761,519
"25 años (034)",459,249,210,211,112,99,248,137,111
"26 años (035)",452,249,203,192,88,104,260,161,99
"27 años (036)",438,271,167,204,129,75,234,142,92
"28 años (037)",510,265,245,203,97,106,307,168,139
"29 años (038)",391,238,153,160,85,75,231,153,78
"De 30 a 34 años (039)",1954,1093,861,857,437,420,1097,656,441
"30 años (040)",544,293,251,273,133,140,271,160,111
"31 años (041)",318,194,124,131,73,58,187,121,66
"32 años (042)",418,234,184,180,84,96,238,150,88
"33 años (043)",342,187,155,131,67,64,211,120,91
"34 años (044)",332,185,147,142,80,62,190,105,85
"De 35 a 39 años (045)",1737,977,760,776,410,366,961,567,394
"35 años (046)",388,215,173,175,98,77,213,117,96
