"CUADRO Nº 7: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia PARINACOCHAS (000)",10896,35561,30353,,506,85.4,1.4
"De 12 a 14 años (001)",1070,3,2,,1,66.7,33.3
"De 15 a 19 años (002)",1334,228,217,63,95.2,27.6,
"De 20 a 24 años (003)",1115,1120,1070,133,95.5,11.9,
"De 25 a 29 años (004)",943,1821,1734,107,95.2,5.9,
"De 30 a 34 años (005)",923,2622,2492,99,95,3.8,
"De 35 a 39 años (006)",885,3273,3018,65,92.2,2,
"De 40 a 44 años (007)",787,3611,3278,33,90.8,0.9,
"De 45 a 49 años (008)",624,3278,2939,5,89.7,0.2,
"De 50 y más años (009)",3215,19605,15603,,79.6,,
"Sin nivel (010)",2483,15094,11701,54,77.5,0.4,
"De 12 a 14 años (011)",6,,,,,,
"De 15 a 19 años (012)",17,8,6,2,75,25,
"De 20 a 24 años (013)",28,50,48,6,96,12,
"De 25 a 29 años (014)",47,109,104,6,95.4,5.5,
"De 30 a 34 años (015)",103,410,377,17,92,4.1,
"De 35 a 39 años (016)",127,566,496,11,87.6,1.9,
"De 40 a 44 años (017)",158,890,754,9,84.7,1,
"De 45 a 49 años (018)",152,932,783,3,84,0.3,
"De 50 y más años (019)",1845,12129,9133,,75.3,,
"Educacion Inicial (020)",19,37,32,3,86.5,8.1,
"De 12 a 14 años (021)",5,,,,,,
"De 15 a 19 años (022)",2,2,2,1,100,50,
"De 20 a 24 años (023)",2,6,4,1,66.7,16.7,
"De 25 a 29 años (024)",7,16,15,,93.8,,
"De 30 a 34 años (025)",3,13,11,1,84.6,7.7,
"Primaria (030)",3222,11969,10618,168,88.7,1.4,
"De 12 a 14 años (031)",526,1,1,1,100,100,
"De 15 a 19 años (032)",233,69,66,18,95.7,26.1,
"De 20 a 24 años (033)",203,322,303,26,94.1,8.1,
"De 25 a 29 años (034)",234,654,619,42,94.6,6.4,
"De 30 a 34 años (035)",287,1013,955,39,94.3,3.8,
"De 35 a 39 años (036)",315,1445,1325,26,91.7,1.8,
"De 40 a 44 años (037)",276,1476,1335,14,90.4,0.9,
"De 45 a 49 años (038)",242,1486,1331,2,89.6,0.1,
"De 50 y más años (039)",906,5503,4683,,85.1,,
"Secundaria (040)",3306,4903,4616,193,94.1,3.9,
