"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
,,,,,,,,,,,,
"Provincia ANDAHUAYLAS (000)",41295,96,3989,868,903,3908,10200,1663,2149,16256,238,1025
"Agric., ganadería, caza y silvicultura (001)",23272,1,26,27,1,,10195,1,44,12977,,
"Pesca (002)",10,,,1,,,5,,,4,,
"Explotación de minas y canteras (003)",65,,4,4,3,,,29,3,22,,
"Industrias manufactureras (004)",1398,2,14,39,5,9,,1255,60,14,,
"Suministro de electricidad, gas y agua (005)",33,,3,11,2,,,9,2,6,,
"Construcción (006)",1218,,39,28,6,,,35,697,413,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",4416,,34,90,12,3135,,320,22,803,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",348,,7,15,2,54,,249,17,4,,
"Comercio al por mayor (009)",140,,4,17,6,109,,,,4,,
"Comercio al por menor (010)",3928,,23,58,4,2972,,71,5,795,,
"Hoteles y restaurantes (011)",1114,,10,37,26,583,,,,458,,
"Trans., almac. y comunicaciones (012)",1616,,9,36,70,3,,7,1217,274,,
"Intermediación financiera (013)",91,,9,14,64,,,,,4,,
"Activid.inmobil., empres. y alquileres (014)",571,1,260,110,51,52,,3,16,78,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",1283,70,97,74,467,24,,1,69,243,238,
"Enseñanza (016)",3010,19,2904,8,33,,,,2,44,,
"Servicios sociales y de salud (017)",991,,512,249,61,33,,,14,122,,
"Otras activ. serv.comun.soc y personales (018)",462,3,56,124,29,69,,3,3,175,,
"Hogares privados con servicio doméstico (019)",616,,,,,,,,,616,,
"Organiz. y organos extraterritoriales (020)",1,,,,1,,,,,,,
"Actividad economica no especificada (021)",1128,,12,16,72,,,,,3,,1025
"Hombres (022)",27583,79,2123,528,521,1322,8488,1379,2100,10321,228,494
"Agric., ganadería, caza y silvicultura (023)",17532,1,26,24,1,,8485,1,44,8950,,
"Pesca (024)",8,,,1,,,3,,,4,,
