"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Industrias manufactureras (048)",92,3,,33,41,5,7,2,1
"Suministro de electricidad, gas y agua (049)",1,,,,1,,,,
"Construcción (050)",11,1,,5,3,2,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",741,15,,274,321,40,51,15,25
"Venta, mant.y rep. veh.autom.y motoc. (052)",19,,,4,10,2,1,1,1
"Comercio al por mayor (053)",22,,,5,11,3,1,1,1
"Comercio al por menor (054)",700,15,,265,300,35,49,13,23
"Hoteles y restaurantes (055)",411,28,1,204,151,15,7,3,2
"Trans., almac. y comunicaciones (056)",23,,,3,12,4,3,,1
"Intermediación financiera (057)",5,,,,2,2,,,1
"Activid.inmobil., empres. y de alquiler (058)",28,,,1,7,6,9,2,3
"Admin.pub. y defensa; p. segur.soc.afil (059)",78,1,,3,23,12,26,8,5
"Enseñanza (060)",356,,,,23,36,175,22,100
"Servicios sociales y de salud (061)",68,1,,2,2,2,35,5,21
"Otras activ. serv.comun.soc y personales (062)",72,2,,28,25,5,8,1,3
"Hogares privados con servicio doméstico (063)",389,26,1,206,145,4,6,,1
"Actividad economica no especificada (065)",353,28,,200,94,13,15,1,2
,,,,,,,,,
"URBANA (066)",10841,315,15,4705,3982,483,757,180,404
"Agric., ganadería, caza y silvicultura (067)",5798,235,12,3401,1928,100,61,28,33
"Pesca (068)",5,,,3,2,,,,
"Explotación de minas y canteras (069)",2,,,,1,,1,,
"Industrias manufactureras (070)",363,4,,118,180,26,24,4,7
"Suministro de electricidad, gas y agua (071)",27,,,4,11,5,5,1,1
"Construcción (072)",332,6,,92,184,22,20,5,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",1472,18,3,454,692,93,107,44,61
"Venta, mant.y rep. veh.autom.y motoc. (074)",181,1,,33,99,16,15,5,12
"Comercio al por mayor (075)",57,,1,15,25,6,5,4,1
"Comercio al por menor (076)",1234,17,2,406,568,71,87,35,48
"Hoteles y restaurantes (077)",395,9,,165,183,20,11,5,2
"Trans., almac. y comunicaciones (078)",572,6,,128,329,55,33,15,6
"Intermediación financiera (079)",22,,,,3,3,2,2,12
"Activid.inmobil., empres. y de alquiler (080)",131,1,,10,36,29,26,8,21
"Admin.pub. y defensa; p. segur.soc.afil (081)",235,2,,8,85,29,67,15,29
"Enseñanza (082)",592,,,1,32,50,299,39,171
"Servicios sociales y de salud (083)",126,,,4,8,14,54,5,41
"Otras activ. serv.comun.soc y personales (084)",162,3,,43,69,17,16,7,7
"Hogares privados con servicio doméstico (085)",327,16,,159,141,4,6,,1
"Actividad economica no especificada (087)",280,15,,115,98,16,25,2,9
"Hombres (088)",7790,159,13,3388,3056,343,456,123,252
"Agric., ganadería, caza y silvicultura (089)",4829,131,10,2747,1732,95,58,25,31
"Pesca (090)",5,,,3,2,,,,
"Explotación de minas y canteras (091)",2,,,,1,,1,,
"Industrias manufactureras (092)",279,2,,90,139,21,19,2,6
"Suministro de electricidad, gas y agua (093)",26,,,4,10,5,5,1,1
"Construcción (094)",322,5,,88,181,20,20,5,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",820,5,3,220,411,55,57,31,38
"Venta, mant.y rep. veh.autom.y motoc. (096)",162,1,,29,89,14,14,4,11
"Comercio al por mayor (097)",36,,1,10,15,3,4,3,
"Comercio al por menor (098)",622,4,2,181,307,38,39,24,27
"Hoteles y restaurantes (099)",89,,,29,49,5,4,2,
"Trans., almac. y comunicaciones (100)",551,6,,126,317,52,30,15,5
"Intermediación financiera (101)",17,,,,1,1,2,2,11
"Activid.inmobil., empres. y de alquiler (102)",103,1,,9,29,23,17,6,18
"Admin.pub. y defensa; p. segur.soc.afil (103)",162,1,,6,65,17,42,7,24
"Enseñanza (104)",294,,,1,14,20,158,19,82
"Servicios sociales y de salud (105)",65,,,2,7,12,21,1,22
"Otras activ. serv.comun.soc y personales (106)",95,1,,17,47,12,8,6,4
"Hogares privados con servicio doméstico (107)",19,2,,7,9,,1,,
"Actividad economica no especificada (109)",112,5,,39,42,5,13,1,7
"Mujeres (110)",3051,156,2,1317,926,140,301,57,152
"Agric., ganadería, caza y silvicultura (111)",969,104,2,654,196,5,3,3,2
"Industrias manufactureras (114)",84,2,,28,41,5,5,2,1
"Suministro de electricidad, gas y agua (115)",1,,,,1,,,,
"Construcción (116)",10,1,,4,3,2,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",652,13,,234,281,38,50,13,23
"Venta, mant.y rep. veh.autom.y motoc. (118)",19,,,4,10,2,1,1,1
"Comercio al por mayor (119)",21,,,5,10,3,1,1,1
"Comercio al por menor (120)",612,13,,225,261,33,48,11,21
"Hoteles y restaurantes (121)",306,9,,136,134,15,7,3,2
"Trans., almac. y comunicaciones (122)",21,,,2,12,3,3,,1
"Intermediación financiera (123)",5,,,,2,2,,,1
"Activid.inmobil., empres. y de alquiler (124)",28,,,1,7,6,9,2,3
"Admin.pub. y defensa; p. segur.soc.afil (125)",73,1,,2,20,12,25,8,5
"Enseñanza (126)",298,,,,18,30,141,20,89
"Servicios sociales y de salud (127)",61,,,2,1,2,33,4,19
"Otras activ. serv.comun.soc y personales (128)",67,2,,26,22,5,8,1,3
"Hogares privados con servicio doméstico (129)",308,14,,152,132,4,5,,1
"Actividad economica no especificada (131)",168,10,,76,56,11,12,1,2
,,,,,,,,,
"RURAL (132)",8256,586,14,5552,1856,69,111,26,42
"Agric., ganadería, caza y silvicultura (133)",7221,517,12,5042,1570,40,13,15,12
"Pesca (134)",1,,,,1,,,,
"Industrias manufactureras (136)",67,1,,35,22,5,2,,2
"Suministro de electricidad, gas y agua (137)",1,,,1,,,,,
"Construcción (138)",36,1,,16,17,,1,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",240,6,,113,101,6,7,3,4
"Venta, mant.y rep. veh.autom.y motoc. (140)",9,,,,4,2,3,,
"Comercio al por mayor (141)",8,2,,3,3,,,,
"Comercio al por menor (142)",223,4,,110,94,4,4,3,4
"Hoteles y restaurantes (143)",107,19,1,69,18,,,,
"Trans., almac. y comunicaciones (144)",70,,,33,33,3,1,,
"Activid.inmobil., empres. y de alquiler (146)",6,,,3,2,,1,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",13,,,3,7,1,1,,1
"Enseñanza (148)",115,,,,9,11,69,6,20
"Servicios sociales y de salud (149)",16,1,,,2,,9,1,3
"Otras activ. serv.comun.soc y personales (150)",15,3,,5,6,,1,,
"Hogares privados con servicio doméstico (151)",85,12,1,58,13,,1,,
"Actividad economica no especificada (153)",263,26,,174,55,3,5,,
"Hombres (154)",6865,368,9,4707,1615,53,66,20,27
"Agric., ganadería, caza y silvicultura (155)",6376,352,9,4493,1449,35,12,14,12
"Pesca (156)",1,,,,1,,,,
"Industrias manufactureras (158)",59,,,30,22,5,,,2
"Suministro de electricidad, gas y agua (159)",1,,,1,,,,,
"Construcción (160)",35,1,,15,17,,1,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",151,4,,73,61,4,6,1,2
"Venta, mant.y rep. veh.autom.y motoc. (162)",9,,,,4,2,3,,
"Comercio al por mayor (163)",7,2,,3,2,,,,
"Comercio al por menor (164)",135,2,,70,55,2,3,1,2
"Hoteles y restaurantes (165)",2,,,1,1,,,,
"Trans., almac. y comunicaciones (166)",68,,,32,33,2,1,,
"Activid.inmobil., empres. y de alquiler (168)",6,,,3,2,,1,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",8,,,2,4,1,,,1
"Enseñanza (170)",57,,,,4,5,35,4,9
"Servicios sociales y de salud (171)",9,,,,1,,7,,1
"Otras activ. serv.comun.soc y personales (172)",10,3,,3,3,,1,,
"Hogares privados con servicio doméstico (173)",4,,,4,,,,,
"Actividad economica no especificada (175)",78,8,,50,17,1,2,,
"Mujeres (176)",1391,218,5,845,241,16,45,6,15
"Agric., ganadería, caza y silvicultura (177)",845,165,3,549,121,5,1,1,
"Industrias manufactureras (180)",8,1,,5,,,2,,
"Construcción (182)",1,,,1,,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",89,2,,40,40,2,1,2,2
"Comercio al por mayor (185)",1,,,,1,,,,
"Comercio al por menor (186)",88,2,,40,39,2,1,2,2
"Hoteles y restaurantes (187)",105,19,1,68,17,,,,
"Trans., almac. y comunicaciones (188)",2,,,1,,1,,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",5,,,1,3,,1,,
"Enseñanza (192)",58,,,,5,6,34,2,11
"Servicios sociales y de salud (193)",7,1,,,1,,2,1,2
"Otras activ. serv.comun.soc y personales (194)",5,,,2,3,,,,
"Hogares privados con servicio doméstico (195)",81,12,1,54,13,,1,,
"Actividad economica no especificada (197)",185,18,,124,38,2,3,,
