"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia CONTUMAZA (000)",11668,32331,29101,,562,90,1.7
"De 12 a 14 años (001)",1060,2,2,,1,100,50
"De 15 a 19 años (002)",1314,217,213,77,98.2,35.5,
"De 20 a 24 años (003)",1213,1079,1052,129,97.5,12,
"De 25 a 29 años (004)",1018,1636,1587,119,97,7.3,
"De 30 a 34 años (005)",1102,2508,2402,122,95.8,4.9,
"De 35 a 39 años (006)",1011,2897,2776,74,95.8,2.6,
"De 40 a 44 años (007)",894,3203,3011,38,94,1.2,
"De 45 a 49 años (008)",848,3221,2970,2,92.2,0.1,
"De 50 y más años (009)",3208,17568,15088,,85.9,,
"Conviviente (010)",4210,14362,13160,420,91.6,2.9,
"De 12 a 14 años (011)",11,,,,,,
"De 15 a 19 años (012)",221,152,148,60,97.4,39.5,
"De 20 a 24 años (013)",563,780,760,100,97.4,12.8,
"De 25 a 29 años (014)",590,1183,1147,89,97,7.5,
"De 30 a 34 años (015)",607,1643,1579,86,96.1,5.2,
"De 35 a 39 años (016)",538,1758,1687,56,96,3.2,
"De 40 a 44 años (017)",404,1726,1613,27,93.5,1.6,
"De 45 a 49 años (018)",348,1544,1419,2,91.9,0.1,
"De 50 y más años (019)",928,5576,4807,,86.2,,
"Separado(a) (020)",629,1714,1567,30,91.4,1.8,
"De 12 a 14 años (021)",1,1,1,1,100,100,
"De 15 a 19 años (022)",23,22,22,6,100,27.3,
"De 20 a 24 años (023)",79,114,113,10,99.1,8.8,
"De 25 a 29 años (024)",71,116,109,7,94,6,
"De 30 a 34 años (025)",75,137,134,4,97.8,2.9,
"De 35 a 39 años (026)",61,154,147,2,95.5,1.3,
"De 40 a 44 años (027)",71,208,188,,90.4,,
"De 45 a 49 años (028)",68,206,192,,93.2,,
"De 50 y más años (029)",180,756,661,,87.4,,
"Casado(a) (030)",2549,11070,10000,84,90.3,0.8,
"De 12 a 14 años (031)",1,1,1,,100,,
"De 15 a 19 años (032)",16,16,16,4,100,25,
"De 20 a 24 años (033)",72,97,92,10,94.8,10.3,
"De 25 a 29 años (034)",144,267,262,20,98.1,7.5,
"De 30 a 34 años (035)",233,603,567,24,94,4,
"De 35 a 39 años (036)",285,881,840,15,95.3,1.7,
"De 40 a 44 años (037)",297,1071,1016,11,94.9,1,
