"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia VIRU (000)",19197,75,240,660,1623,3483,7668,5448
"De 12 a 14 años (001)",44,,,,,,7,37
"De 15 a 19 años (002)",939,,,,,,528,411
"De 20 a 24 años (003)",3128,,,,,8,1803,1317
"De 25 a 29 años (004)",3139,,,,,175,2013,951
"De 30 a 34 años (005)",2551,,,,,434,1487,630
"De 35 a 39 años (006)",2195,,,,24,696,1040,435
"De 40 a 44 años (007)",1756,,,,118,760,520,358
"De 45 a 49 años (008)",1363,,,9,209,649,229,267
"De 50 y más años (009)",4082,75,240,651,1272,761,41,1042
"Sin nivel (010)",3846,45,138,297,624,802,952,988
"De 12 a 14 años (011)",2,,,,,,1,1
"De 15 a 19 años (012)",71,,,,,,37,34
"De 20 a 24 años (013)",222,,,,,1,128,93
"De 25 a 29 años (014)",200,,,,,7,145,48
"De 30 a 34 años (015)",364,,,,,62,214,88
"De 35 a 39 años (016)",386,,,,1,119,192,74
"De 40 a 44 años (017)",389,,,,28,154,135,72
"De 45 a 49 años (018)",358,,,1,42,178,85,52
"De 50 y más años (019)",1854,45,138,296,553,281,15,526
"Educacion Inicial (020)",38,,,,,5,21,12
"De 20 a 24 años (023)",12,,,,,,5,7
"De 25 a 29 años (024)",7,,,,,1,4,2
"De 30 a 34 años (025)",11,,,,,2,6,3
"De 35 a 39 años (026)",8,,,,,2,6,
"Primaria (030)",7864,19,81,281,689,1594,3240,1960
"De 12 a 14 años (031)",25,,,,,,5,20
"De 15 a 19 años (032)",397,,,,,,229,168
"De 20 a 24 años (033)",1123,,,,,1,710,412
"De 25 a 29 años (034)",1281,,,,,72,867,342
"De 30 a 34 años (035)",1056,,,,,182,637,237
"De 35 a 39 años (036)",940,,,,12,321,445,162
"De 40 a 44 años (037)",810,,,,44,368,238,160
"De 45 a 49 años (038)",606,,,4,107,290,91,114
"De 50 y más años (039)",1626,19,81,277,526,360,18,345
"Secundaria (040)",5009,8,14,55,199,732,2464,1537
"De 12 a 14 años (041)",17,,,,,,1,16
"De 15 a 19 años (042)",415,,,,,,232,183
"De 20 a 24 años (043)",1246,,,,,3,737,506
"De 25 a 29 años (044)",1080,,,,,70,691,319
"De 30 a 34 años (045)",700,,,,,135,406,159
"De 35 a 39 años (046)",563,,,,8,170,267,118
"De 40 a 44 años (047)",352,,,,29,160,93,70
"De 45 a 49 años (048)",260,,,2,42,124,32,60
"De 50 y más años (049)",376,8,14,53,120,70,5,106
"Sup. no Univ. incompleta (050)",726,1,3,6,26,104,339,247
"De 15 a 19 años (052)",35,,,,,,19,16
