"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia OCROS (000)",9196,9134,33,29
"Hombres (001)",4788,4764,14,10
"Mujeres (002)",4408,4370,19,19
"Menores de 1 año (003)",154,142,10,2
"Hombres (004)",85,78,6,1
"Mujeres (005)",69,64,4,1
"De 1 a 5 años (006)",923,891,5,27
"Hombres (007)",458,445,4,9
"Mujeres (008)",465,446,1,18
"De 6 a 14 años (009)",1487,1486,1,
"Hombres (010)",768,768,,
"Mujeres (011)",719,718,1,
"De 15 a 29 años (012)",2044,2044,,
"Hombres (013)",1110,1110,,
"Mujeres (014)",934,934,,
"De 30 a 44 años (015)",1682,1680,2,
"Hombres (016)",880,879,1,
"Mujeres (017)",802,801,1,
"De 45 a 64 años (018)",1755,1753,2,
"Hombres (019)",940,938,2,
"Mujeres (020)",815,815,,
"De 65 a más años (021)",1151,1138,13,
"Hombres (022)",547,546,1,
"Mujeres (023)",604,592,12,
,,,,
"URBANA (024)",5301,5273,15,13
"Hombres (025)",2749,2744,2,3
"Mujeres (026)",2552,2529,13,10
"Menores de 1 año (027)",82,77,5,
"Hombres (028)",45,43,2,
"Mujeres (029)",37,34,3,
"De 1 a 5 años (030)",497,484,,13
"Hombres (031)",255,252,,3
"Mujeres (032)",242,232,,10
"De 6 a 14 años (033)",808,808,,
"Hombres (034)",430,430,,
"Mujeres (035)",378,378,,
"De 15 a 29 años (036)",1139,1139,,
"Hombres (037)",618,618,,
"Mujeres (038)",521,521,,
"De 30 a 44 años (039)",989,988,1,
"Hombres (040)",503,503,,
"Mujeres (041)",486,485,1,
"De 45 a 64 años (042)",1046,1046,,
"Hombres (043)",564,564,,
"Mujeres (044)",482,482,,
"De 65 a más años (045)",740,731,9,
"Hombres (046)",334,334,,
"Mujeres (047)",406,397,9,
,,,,
"RURAL (048)",3895,3861,18,16
"Hombres (049)",2039,2020,12,7
"Mujeres (050)",1856,1841,6,9
"Menores de 1 año (051)",72,65,5,2
"Hombres (052)",40,35,4,1
"Mujeres (053)",32,30,1,1
"De 1 a 5 años (054)",426,407,5,14
"Hombres (055)",203,193,4,6
"Mujeres (056)",223,214,1,8
"De 6 a 14 años (057)",679,678,1,
"Hombres (058)",338,338,,
"Mujeres (059)",341,340,1,
"De 15 a 29 años (060)",905,905,,
"Hombres (061)",492,492,,
"Mujeres (062)",413,413,,
"De 30 a 44 años (063)",693,692,1,
"Hombres (064)",377,376,1,
"Mujeres (065)",316,316,,
"De 45 a 64 años (066)",709,707,2,
"Hombres (067)",376,374,2,
"Mujeres (068)",333,333,,
"De 65 a más años (069)",411,407,4,
"Hombres (070)",213,212,1,
"Mujeres (071)",198,195,3,
