"CUADRO Nº 10: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia LAMAS (000)",32666,28666,2341,839,820
"Hombres (001)",23680,20789,1766,575,550
"Mujeres (002)",8986,7877,575,264,270
"De 06 a 14 años (003)",1478,1373,95,10,
"Hombres (004)",1014,943,65,6,
"Mujeres (005)",464,430,30,4,
"De 15 a 29 años (006)",11900,10465,950,233,252
"Hombres (007)",8841,7785,726,176,154
"Mujeres (008)",3059,2680,224,57,98
"De 30 a 44 años (009)",10321,8793,740,427,361
"Hombres (010)",7409,6339,539,288,243
"Mujeres (011)",2912,2454,201,139,118
"De 45 a 64 años (012)",7157,6315,481,166,195
"Hombres (013)",5069,4448,374,103,144
"Mujeres (014)",2088,1867,107,63,51
"De 65 y más años (015)",1810,1720,75,3,12
"Hombres (016)",1347,1274,62,2,9
"Mujeres (017)",463,446,13,1,3
,,,,,
"URBANA (018)",15840,13050,1310,695,785
"Hombres (019)",10696,8714,984,476,522
"Mujeres (020)",5144,4336,326,219,263
"De 06 a 14 años (021)",468,432,33,3,
"Hombres (022)",325,297,25,3,
"Mujeres (023)",143,135,8,,
"De 15 a 29 años (024)",5062,4147,503,172,240
"Hombres (025)",3531,2870,384,130,147
"Mujeres (026)",1531,1277,119,42,93
"De 30 a 44 años (027)",5355,4200,447,366,342
"Hombres (028)",3523,2726,323,249,225
"Mujeres (029)",1832,1474,124,117,117
"De 45 a 64 años (030)",3918,3289,287,151,191
"Hombres (031)",2585,2135,217,92,141
"Mujeres (032)",1333,1154,70,59,50
"De 65 y más años (033)",1037,982,40,3,12
"Hombres (034)",732,686,35,2,9
"Mujeres (035)",305,296,5,1,3
,,,,,
"RURAL (036)",16826,15616,1031,144,35
"Hombres (037)",12984,12075,782,99,28
"Mujeres (038)",3842,3541,249,45,7
"De 06 a 14 años (039)",1010,941,62,7,
"Hombres (040)",689,646,40,3,
"Mujeres (041)",321,295,22,4,
"De 15 a 29 años (042)",6838,6318,447,61,12
"Hombres (043)",5310,4915,342,46,7
"Mujeres (044)",1528,1403,105,15,5
"De 30 a 44 años (045)",4966,4593,293,61,19
"Hombres (046)",3886,3613,216,39,18
"Mujeres (047)",1080,980,77,22,1
"De 45 a 64 años (048)",3239,3026,194,15,4
"Hombres (049)",2484,2313,157,11,3
"Mujeres (050)",755,713,37,4,1
"De 65 y más años (051)",773,738,35,,
"Hombres (052)",615,588,27,,
"Mujeres (053)",158,150,8,,
