"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia MAYNAS (000)",124453,611,2513,5578,11482,22771,48046,33452
"De 12 a 14 años (001)",336,,,,,,50,286
"De 15 a 19 años (002)",6285,,,,,,3693,2592
"De 20 a 24 años (003)",16833,,,,,48,10216,6569
"De 25 a 29 años (004)",17619,,,,,676,11473,5470
"De 30 a 34 años (005)",15789,,,,7,2216,9855,3711
"De 35 a 39 años (006)",14386,,,,164,4221,7149,2852
"De 40 a 44 años (007)",12949,,,3,870,5604,3895,2577
"De 45 a 49 años (008)",10633,,,76,2037,5023,1469,2028
"De 50 y más años (009)",29623,611,2513,5499,8404,4983,246,7367
"Sin nivel (010)",5715,109,456,777,811,764,966,1832
"De 12 a 14 años (011)",7,,,,,,2,5
"De 15 a 19 años (012)",61,,,,,,34,27
"De 20 a 24 años (013)",175,,,,,3,102,70
"De 25 a 29 años (014)",195,,,,,2,129,64
"De 30 a 34 años (015)",259,,,,,15,175,69
"De 35 a 39 años (016)",343,,,,1,61,220,61
"De 40 a 44 años (017)",408,,,,13,132,164,99
"De 45 a 49 años (018)",405,,,1,34,174,117,79
"De 50 y más años (019)",3862,109,456,776,763,377,23,1358
"Educacion Inicial (020)",98,,,,,7,58,33
"De 15 a 19 años (022)",14,,,,,,7,7
"De 20 a 24 años (023)",22,,,,,,9,13
"De 25 a 29 años (024)",25,,,,,,20,5
"De 30 a 34 años (025)",20,,,,,2,11,7
"De 35 a 39 años (026)",17,,,,,5,11,1
"Primaria (030)",42794,394,1515,2924,4917,8625,15244,9175
"De 12 a 14 años (031)",172,,,,,,32,140
"De 15 a 19 años (032)",2134,,,,,,1319,815
"De 20 a 24 años (033)",3871,,,,,15,2741,1115
"De 25 a 29 años (034)",4127,,,,,154,3167,806
"De 30 a 34 años (035)",4198,,,,1,569,2916,712
"De 35 a 39 años (036)",4375,,,,35,1173,2512,655
"De 40 a 44 años (037)",4297,,,,197,1744,1613,743
"De 45 a 49 años (038)",4020,,,30,508,2052,784,646
"De 50 y más años (039)",15600,394,1515,2894,4176,2918,160,3543
"Secundaria (040)",51929,88,376,1190,3619,8947,23679,14030
"De 12 a 14 años (041)",157,,,,,,16,141
"De 15 a 19 años (042)",3910,,,,,,2254,1656
"De 20 a 24 años (043)",9714,,,,,27,6189,3498
"De 25 a 29 años (044)",8907,,,,,383,5955,2569
"De 30 a 34 años (045)",7332,,,,5,1142,4582,1603
"De 35 a 39 años (046)",6251,,,,89,2041,2876,1245
"De 40 a 44 años (047)",5244,,,3,454,2393,1388,1006
"De 45 a 49 años (048)",3927,,,32,938,1798,378,781
