"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Profes., científicos e intelectuales (038)",1335,,,,34,38,287,63,913
"Técnicos de nivel medio ytrab.asimilados (039)",841,2,,23,139,125,339,79,134
"Jefes y empleados de oficina (040)",648,2,,9,153,85,214,59,126
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",2821,127,5,495,987,331,452,166,258
"Agricult.trabaj. calif.agrop. y pesquros (042)",1679,59,1,407,627,134,155,99,197
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",1156,9,1,141,513,136,209,65,82
"Obreros. construc., conf., papel, fab., instr (044)",1861,20,1,290,864,218,230,106,132
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",6934,414,13,2007,2915,523,550,226,286
"Otra (046)",256,,,,45,22,130,18,41
"Ocupación no especificada (047)",306,15,,62,117,28,34,14,36
"Hombres (048)",11415,207,13,2064,4650,1120,1451,632,1278
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",25,,,,4,1,3,2,15
"Profes., científicos e intelectuales (050)",569,,,,16,21,88,45,399
"Técnicos de nivel medio ytrab.asimilados (051)",510,,,15,100,91,169,51,84
"Jefes y empleados de oficina (052)",281,1,,4,84,43,56,31,62
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",1053,9,4,146,415,135,147,87,110
"Agricult.trabaj. calif.agrop. y pesquros (054)",1502,46,1,336,584,121,142,91,181
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",975,4,1,115,439,116,176,52,72
"Obreros. construc., conf., papel, fab., instr (056)",1809,18,1,284,841,215,218,105,127
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",4322,126,6,1136,2059,344,330,145,176
"Otra (058)",228,,,,45,18,112,18,35
"Ocupación no especificada (059)",141,3,,28,63,15,10,5,17
"Mujeres (060)",6473,441,8,1372,1753,521,1154,267,957
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",26,,,2,5,,2,2,15
"Profes., científicos e intelectuales (062)",766,,,,18,17,199,18,514
"Técnicos de nivel medio ytrab.asimilados (063)",331,2,,8,39,34,170,28,50
"Jefes y empleados de oficina (064)",367,1,,5,69,42,158,28,64
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",1768,118,1,349,572,196,305,79,148
"Agricult.trabaj. calif.agrop. y pesquros (066)",177,13,,71,43,13,13,8,16
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",181,5,,26,74,20,33,13,10
"Obreros. construc., conf., papel, fab., instr (068)",52,2,,6,23,3,12,1,5
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",2612,288,7,871,856,179,220,81,110
"Otra (070)",28,,,,,4,18,,6
"Ocupación no especificada (071)",165,12,,34,54,13,24,9,19
,,,,,,,,,
"RURAL (072)",4294,237,6,986,2125,300,335,152,153
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",1,,,,,,1,,
"Profes., científicos e intelectuales (074)",37,,,,,3,16,1,17
"Técnicos de nivel medio ytrab.asimilados (075)",36,,,,12,10,11,2,1
"Jefes y empleados de oficina (076)",26,,,1,7,2,10,,6
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",268,20,1,55,123,20,29,10,10
"Agricult.trabaj. calif.agrop. y pesquros (078)",519,40,,188,208,30,22,14,17
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",1932,43,,284,1129,140,164,97,75
"Obreros. construc., conf., papel, fab., instr (080)",121,7,,20,63,10,11,5,5
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",1263,121,5,425,534,79,62,19,18
"Otra (082)",7,,,,2,1,3,,1
"Ocupación no especificada (083)",84,6,,13,47,5,6,4,3
"Hombres (084)",3480,138,1,764,1818,249,247,139,124
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",1,,,,,,1,,
"Profes., científicos e intelectuales (086)",10,,,,,1,3,,6
"Técnicos de nivel medio ytrab.asimilados (087)",16,,,,6,6,2,1,1
"Jefes y empleados de oficina (088)",11,,,,5,1,3,,2
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",84,2,,13,47,7,5,6,4
"Agricult.trabaj. calif.agrop. y pesquros (090)",480,35,,171,196,29,20,14,15
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",1798,30,,253,1063,133,151,96,72
"Obreros. construc., conf., papel, fab., instr (092)",116,7,,20,59,9,11,5,5
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",938,64,1,305,429,62,45,16,16
"Otra (094)",6,,,,2,1,3,,
"Ocupación no especificada (095)",20,,,2,11,,3,1,3
"Mujeres (096)",814,99,5,222,307,51,88,13,29
"Profes., científicos e intelectuales (098)",27,,,,,2,13,1,11
"Técnicos de nivel medio ytrab.asimilados (099)",20,,,,6,4,9,1,
"Jefes y empleados de oficina (100)",15,,,1,2,1,7,,4
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",184,18,1,42,76,13,24,4,6
"Agricult.trabaj. calif.agrop. y pesquros (102)",39,5,,17,12,1,2,,2
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",134,13,,31,66,7,13,1,3
"Obreros. construc., conf., papel, fab., instr (104)",5,,,,4,1,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",325,57,4,120,105,17,17,3,2
"Otra (106)",1,,,,,,,,1
"Ocupación no especificada (107)",64,6,,11,36,5,3,3,
