"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia YAULI (000)",46980,1993,5010,5419,4251,8677,8197,11337,2096
"Sin nivel (001)",3619,1993,354,35,31,57,156,475,518
"Educación inicial (002)",1176,,1129,31,1,5,10,,
"Primaria (003)",12490,,3527,3077,338,710,971,2769,1098
"Secundaria (004)",18563,,,2276,3277,4019,3850,4827,314
"Superior no univ. incompleto (005)",3229,,,,438,1224,776,754,37
"Superior no univ. completo (006)",3392,,,,,1295,1109,945,43
"Superior univ. incompleto (007)",1535,,,,166,514,396,431,28
"Superior univ. completo (008)",2976,,,,,853,929,1136,58
"Hombres (010)",24943,1042,2588,2696,2141,4634,4450,6378,1014
"Sin nivel (011)",1451,1042,193,22,15,25,25,69,60
"Educación inicial (012)",616,,599,10,1,1,5,,
"Primaria (013)",5689,,1796,1526,167,211,314,1084,591
"Secundaria (014)",10658,,,1138,1657,2207,2309,3115,232
"Superior no univ. incompleto (015)",1898,,,,219,689,438,519,33
"Superior no univ. completo (016)",1924,,,,,720,601,576,27
"Superior univ. incompleto (017)",977,,,,82,308,254,306,27
"Superior univ. completo (018)",1730,,,,,473,504,709,44
"Mujeres (020)",22037,951,2422,2723,2110,4043,3747,4959,1082
"Sin nivel (021)",2168,951,161,13,16,32,131,406,458
"Educación inicial (022)",560,,530,21,,4,5,,
"Primaria (023)",6801,,1731,1551,171,499,657,1685,507
"Secundaria (024)",7905,,,1138,1620,1812,1541,1712,82
"Superior no univ. incompleto (025)",1331,,,,219,535,338,235,4
"Superior no univ. completo (026)",1468,,,,,575,508,369,16
"Superior univ. incompleto (027)",558,,,,84,206,142,125,1
"Superior univ. completo (028)",1246,,,,,380,425,427,14
,,,,,,,,,
"URBANA (030)",41303,1755,4482,4912,3804,7479,7229,9933,1709
"Sin nivel (031)",2982,1755,253,29,25,40,127,353,400
"Educación inicial (032)",1095,,1050,30,1,4,10,,
"Primaria (033)",10382,,3179,2725,241,536,762,2078,861
"Secundaria (034)",16518,,,2128,2965,3395,3339,4405,286
"Superior no univ. incompleto (035)",2950,,,,409,1082,717,706,36
"Superior no univ. completo (036)",3138,,,,,1164,1036,896,42
"Superior univ. incompleto (037)",1458,,,,163,471,379,417,28
"Superior univ. completo (038)",2780,,,,,787,859,1078,56
"Hombres (040)",21633,927,2305,2440,1911,3875,3813,5537,825
"Sin nivel (041)",1225,927,139,19,13,16,21,48,42
"Educación inicial (042)",574,,557,10,1,1,5,,
"Primaria (043)",4656,,1609,1359,124,145,235,737,447
"Secundaria (044)",9282,,,1052,1489,1802,1942,2788,209
"Superior no univ. incompleto (045)",1698,,,,204,589,392,481,32
"Superior no univ. completo (046)",1722,,,,,621,539,536,26
"Superior univ. incompleto (047)",913,,,,80,274,239,293,27
"Superior univ. completo (048)",1563,,,,,427,440,654,42
"Mujeres (050)",19670,828,2177,2472,1893,3604,3416,4396,884
"Sin nivel (051)",1757,828,114,10,12,24,106,305,358
"Educación inicial (052)",521,,493,20,,3,5,,
"Primaria (053)",5726,,1570,1366,117,391,527,1341,414
"Secundaria (054)",7236,,,1076,1476,1593,1397,1617,77
"Superior no univ. incompleto (055)",1252,,,,205,493,325,225,4
"Superior no univ. completo (056)",1416,,,,,543,497,360,16
"Superior univ. incompleto (057)",545,,,,83,197,140,124,1
"Superior univ. completo (058)",1217,,,,,360,419,424,14
,,,,,,,,,
"RURAL (060)",5677,238,528,507,447,1198,968,1404,387
"Sin nivel (061)",637,238,101,6,6,17,29,122,118
"Educación inicial (062)",81,,79,1,,1,,,
"Primaria (063)",2108,,348,352,97,174,209,691,237
"Secundaria (064)",2045,,,148,312,624,511,422,28
"Superior no univ. incompleto (065)",279,,,,29,142,59,48,1
"Superior no univ. completo (066)",254,,,,,131,73,49,1
"Superior univ. incompleto (067)",77,,,,3,43,17,14,
"Superior univ. completo (068)",196,,,,,66,70,58,2
"Hombres (070)",3310,115,283,256,230,759,637,841,189
"Sin nivel (071)",226,115,54,3,2,9,4,21,18
"Educación inicial (072)",42,,42,,,,,,
"Primaria (073)",1033,,187,167,43,66,79,347,144
"Secundaria (074)",1376,,,86,168,405,367,327,23
"Superior no univ. incompleto (075)",200,,,,15,100,46,38,1
"Superior no univ. completo (076)",202,,,,,99,62,40,1
"Superior univ. incompleto (077)",64,,,,2,34,15,13,
"Superior univ. completo (078)",167,,,,,46,64,55,2
"Mujeres (080)",2367,123,245,251,217,439,331,563,198
"Sin nivel (081)",411,123,47,3,4,8,25,101,100
"Educación inicial (082)",39,,37,1,,1,,,
"Primaria (083)",1075,,161,185,54,108,130,344,93
"Secundaria (084)",669,,,62,144,219,144,95,5
"Superior no univ. incompleto (085)",79,,,,14,42,13,10,
"Superior no univ. completo (086)",52,,,,,32,11,9,
"Superior univ. incompleto (087)",13,,,,1,9,2,1,
"Superior univ. completo (088)",29,,,,,20,6,3,
