"CUADRO Nº 2: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia REQUENA (000)",20286,19703,5495,2273,2325,1835,2874,2011,1496,1394,583,66784
"De 12 a 14 años (001)",2656,2619,2583,32,4,,,,,,37,40
"De 15 a 19 años (002)",3476,3333,2210,811,268,39,5,,,,143,1484
"De 20 a 24 años (003)",2627,2449,370,762,768,386,149,14,,,178,4179
"De 25 a 29 años (004)",2233,2141,134,300,564,510,551,77,5,,92,5849
"De 30 a 34 años (005)",1891,1856,57,146,321,375,625,261,64,7,35,6930
"De 35 a 39 años (006)",1772,1750,40,72,165,218,599,424,177,55,22,8561
"De 40 a 44 años (007)",1365,1352,27,41,94,111,364,364,233,118,13,7806
"De 45 a 49 años (008)",1135,1132,19,30,54,80,205,276,277,191,3,7580
"De 50 y más años (009)",3131,3071,55,79,87,116,376,595,740,1023,60,24355
"Conviviente (010)",9197,8929,400,1391,1674,1285,1855,1102,674,548,268,35766
"De 12 a 14 años (011)",80,46,29,14,3,,,,,,34,20
"De 15 a 19 años (012)",1081,960,170,522,234,30,4,,,,121,1096
"De 20 a 24 años (013)",1737,1687,82,514,621,333,124,13,,,50,3364
"De 25 a 29 años (014)",1582,1558,41,173,428,401,448,63,4,,24,4589
"De 30 a 34 años (015)",1285,1272,18,77,206,269,459,195,44,4,13,4961
"De 35 a 39 años (016)",1073,1065,16,29,86,129,396,261,116,32,8,5368
"De 40 a 44 años (017)",763,761,15,21,48,62,190,218,134,73,2,4499
"De 45 a 49 años (018)",557,557,9,10,18,27,106,145,138,104,,3861
"De 50 y más años (019)",1039,1023,20,31,30,34,128,207,238,335,16,8008
"Separado(a) (020)",505,490,9,133,85,61,72,58,35,37,15,1905
"De 12 a 14 años (021)",3,3,1,2,,,,,,,,2
"De 15 a 19 años (022)",68,59,2,48,7,2,,,,,9,68
