"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
"Superior no univ. completo (036)",1235,,,,,417,403,407,8
"Superior univ. incompleto (037)",507,,,,64,249,97,92,5
"Superior univ. completo (038)",714,,,,,226,228,245,15
"Hombres (040)",16129,995,2013,2338,2028,2608,2119,3256,772
"Sin nivel (041)",1274,995,142,12,16,19,15,34,41
"Educación inicial (042)",537,,517,10,2,6,2,,
"Primaria (043)",6254,,1354,1537,309,454,542,1441,617
"Secundaria (044)",6123,,,779,1617,1448,1004,1189,86
"Superior no univ. incompleto (045)",510,,,,53,199,114,136,8
"Superior no univ. completo (046)",666,,,,,207,239,216,4
"Superior univ. incompleto (047)",314,,,,31,147,59,73,4
"Superior univ. completo (048)",451,,,,,128,144,167,12
"Mujeres (050)",14788,954,1991,2316,1963,2539,1969,2473,583
"Sin nivel (051)",1382,954,152,19,10,14,30,104,99
"Educación inicial (052)",506,,488,6,1,6,5,,
"Primaria (053)",6331,,1351,1482,288,558,753,1477,422
"Secundaria (054)",5141,,,809,1540,1359,831,550,52
"Superior no univ. incompleto (055)",403,,,,91,192,64,54,2
"Superior no univ. completo (056)",569,,,,,210,164,191,4
"Superior univ. incompleto (057)",193,,,,33,102,38,19,1
"Superior univ. completo (058)",263,,,,,98,84,78,3
,,,,,,,,,
"RURAL (060)",24866,2067,3938,3832,2758,4105,3177,4121,868
"Sin nivel (061)",3166,2067,306,30,42,65,88,382,186
"Educación inicial (062)",871,,860,6,2,1,2,,
"Primaria (063)",13971,,2772,3043,1053,1783,1773,2897,650
"Secundaria (064)",6001,,,753,1638,1920,1014,648,28
"Superior no univ. incompleto (065)",228,,,,18,86,66,57,1
"Superior no univ. completo (066)",467,,,,,193,178,94,2
"Superior univ. incompleto (067)",45,,,,5,19,9,11,1
"Superior univ. completo (068)",117,,,,,38,47,32,
"Hombres (070)",13317,1038,1979,2020,1411,2172,1755,2418,524
"Sin nivel (071)",1462,1038,153,15,15,19,28,122,72
"Educación inicial (072)",432,,426,3,2,,1,,
"Primaria (073)",7240,,1400,1605,492,815,848,1651,429
"Secundaria (074)",3634,,,397,890,1145,684,499,19
"Superior no univ. incompleto (075)",160,,,,10,57,46,46,1
"Superior no univ. completo (076)",287,,,,,104,111,70,2
"Superior univ. incompleto (077)",34,,,,2,13,8,10,1
"Superior univ. completo (078)",68,,,,,19,29,20,
"Mujeres (080)",11549,1029,1959,1812,1347,1933,1422,1703,344
"Sin nivel (081)",1704,1029,153,15,27,46,60,260,114
"Educación inicial (082)",439,,434,3,,1,1,,
"Primaria (083)",6731,,1372,1438,561,968,925,1246,221
"Secundaria (084)",2367,,,356,748,775,330,149,9
"Superior no univ. incompleto (085)",68,,,,8,29,20,11,
"Superior no univ. completo (086)",180,,,,,89,67,24,
"Superior univ. incompleto (087)",11,,,,3,6,1,1,
"Superior univ. completo (088)",49,,,,,19,18,12,
