"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Jefes y empleados de oficina (040)",71,,,1,28,3,18,9,12
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",312,27,,103,131,14,25,5,7
"Agricult.trabaj. calif.agrop. y pesquros (042)",1759,308,4,915,462,23,29,9,9
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",112,5,,31,55,5,15,1,
"Obreros. construc., conf., papel, fab., instr (044)",231,4,,68,126,9,17,3,4
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",1359,239,3,606,438,24,28,10,11
"Otra (046)",29,,,,2,1,20,3,3
"Ocupación no especificada (047)",199,45,1,84,49,10,6,,4
"Hombres (048)",2826,153,2,1192,987,86,234,49,123
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",25,,,1,7,,10,1,6
"Profes., científicos e intelectuales (050)",176,,,,3,5,76,13,79
"Técnicos de nivel medio ytrab.asimilados (051)",35,,,1,3,6,21,3,1
"Jefes y empleados de oficina (052)",42,,,1,17,2,9,4,9
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",103,4,,26,44,8,15,4,2
"Agricult.trabaj. calif.agrop. y pesquros (054)",1340,107,1,762,405,21,26,9,9
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",95,2,,30,47,4,12,,
"Obreros. construc., conf., papel, fab., instr (056)",223,3,,63,124,9,17,3,4
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",696,33,1,289,309,21,26,9,8
"Otra (058)",29,,,,2,1,20,3,3
"Ocupación no especificada (059)",62,4,,19,26,9,2,,2
"Mujeres (060)",1660,475,6,620,332,25,114,14,74
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",4,,,1,1,,,,2
"Profes., científicos e intelectuales (062)",140,,,,10,7,65,3,55
"Técnicos de nivel medio ytrab.asimilados (063)",34,,,1,4,4,18,3,4
"Jefes y empleados de oficina (064)",29,,,,11,1,9,5,3
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",209,23,,77,87,6,10,1,5
"Agricult.trabaj. calif.agrop. y pesquros (066)",419,201,3,153,57,2,3,,
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",17,3,,1,8,1,3,1,
"Obreros. construc., conf., papel, fab., instr (068)",8,1,,5,2,,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",663,206,2,317,129,3,2,1,3
"Ocupación no especificada (071)",137,41,1,65,23,1,4,,2
,,,,,,,,,
"RURAL (072)",3147,511,5,1595,853,51,73,14,45
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",4,,,1,,1,1,1,
"Profes., científicos e intelectuales (074)",66,,,,10,6,25,5,20
"Técnicos de nivel medio ytrab.asimilados (075)",18,,,3,4,3,5,,3
"Jefes y empleados de oficina (076)",9,,,,2,,5,1,1
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",92,8,,42,37,3,1,1,
"Agricult.trabaj. calif.agrop. y pesquros (078)",1678,286,3,929,411,16,22,1,10
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",69,14,,27,24,2,1,,1
"Obreros. construc., conf., papel, fab., instr (080)",85,,,40,35,4,1,2,3
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",1036,172,1,514,315,15,11,3,5
"Ocupación no especificada (083)",90,31,1,39,15,1,1,,2
"Hombres (084)",2267,214,3,1205,696,45,57,11,36
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",3,,,,,1,1,1,
"Profes., científicos e intelectuales (086)",47,,,,6,4,17,3,17
"Técnicos de nivel medio ytrab.asimilados (087)",15,,,3,3,3,4,,2
"Jefes y empleados de oficina (088)",5,,,,1,,3,1,
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",28,1,,7,19,1,,,
"Agricult.trabaj. calif.agrop. y pesquros (090)",1409,163,2,823,376,15,21,1,8
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",60,8,,25,23,2,1,,1
"Obreros. construc., conf., papel, fab., instr (092)",83,,,38,35,4,1,2,3
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",572,37,,282,222,14,9,3,5
"Ocupación no especificada (095)",45,5,1,27,11,1,,,
"Mujeres (096)",880,297,2,390,157,6,16,3,9
"Miembros p.ejec. y leg.direct., adm.pub.y emp (097)",1,,,1,,,,,
"Profes., científicos e intelectuales (098)",19,,,,4,2,8,2,3
"Técnicos de nivel medio ytrab.asimilados (099)",3,,,,1,,1,,1
"Jefes y empleados de oficina (100)",4,,,,1,,2,,1
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",64,7,,35,18,2,1,1,
"Agricult.trabaj. calif.agrop. y pesquros (102)",269,123,1,106,35,1,1,,2
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",9,6,,2,1,,,,
"Obreros. construc., conf., papel, fab., instr (104)",2,,,2,,,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",464,135,1,232,93,1,2,,
"Ocupación no especificada (107)",45,26,,12,4,,1,,2
