"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Ocupación no especificada (035)",202,186,13,1,2
,,,,,
"URBANA (036)",5083,3997,391,207,488
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",26,,1,1,24
"Profes., científicos e intelectuales (038)",417,85,52,63,217
"Técnicos de nivel medio y trab. asimilados (039)",161,80,23,13,45
"Jefes y empleados de oficina (040)",123,25,10,19,69
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",826,780,29,7,10
"Agricult.trabaj.calif.agrop.y pesqueros (042)",1102,1050,51,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",328,264,28,14,22
"Obreros construc.,conf.,papel, fab., instr. (044)",604,500,55,29,20
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",1359,1129,130,57,43
"Otra (046)",28,,,,28
"Ocupación no especificada (047)",109,84,12,3,10
"Hombres (048)",3683,2899,303,167,314
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",20,,1,1,18
"Profes., científicos e intelectuales (050)",228,45,27,38,118
"Técnicos de nivel medio y trab. asimilados (051)",103,53,17,13,20
"Jefes y empleados de oficina (052)",54,6,2,11,35
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",331,301,16,6,8
"Agricult.trabaj.calif.agrop.y pesqueros (054)",1052,1002,49,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",285,223,26,14,22
"Obreros construc.,conf.,papel, fab., instr. (056)",597,493,55,29,20
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",938,743,106,51,38
"Otra (058)",27,,,,27
"Ocupación no especificada (059)",48,33,4,3,8
"Mujeres (060)",1400,1098,88,40,174
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",6,,,,6
"Profes., científicos e intelectuales (062)",189,40,25,25,99
"Técnicos de nivel medio y trab. asimilados (063)",58,27,6,,25
"Jefes y empleados de oficina (064)",69,19,8,8,34
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",495,479,13,1,2
"Agricult.trabaj.calif.agrop.y pesqueros (066)",50,48,2,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",43,41,2,,
"Obreros construc.,conf.,papel, fab., instr. (068)",7,7,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",421,386,24,6,5
"Otra (070)",1,,,,1
"Ocupación no especificada (071)",61,51,8,,2
,,,,,
"RURAL (072)",10795,10122,468,82,123
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",10,1,1,,8
"Profes., científicos e intelectuales (074)",115,37,14,13,51
"Técnicos de nivel medio y trab. asimilados (075)",39,19,4,4,12
"Jefes y empleados de oficina (076)",33,7,3,7,16
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",246,233,12,1,
"Agricult.trabaj.calif.agrop.y pesqueros (078)",6103,5961,142,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",161,127,22,6,6
"Obreros construc.,conf.,papel, fab., instr. (080)",226,205,12,3,6
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",3685,3364,251,47,23
"Otra (082)",1,,,,1
"Ocupación no especificada (083)",176,168,7,1,
"Hombres (084)",9258,8708,395,73,82
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",5,,1,,4
"Profes., científicos e intelectuales (086)",77,25,9,10,33
"Técnicos de nivel medio y trab. asimilados (087)",26,14,4,3,5
"Jefes y empleados de oficina (088)",18,3,1,5,9
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",106,102,3,1,
"Agricult.trabaj.calif.agrop.y pesqueros (090)",5849,5717,132,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",138,106,21,5,6
"Obreros construc.,conf.,papel, fab., instr. (092)",224,203,12,3,6
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",2779,2505,210,46,18
"Otra (094)",1,,,,1
"Ocupación no especificada (095)",35,33,2,,
"Mujeres (096)",1537,1414,73,9,41
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",5,1,,,4
"Profes., científicos e intelectuales (098)",38,12,5,3,18
"Técnicos de nivel medio y trab. asimilados (099)",13,5,,1,7
"Jefes y empleados de oficina (100)",15,4,2,2,7
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",140,131,9,,
"Agricult.trabaj.calif.agrop.y pesqueros (102)",254,244,10,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",23,21,1,1,
"Obreros construc.,conf.,papel, fab., instr. (104)",2,2,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",906,859,41,1,5
"Ocupación no especificada (107)",141,135,5,1,
