"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia HUANCAYO (000)",466346,222808,243538,412051,196262,215789,54295,26546,27749
"Menores de 1 año (001)",7723,3964,3759,6751,3472,3279,972,492,480
"Menores de 1 mes (002)",642,331,311,557,288,269,85,43,42
"De 1 a 11 meses (003)",7081,3633,3448,6194,3184,3010,887,449,438
"De 1 a 4 años (004)",35624,18188,17436,30594,15614,14980,5030,2574,2456
"1 año (005)",8424,4346,4078,7254,3731,3523,1170,615,555
"2 años (006)",9262,4761,4501,8017,4128,3889,1245,633,612
"3 años (007)",8975,4559,4416,7691,3919,3772,1284,640,644
"4 años (008)",8963,4522,4441,7632,3836,3796,1331,686,645
"De 5 a 9 años (009)",46503,23659,22844,39918,20265,19653,6585,3394,3191
"5 años (010)",8923,4560,4363,7684,3927,3757,1239,633,606
"6 años (011)",8465,4292,4173,7325,3711,3614,1140,581,559
"7 años (012)",9411,4756,4655,8070,4044,4026,1341,712,629
"8 años (013)",10005,5143,4862,8552,4380,4172,1453,763,690
"9 años (014)",9699,4908,4791,8287,4203,4084,1412,705,707
"De 10 a 14 años (015)",52016,26284,25732,44829,22671,22158,7187,3613,3574
"10 años (016)",10282,5199,5083,8792,4448,4344,1490,751,739
"11 años (017)",9805,4962,4843,8434,4282,4152,1371,680,691
"12 años (018)",10887,5546,5341,9306,4735,4571,1581,811,770
"13 años (019)",10538,5291,5247,9112,4611,4501,1426,680,746
"14 años (020)",10504,5286,5218,9185,4595,4590,1319,691,628
"De 15 a 19 años (021)",50111,24615,25496,44722,21936,22786,5389,2679,2710
"15 años (022)",10703,5239,5464,9401,4601,4800,1302,638,664
"16 años (023)",9576,4684,4892,8482,4142,4340,1094,542,552
"17 años (024)",9883,4911,4972,8790,4344,4446,1093,567,526
"18 años (025)",10165,5048,5117,9110,4533,4577,1055,515,540
"19 años (026)",9784,4733,5051,8939,4316,4623,845,417,428
"De 20 a 24 años (027)",45242,21681,23561,40846,19577,21269,4396,2104,2292
"20 años (028)",10113,4885,5228,9133,4403,4730,980,482,498
"21 años (029)",8309,3930,4379,7549,3582,3967,760,348,412
"22 años (030)",9147,4430,4717,8290,4018,4272,857,412,445
"23 años (031)",8880,4194,4686,7982,3777,4205,898,417,481
"24 años (032)",8793,4242,4551,7892,3797,4095,901,445,456
"De 25 a 29 años (033)",37695,17364,20331,34106,15651,18455,3589,1713,1876
"25 años (034)",8536,4015,4521,7692,3611,4081,844,404,440
"26 años (035)",7282,3367,3915,6582,3025,3557,700,342,358
"27 años (036)",8184,3814,4370,7450,3457,3993,734,357,377
"28 años (037)",7253,3291,3962,6556,2963,3593,697,328,369
"29 años (038)",6440,2877,3563,5826,2595,3231,614,282,332
