"CUADRO Nº 31: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,,
,,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,,DESOCU-PADO
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA",
,,,,,,,,,,,,,
"Provincia REQUENA (000)",21522,63,1527,238,343,1685,8239,606,625,6723,56,625,792
"Agric., ganadería, caza y silvicultura (001)",12150,,,11,,1,7978,,4,4156,,,
"Pesca (002)",1208,,,,1,,261,,,946,,,
"Explotación de minas y canteras (003)",7,,1,,1,,,5,,,,,
"Industrias manufactureras (004)",535,,3,10,1,5,,476,26,14,,,
"Suministro de electricidad, gas y agua (005)",28,,1,2,3,,,5,4,13,,,
"Construcción (006)",286,,3,1,2,,,17,186,77,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (007)",1846,,4,20,1,1341,,87,4,389,,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",78,,,2,,16,,57,2,1,,,
"Comercio al por mayor (009)",73,,1,3,,67,,,,2,,,
"Comercio al por menor (010)",1695,,3,15,1,1258,,30,2,386,,,
"Hoteles y restaurantes (011)",476,,,7,5,286,,,,178,,,
"Trans., almac. y comunicaciones (012)",515,1,1,8,11,1,,4,387,102,,,
"Intermediación financiera (013)",12,1,2,1,7,,,,,1,,,
"Activid.inmobil., empres. y alquileres (014)",148,,19,26,40,18,,,2,43,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",448,28,21,25,206,9,,6,10,87,56,,
"Enseñanza (016)",1491,32,1420,9,18,,,,,12,,,
"Servicios sociales y de salud (017)",129,,35,74,3,9,,1,,7,,,
"Otras activ. serv.comun.soc y personales (018)",200,1,15,36,8,15,,5,2,118,,,
"Hogares privados con servicio doméstico (019)",578,,,,,,,,,578,,,
"Actividad economica no especificada (021)",673,,2,8,36,,,,,2,,625,
"Desocupado (022)",792,,,,,,,,,,,,792
"Hombres (023)",15119,50,845,167,238,760,7216,502,608,3763,55,332,583
"Agric., ganadería, caza y silvicultura (024)",9238,,,9,,,6963,,4,2262,,,
"Pesca (025)",1150,,,,1,,253,,,896,,,
"Explotación de minas y canteras (026)",7,,1,,1,,,5,,,,,
"Industrias manufactureras (027)",424,,3,9,1,1,,378,18,14,,,
"Suministro de electricidad, gas y agua (028)",27,,1,2,3,,,5,4,12,,,
"Construcción (029)",281,,3,1,2,,,17,183,75,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (030)",959,,4,16,1,670,,85,4,179,,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",72,,,2,,11,,56,2,1,,,
"Comercio al por mayor (032)",53,,1,2,,48,,,,2,,,
"Comercio al por menor (033)",834,,3,12,1,611,,29,2,176,,,
"Hoteles y restaurantes (034)",81,,,3,3,44,,,,31,,,
"Trans., almac. y comunicaciones (035)",496,1,1,6,9,1,,4,381,93,,,
"Intermediación financiera (036)",9,1,2,1,5,,,,,,,,
"Activid.inmobil., empres. y alquileres (037)",111,,17,23,29,18,,,2,22,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",355,21,18,20,152,9,,5,10,65,55,,
"Enseñanza (039)",805,26,759,1,11,,,,,8,,,
"Servicios sociales y de salud (040)",77,,22,42,3,5,,1,,4,,,
"Otras activ. serv.comun.soc y personales (041)",107,1,12,27,7,12,,2,2,44,,,
"Hogares privados con servicio doméstico (042)",58,,,,,,,,,58,,,
"Actividad economica no especificada (044)",351,,2,7,10,,,,,,,332,
"Desocupado (045)",583,,,,,,,,,,,,583
"Mujeres (046)",6403,13,682,71,105,925,1023,104,17,2960,1,293,209
"Agric., ganadería, caza y silvicultura (047)",2912,,,2,,1,1015,,,1894,,,
"Pesca (048)",58,,,,,,8,,,50,,,
"Industrias manufactureras (050)",111,,,1,,4,,98,8,,,,
"Suministro de electricidad, gas y agua (051)",1,,,,,,,,,1,,,
"Construcción (052)",5,,,,,,,,3,2,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (053)",887,,,4,,671,,2,,210,,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",6,,,,,5,,1,,,,,
"Comercio al por mayor (055)",20,,,1,,19,,,,,,,
"Comercio al por menor (056)",861,,,3,,647,,1,,210,,,
"Hoteles y restaurantes (057)",395,,,4,2,242,,,,147,,,
"Trans., almac. y comunicaciones (058)",19,,,2,2,,,,6,9,,,
"Intermediación financiera (059)",3,,,,2,,,,,1,,,
"Activid.inmobil., empres. y alquileres (060)",37,,2,3,11,,,,,21,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",93,7,3,5,54,,,1,,22,1,,
"Enseñanza (062)",686,6,661,8,7,,,,,4,,,
"Servicios sociales y de salud (063)",52,,13,32,,4,,,,3,,,
"Otras activ. serv.comun.soc y personales (064)",93,,3,9,1,3,,3,,74,,,
"Hogares privados con servicio doméstico (065)",520,,,,,,,,,520,,,
"Actividad economica no especificada (067)",322,,,1,26,,,,,2,,293,
"Desocupado (068)",209,,,,,,,,,,,,209
,,,,,,,,,,,,,
"URBANA (069)",12255,46,1206,210,332,1421,3333,522,582,3521,56,445,581
"Agric., ganadería, caza y silvicultura (070)",4872,,,10,,1,3200,,3,1658,,,
"Pesca (071)",630,,,,1,,133,,,496,,,
"Explotación de minas y canteras (072)",2,,,,1,,,1,,,,,
"Industrias manufactureras (073)",464,,3,10,1,5,,414,21,10,,,
"Suministro de electricidad, gas y agua (074)",28,,1,2,3,,,5,4,13,,,
"Construcción (075)",248,,3,1,1,,,15,167,61,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (076)",1579,,4,19,1,1115,,79,3,358,,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",71,,,2,,13,,53,2,1,,,
"Comercio al por mayor (078)",57,,1,2,,52,,,,2,,,
"Comercio al por menor (079)",1451,,3,15,1,1050,,26,1,355,,,
"Hoteles y restaurantes (080)",430,,,6,4,252,,,,168,,,
"Trans., almac. y comunicaciones (081)",487,1,1,6,11,1,,1,371,95,,,
"Intermediación financiera (082)",12,1,2,1,7,,,,,1,,,
"Activid.inmobil., empres. y alquileres (083)",145,,19,25,39,18,,,2,42,,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",425,24,20,23,200,9,,4,9,80,56,,
"Enseñanza (085)",1160,19,1105,6,18,,,,,12,,,
"Servicios sociales y de salud (086)",112,,33,62,3,7,,1,,6,,,
"Otras activ. serv.comun.soc y personales (087)",184,1,14,32,8,13,,2,2,112,,,
"Hogares privados con servicio doméstico (088)",407,,,,,,,,,407,,,
"Actividad economica no especificada (090)",489,,1,7,34,,,,,2,,445,
"Desocupado (091)",581,,,,,,,,,,,,581
"Hombres (092)",8212,35,635,149,228,605,2859,427,568,1967,55,266,418
"Agric., ganadería, caza y silvicultura (093)",3721,,,8,,,2730,,3,980,,,
"Pesca (094)",594,,,,1,,129,,,464,,,
"Explotación de minas y canteras (095)",2,,,,1,,,1,,,,,
"Industrias manufactureras (096)",362,,3,9,1,1,,323,15,10,,,
"Suministro de electricidad, gas y agua (097)",27,,1,2,3,,,5,4,12,,,
"Construcción (098)",245,,3,1,1,,,15,165,60,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (099)",777,,4,15,1,519,,77,3,158,,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",65,,,2,,8,,52,2,1,,,
"Comercio al por mayor (101)",40,,1,1,,36,,,,2,,,
"Comercio al por menor (102)",672,,3,12,1,475,,25,1,155,,,
"Hoteles y restaurantes (103)",77,,,2,2,43,,,,30,,,
"Trans., almac. y comunicaciones (104)",469,1,1,5,9,1,,1,365,86,,,
"Intermediación financiera (105)",9,1,2,1,5,,,,,,,,
"Activid.inmobil., empres. y alquileres (106)",108,,17,22,28,18,,,2,21,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",337,19,17,19,147,9,,4,9,58,55,,
"Enseñanza (108)",586,13,554,,11,,,,,8,,,
"Servicios sociales y de salud (109)",67,,21,34,3,4,,1,,4,,,
"Otras activ. serv.comun.soc y personales (110)",95,1,11,24,7,10,,,2,40,,,
"Hogares privados con servicio doméstico (111)",36,,,,,,,,,36,,,
"Actividad economica no especificada (113)",282,,1,7,8,,,,,,,266,
"Desocupado (114)",418,,,,,,,,,,,,418
"Mujeres (115)",4043,11,571,61,104,816,474,95,14,1554,1,179,163
"Agric., ganadería, caza y silvicultura (116)",1151,,,2,,1,470,,,678,,,
"Pesca (117)",36,,,,,,4,,,32,,,
"Industrias manufactureras (119)",102,,,1,,4,,91,6,,,,
"Suministro de electricidad, gas y agua (120)",1,,,,,,,,,1,,,
"Construcción (121)",3,,,,,,,,2,1,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (122)",802,,,4,,596,,2,,200,,,
"Venta, mant.y rep. veh.autom.y motoc. (123)",6,,,,,5,,1,,,,,
"Comercio al por mayor (124)",17,,,1,,16,,,,,,,
"Comercio al por menor (125)",779,,,3,,575,,1,,200,,,
"Hoteles y restaurantes (126)",353,,,4,2,209,,,,138,,,
"Trans., almac. y comunicaciones (127)",18,,,1,2,,,,6,9,,,
"Intermediación financiera (128)",3,,,,2,,,,,1,,,
"Activid.inmobil., empres. y alquileres (129)",37,,2,3,11,,,,,21,,,
"Admin.pub. y defensa; p. segur.soc.afil (130)",88,5,3,4,53,,,,,22,1,,
"Enseñanza (131)",574,6,551,6,7,,,,,4,,,
"Servicios sociales y de salud (132)",45,,12,28,,3,,,,2,,,
"Otras activ. serv.comun.soc y personales (133)",89,,3,8,1,3,,2,,72,,,
"Hogares privados con servicio doméstico (134)",371,,,,,,,,,371,,,
"Actividad economica no especificada (136)",207,,,,26,,,,,2,,179,
"Desocupado (137)",163,,,,,,,,,,,,163
,,,,,,,,,,,,,
"RURAL (138)",9267,17,321,28,11,264,4906,84,43,3202,,180,211
"Agric., ganadería, caza y silvicultura (139)",7278,,,1,,,4778,,1,2498,,,
"Pesca (140)",578,,,,,,128,,,450,,,
"Explotación de minas y canteras (141)",5,,1,,,,,4,,,,,
"Industrias manufactureras (142)",71,,,,,,,62,5,4,,,
"Construcción (144)",38,,,,1,,,2,19,16,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (145)",267,,,1,,226,,8,1,31,,,
"Venta, mant.y rep. veh.autom.y motoc. (146)",7,,,,,3,,4,,,,,
"Comercio al por mayor (147)",16,,,1,,15,,,,,,,
"Comercio al por menor (148)",244,,,,,208,,4,1,31,,,
