"CUADRO Nº 21: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia ANDAHUAYLAS (000)",43266,7392,8758,16483,756,7290,616,1971
"Agric., ganadería, caza y silvicultura (001)",23272,51,6733,9729,504,6255,,
"Pesca (002)",10,1,5,3,,1,,
"Explotación de minas y canteras (003)",65,11,40,11,2,1,,
"Industrias manufactureras (004)",1398,45,383,797,50,123,,
"Suministro de electricidad, gas y agua (005)",33,14,10,4,2,3,,
"Construcción (006)",1218,37,859,256,20,46,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",4416,546,54,3170,87,559,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",348,36,41,229,20,22,,
"Comercio al por mayor (009)",140,45,3,73,4,15,,
"Comercio al por menor (010)",3928,465,10,2868,63,522,,
"Hoteles y restaurantes (011)",1114,332,55,619,24,84,,
"Trans., almac. y comunicaciones (012)",1616,451,176,934,16,39,,
"Intermediación financiera (013)",91,89,,1,1,,,
"Activid.inmobil., empres. y alquileres (014)",571,391,12,146,18,4,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",1283,1035,248,,,,,
"Enseñanza (016)",3010,2892,,109,4,5,,
"Servicios sociales y de salud (017)",991,915,15,48,6,7,,
"Otras activ. serv.comun.soc y personales (018)",462,209,20,213,3,17,,
"Hogares privados con servicio doméstico (019)",616,,,,,,616,
"Organiz. y organos extraterritoriales (020)",1,1,,,,,,
"Actividad economica no especificada (021)",1128,372,148,443,19,146,,
"Desocupado (022)",1971,,,,,,,1971
"Hombres (023)",29077,4178,7369,11687,628,3683,38,1494
"Agric., ganadería, caza y silvicultura (024)",17532,50,5663,8079,442,3298,,
"Pesca (025)",8,1,4,2,,1,,
"Explotación de minas y canteras (026)",61,9,38,11,2,1,,
"Industrias manufactureras (027)",1091,35,331,600,41,84,,
"Suministro de electricidad, gas y agua (028)",27,12,7,3,2,3,,
"Construcción (029)",1163,34,815,251,20,43,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",1772,265,51,1245,61,150,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",319,28,40,214,20,17,,
"Comercio al por mayor (032)",79,29,2,38,3,7,,
"Comercio al por menor (033)",1374,208,9,993,38,126,,
"Hoteles y restaurantes (034)",268,126,9,104,12,17,,
"Trans., almac. y comunicaciones (035)",1501,369,167,915,16,34,,
"Intermediación financiera (036)",54,54,,,,,,
"Activid.inmobil., empres. y alquileres (037)",416,278,11,112,13,2,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",947,795,152,,,,,
"Enseñanza (039)",1604,1542,,59,2,1,,
"Servicios sociales y de salud (040)",345,301,4,34,4,2,,
"Otras activ. serv.comun.soc y personales (041)",222,115,8,94,3,2,,
"Hogares privados con servicio doméstico (042)",38,,,,,,38,
"Organiz. y organos extraterritoriales (043)",1,1,,,,,,
"Actividad economica no especificada (044)",533,191,109,178,10,45,,
"Desocupado (045)",1494,,,,,,,1494
"Mujeres (046)",14189,3214,1389,4796,128,3607,578,477
"Agric., ganadería, caza y silvicultura (047)",5740,1,1070,1650,62,2957,,
"Pesca (048)",2,,1,1,,,,
"Explotación de minas y canteras (049)",4,2,2,,,,,
"Industrias manufactureras (050)",307,10,52,197,9,39,,
"Suministro de electricidad, gas y agua (051)",6,2,3,1,,,,
"Construcción (052)",55,3,44,5,,3,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",2644,281,3,1925,26,409,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",29,8,1,15,,5,,
"Comercio al por mayor (055)",61,16,1,35,1,8,,
"Comercio al por menor (056)",2554,257,1,1875,25,396,,
"Hoteles y restaurantes (057)",846,206,46,515,12,67,,
"Trans., almac. y comunicaciones (058)",115,82,9,19,,5,,
"Intermediación financiera (059)",37,35,,1,1,,,
"Activid.inmobil., empres. y alquileres (060)",155,113,1,34,5,2,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",336,240,96,,,,,
"Enseñanza (062)",1406,1350,,50,2,4,,
"Servicios sociales y de salud (063)",646,614,11,14,2,5,,
"Otras activ. serv.comun.soc y personales (064)",240,94,12,119,,15,,
"Hogares privados con servicio doméstico (065)",578,,,,,,578,
"Actividad economica no especificada (067)",595,181,39,265,9,101,,
,,,,,,,,
"URBANA (068)",22426,6766,3465,8113,410,2216,498,958
"Agric., ganadería, caza y silvicultura (069)",6182,42,2063,2469,182,1426,,
"Pesca (070)",5,1,4,,,,,
"Explotación de minas y canteras (071)",39,9,21,7,2,,,
"Industrias manufactureras (072)",1013,40,266,606,45,56,,
"Suministro de electricidad, gas y agua (073)",23,11,9,1,2,,,
"Construcción (074)",807,35,561,186,13,12,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (075)",3888,500,45,2760,84,499,,
"Venta, mant.y rep. veh.autom.y motoc. (076)",314,30,33,211,19,21,,
"Comercio al por mayor (077)",131,43,3,68,4,13,,
"Comercio al por menor (078)",3443,427,9,2481,61,465,,
"Hoteles y restaurantes (079)",981,292,39,560,23,67,,
"Trans., almac. y comunicaciones (080)",1333,397,129,757,14,36,,
"Intermediación financiera (081)",89,87,,1,1,,,
"Activid.inmobil., empres. y alquileres (082)",546,373,10,142,17,4,,
"Admin.pub. y defensa; p. segur.soc.afil (083)",1099,912,187,,,,,
"Enseñanza (084)",2806,2723,,76,2,5,,
"Servicios sociales y de salud (085)",864,804,6,43,5,6,,
"Otras activ. serv.comun.soc y personales (086)",430,192,17,201,3,17,,
"Hogares privados con servicio doméstico (087)",498,,,,,,498,
"Organiz. y organos extraterritoriales (088)",1,1,,,,,,
"Actividad economica no especificada (089)",864,347,108,304,17,88,,
"Desocupado (090)",958,,,,,,,958
"Hombres (091)",13665,3789,2791,5040,314,1075,31,625
"Agric., ganadería, caza y silvicultura (092)",4695,41,1650,2047,145,812,,
"Pesca (093)",4,1,3,,,,,
"Explotación de minas y canteras (094)",36,7,20,7,2,,,
"Industrias manufactureras (095)",790,31,224,468,37,30,,
"Suministro de electricidad, gas y agua (096)",18,9,7,,2,,,
"Construcción (097)",758,32,519,182,13,12,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (098)",1573,231,42,1104,59,137,,
"Venta, mant.y rep. veh.autom.y motoc. (099)",289,22,32,200,19,16,,
"Comercio al por mayor (100)",74,27,2,35,3,7,,
"Comercio al por menor (101)",1210,182,8,869,37,114,,
"Hoteles y restaurantes (102)",249,118,6,98,12,15,,
"Trans., almac. y comunicaciones (103)",1221,318,120,738,14,31,,
"Intermediación financiera (104)",52,52,,,,,,
"Activid.inmobil., empres. y alquileres (105)",393,261,9,108,13,2,,
"Admin.pub. y defensa; p. segur.soc.afil (106)",801,698,103,,,,,
"Enseñanza (107)",1470,1423,,44,2,1,,
"Servicios sociales y de salud (108)",321,284,2,29,4,2,,
"Otras activ. serv.comun.soc y personales (109)",205,106,7,87,3,2,,
