"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
"Suministro de electricidad, gas y agua (115)",1,,,,1,,,,,,,
"Construcción (116)",29,,3,,3,,,1,9,13,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",1045,,4,23,3,733,,3,,279,,
"Venta, mant.y rep. veh.autom.y motoc. (118)",10,,,1,,8,,,,1,,
"Comercio al por mayor (119)",44,,3,5,,36,,,,,,
"Comercio al por menor (120)",991,,1,17,3,689,,3,,278,,
"Hoteles y restaurantes (121)",489,,,7,5,315,,,,162,,
"Trans., almac. y comunicaciones (122)",35,,,3,14,,,,3,15,,
"Intermediación financiera (123)",25,,4,3,18,,,,,,,
"Activid.inmobil., empres. y alquileres (124)",76,,11,10,43,,,1,1,10,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",111,3,12,9,68,1,,1,2,15,,
"Enseñanza (126)",717,3,697,3,10,,,,,4,,
"Servicios sociales y de salud (127)",123,,57,50,10,3,,1,,2,,
"Otras activ. serv.comun.soc y personales (128)",240,,10,7,9,19,,,,195,,
"Hogares privados con servicio doméstico (129)",446,,,,,,,,,446,,
"Actividad economica no especificada (131)",196,,,,1,,,,,,,195
,,,,,,,,,,,,
"RURAL (132)",23980,14,233,42,29,428,13080,917,435,8272,,530
"Agric., ganadería, caza y silvicultura (133)",20410,,1,1,,,13074,,4,7330,,
"Pesca (134)",6,,,,,,6,,,,,
"Explotación de minas y canteras (135)",314,,,,,,,195,4,115,,
"Industrias manufactureras (136)",780,,,2,,3,,693,72,10,,
"Suministro de electricidad, gas y agua (137)",11,,,,1,,,5,1,4,,
"Construcción (138)",572,,4,,,,,5,252,311,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",450,,,,,274,,17,3,156,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",21,,,,,3,,13,3,2,,
"Comercio al por mayor (141)",45,,,,,43,,,,2,,
"Comercio al por menor (142)",384,,,,,228,,4,,152,,
"Hoteles y restaurantes (143)",179,,1,2,1,143,,,,32,,
"Trans., almac. y comunicaciones (144)",170,,,,7,,,1,94,68,,
"Activid.inmobil., empres. y alquileres (146)",35,,,7,5,3,,1,2,17,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",59,8,1,3,11,1,,,1,34,,
"Enseñanza (148)",231,5,218,1,3,,,,1,3,,
"Servicios sociales y de salud (149)",30,,5,17,1,3,,,1,3,,
"Otras activ. serv.comun.soc y personales (150)",65,1,3,9,,1,,,,51,,
"Hogares privados con servicio doméstico (151)",136,,,,,,,,,136,,
"Actividad economica no especificada (153)",532,,,,,,,,,2,,530
"Hombres (154)",20597,9,118,23,22,185,12716,649,414,6335,,126
"Agric., ganadería, caza y silvicultura (155)",18386,,1,1,,,12710,,4,5670,,
"Pesca (156)",6,,,,,,6,,,,,
"Explotación de minas y canteras (157)",311,,,,,,,193,4,114,,
"Industrias manufactureras (158)",493,,,1,,2,,427,54,9,,
"Suministro de electricidad, gas y agua (159)",10,,,,1,,,5,1,3,,
"Construcción (160)",566,,4,,,,,5,250,307,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",278,,,,,165,,17,3,93,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",20,,,,,2,,13,3,2,,
"Comercio al por mayor (163)",41,,,,,39,,,,2,,
"Comercio al por menor (164)",217,,,,,124,,4,,89,,
"Hoteles y restaurantes (165)",19,,,1,1,13,,,,4,,
"Trans., almac. y comunicaciones (166)",165,,,,6,,,1,93,65,,
"Activid.inmobil., empres. y alquileres (168)",27,,,4,2,3,,1,2,15,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",49,6,1,2,9,1,,,1,29,,
"Enseñanza (170)",116,2,108,,2,,,,1,3,,
"Servicios sociales y de salud (171)",13,,2,6,1,1,,,1,2,,
"Otras activ. serv.comun.soc y personales (172)",25,1,2,8,,,,,,14,,
"Hogares privados con servicio doméstico (173)",5,,,,,,,,,5,,
"Actividad economica no especificada (175)",128,,,,,,,,,2,,126
"Mujeres (176)",3383,5,115,19,7,243,364,268,21,1937,,404
"Agric., ganadería, caza y silvicultura (177)",2024,,,,,,364,,,1660,,
"Explotación de minas y canteras (179)",3,,,,,,,2,,1,,
"Industrias manufactureras (180)",287,,,1,,1,,266,18,1,,
"Suministro de electricidad, gas y agua (181)",1,,,,,,,,,1,,
"Construcción (182)",6,,,,,,,,2,4,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",172,,,,,109,,,,63,,
"Venta, mant.y rep. veh.autom.y motoc. (184)",1,,,,,1,,,,,,
"Comercio al por mayor (185)",4,,,,,4,,,,,,
"Comercio al por menor (186)",167,,,,,104,,,,63,,
"Hoteles y restaurantes (187)",160,,1,1,,130,,,,28,,
"Trans., almac. y comunicaciones (188)",5,,,,1,,,,1,3,,
"Activid.inmobil., empres. y alquileres (190)",8,,,3,3,,,,,2,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",10,2,,1,2,,,,,5,,
"Enseñanza (192)",115,3,110,1,1,,,,,,,
"Servicios sociales y de salud (193)",17,,3,11,,2,,,,1,,
"Otras activ. serv.comun.soc y personales (194)",40,,1,1,,1,,,,37,,
"Hogares privados con servicio doméstico (195)",131,,,,,,,,,131,,
"Actividad economica no especificada (197)",404,,,,,,,,,,,404
