"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
,,,,,,,,,,,,
"Provincia SANCHEZ CARRION (000)",34771,61,1726,444,391,2150,14244,2071,1612,11121,93,858
"Agric., ganadería, caza y silvicultura (001)",22232,,6,12,,,14237,6,7,7964,,
"Pesca (002)",8,,,,,,7,,,1,,
"Explotación de minas y canteras (003)",772,,11,14,1,2,,420,24,300,,
"Industrias manufactureras (004)",1593,,3,25,,17,,1423,102,23,,
"Suministro de electricidad, gas y agua (005)",33,,,1,6,,,10,6,10,,
"Construcción (006)",1461,2,26,23,10,,,21,730,649,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",2462,,11,55,4,1550,,179,25,638,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",209,,1,8,,30,,146,14,10,,
"Comercio al por mayor (009)",163,,4,7,1,141,,,2,8,,
"Comercio al por menor (010)",2090,,6,40,3,1379,,33,9,620,,
"Hoteles y restaurantes (011)",767,1,4,15,11,503,,1,1,231,,
"Trans., almac. y comunicaciones (012)",955,,3,19,29,2,,1,676,225,,
"Intermediación financiera (013)",49,1,7,8,29,,,,,4,,
"Activid.inmobil., empres. y alquileres (014)",289,1,52,57,77,27,,4,13,58,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",518,34,39,36,164,15,,3,22,112,93,
"Enseñanza (016)",1526,20,1454,12,25,,,,3,12,,
"Servicios sociales y de salud (017)",231,1,83,105,20,6,,2,2,12,,
"Otras activ. serv.comun.soc y personales (018)",409,1,25,60,11,28,,1,1,282,,
"Hogares privados con servicio doméstico (019)",593,,,,,,,,,593,,
"Actividad economica no especificada (021)",873,,2,2,4,,,,,7,,858
"Hombres (022)",27532,50,812,308,199,829,13822,1657,1569,7934,93,259
"Agric., ganadería, caza y silvicultura (023)",20047,,6,12,,,13816,6,7,6200,,
"Pesca (024)",7,,,,,,6,,,1,,
"Explotación de minas y canteras (025)",761,,11,14,1,1,,415,24,295,,
"Industrias manufactureras (026)",1153,,2,22,,10,,1021,77,21,,
"Suministro de electricidad, gas y agua (027)",31,,,1,5,,,10,6,9,,
"Construcción (028)",1426,2,23,23,7,,,20,719,632,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",1245,,7,32,1,708,,176,25,296,,
"Venta, mant.y rep. veh.autom.y motoc. (030)",198,,1,7,,21,,146,14,9,,
"Comercio al por mayor (031)",115,,1,2,1,101,,,2,8,,
"Comercio al por menor (032)",932,,5,23,,586,,30,9,279,,
"Hoteles y restaurantes (033)",118,1,3,7,6,58,,1,1,41,,
"Trans., almac. y comunicaciones (034)",915,,3,16,14,2,,1,672,207,,
"Intermediación financiera (035)",24,1,3,5,11,,,,,4,,
"Activid.inmobil., empres. y alquileres (036)",205,1,41,44,31,27,,3,12,46,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",397,29,27,26,94,14,,2,20,92,93,
"Enseñanza (038)",694,14,647,8,14,,,,3,8,,
"Servicios sociales y de salud (039)",91,1,23,44,10,1,,1,2,9,,
"Otras activ. serv.comun.soc y personales (040)",129,1,14,52,2,8,,1,1,50,,
"Hogares privados con servicio doméstico (041)",16,,,,,,,,,16,,
"Actividad economica no especificada (043)",273,,2,2,3,,,,,7,,259
"Mujeres (044)",7239,11,914,136,192,1321,422,414,43,3187,,599
"Agric., ganadería, caza y silvicultura (045)",2185,,,,,,421,,,1764,,
"Pesca (046)",1,,,,,,1,,,,,
"Explotación de minas y canteras (047)",11,,,,,1,,5,,5,,
"Industrias manufactureras (048)",440,,1,3,,7,,402,25,2,,
"Suministro de electricidad, gas y agua (049)",2,,,,1,,,,,1,,
"Construcción (050)",35,,3,,3,,,1,11,17,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",1217,,4,23,3,842,,3,,342,,
"Venta, mant.y rep. veh.autom.y motoc. (052)",11,,,1,,9,,,,1,,
"Comercio al por mayor (053)",48,,3,5,,40,,,,,,
"Comercio al por menor (054)",1158,,1,17,3,793,,3,,341,,
"Hoteles y restaurantes (055)",649,,1,8,5,445,,,,190,,
"Trans., almac. y comunicaciones (056)",40,,,3,15,,,,4,18,,
"Intermediación financiera (057)",25,,4,3,18,,,,,,,
"Activid.inmobil., empres. y alquileres (058)",84,,11,13,46,,,1,1,12,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",121,5,12,10,70,1,,1,2,20,,
"Enseñanza (060)",832,6,807,4,11,,,,,4,,
"Servicios sociales y de salud (061)",140,,60,61,10,5,,1,,3,,
"Otras activ. serv.comun.soc y personales (062)",280,,11,8,9,20,,,,232,,
"Hogares privados con servicio doméstico (063)",577,,,,,,,,,577,,
"Actividad economica no especificada (065)",600,,,,1,,,,,,,599
,,,,,,,,,,,,
"URBANA (066)",10791,47,1493,402,362,1722,1164,1154,1177,2849,93,328
"Agric., ganadería, caza y silvicultura (067)",1822,,5,11,,,1163,6,3,634,,
"Pesca (068)",2,,,,,,1,,,1,,
"Explotación de minas y canteras (069)",458,,11,14,1,2,,225,20,185,,
"Industrias manufactureras (070)",813,,3,23,,14,,730,30,13,,
"Suministro de electricidad, gas y agua (071)",22,,,1,5,,,5,5,6,,
"Construcción (072)",889,2,22,23,10,,,16,478,338,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",2012,,11,55,4,1276,,162,22,482,,
"Venta, mant.y rep. veh.autom.y motoc. (074)",188,,1,8,,27,,133,11,8,,
"Comercio al por mayor (075)",118,,4,7,1,98,,,2,6,,
"Comercio al por menor (076)",1706,,6,40,3,1151,,29,9,468,,
"Hoteles y restaurantes (077)",588,1,3,13,10,360,,1,1,199,,
"Trans., almac. y comunicaciones (078)",785,,3,19,22,2,,,582,157,,
"Intermediación financiera (079)",49,1,7,8,29,,,,,4,,
"Activid.inmobil., empres. y alquileres (080)",254,1,52,50,72,24,,3,11,41,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",459,26,38,33,153,14,,3,21,78,93,
"Enseñanza (082)",1295,15,1236,11,22,,,,2,9,,
"Servicios sociales y de salud (083)",201,1,78,88,19,3,,2,1,9,,
"Otras activ. serv.comun.soc y personales (084)",344,,22,51,11,27,,1,1,231,,
"Hogares privados con servicio doméstico (085)",457,,,,,,,,,457,,
"Actividad economica no especificada (087)",341,,2,2,4,,,,,5,,328
"Hombres (088)",6935,41,694,285,177,644,1106,1008,1155,1599,93,133
"Agric., ganadería, caza y silvicultura (089)",1661,,5,11,,,1106,6,3,530,,
"Pesca (090)",1,,,,,,,,,1,,
"Explotación de minas y canteras (091)",450,,11,14,1,1,,222,20,181,,
"Industrias manufactureras (092)",660,,2,21,,8,,594,23,12,,
"Suministro de electricidad, gas y agua (093)",21,,,1,4,,,5,5,6,,
"Construcción (094)",860,2,19,23,7,,,15,469,325,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",967,,7,32,1,543,,159,22,203,,
"Venta, mant.y rep. veh.autom.y motoc. (096)",178,,1,7,,19,,133,11,7,,
"Comercio al por mayor (097)",74,,1,2,1,62,,,2,6,,
"Comercio al por menor (098)",715,,5,23,,462,,26,9,190,,
"Hoteles y restaurantes (099)",99,1,3,6,5,45,,1,1,37,,
"Trans., almac. y comunicaciones (100)",750,,3,16,8,2,,,579,142,,
"Intermediación financiera (101)",24,1,3,5,11,,,,,4,,
"Activid.inmobil., empres. y alquileres (102)",178,1,41,40,29,24,,2,10,31,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",348,23,26,24,85,13,,2,19,63,93,
"Enseñanza (104)",578,12,539,8,12,,,,2,5,,
"Servicios sociales y de salud (105)",78,1,21,38,9,,,1,1,7,,
"Otras activ. serv.comun.soc y personales (106)",104,,12,44,2,8,,1,1,36,,
"Hogares privados con servicio doméstico (107)",11,,,,,,,,,11,,
"Actividad economica no especificada (109)",145,,2,2,3,,,,,5,,133
"Mujeres (110)",3856,6,799,117,185,1078,58,146,22,1250,,195
"Agric., ganadería, caza y silvicultura (111)",161,,,,,,57,,,104,,
"Pesca (112)",1,,,,,,1,,,,,
"Explotación de minas y canteras (113)",8,,,,,1,,3,,4,,
"Industrias manufactureras (114)",153,,1,2,,6,,136,7,1,,
