"CUADRO Nº 10: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia UTCUBAMBA (000)",35569,29905,2345,1153,2166
"Hombres (001)",28964,24752,1935,846,1431
"Mujeres (002)",6605,5153,410,307,735
"De 06 a 14 años (003)",1068,973,65,23,7
"Hombres (004)",846,766,53,21,6
"Mujeres (005)",222,207,12,2,1
"De 15 a 29 años (006)",12913,11087,837,383,606
"Hombres (007)",10523,9175,686,293,369
"Mujeres (008)",2390,1912,151,90,237
"De 30 a 44 años (009)",11903,9470,901,480,1052
"Hombres (010)",9396,7673,710,319,694
"Mujeres (011)",2507,1797,191,161,358
"De 45 a 64 años (012)",7699,6510,457,250,482
"Hombres (013)",6417,5471,406,196,344
"Mujeres (014)",1282,1039,51,54,138
"De 65 y más años (015)",1986,1865,85,17,19
"Hombres (016)",1782,1667,80,17,18
"Mujeres (017)",204,198,5,,1
,,,,,
"URBANA (018)",16453,12499,1268,816,1870
"Hombres (019)",11933,9149,968,548,1268
"Mujeres (020)",4520,3350,300,268,602
"De 06 a 14 años (021)",395,345,38,11,1
"Hombres (022)",285,244,31,9,1
"Mujeres (023)",110,101,7,2,
"De 15 a 29 años (024)",5538,4386,423,234,495
"Hombres (025)",3986,3189,317,165,315
"Mujeres (026)",1552,1197,106,69,180
"De 30 a 44 años (027)",6071,4255,514,387,915
"Hombres (028)",4220,2993,371,238,618
"Mujeres (029)",1851,1262,143,149,297
"De 45 a 64 años (030)",3703,2834,251,176,442
"Hombres (031)",2819,2163,210,128,318
"Mujeres (032)",884,671,41,48,124
"De 65 y más años (033)",746,679,42,8,17
"Hombres (034)",623,560,39,8,16
"Mujeres (035)",123,119,3,,1
,,,,,
"RURAL (036)",19116,17406,1077,337,296
"Hombres (037)",17031,15603,967,298,163
"Mujeres (038)",2085,1803,110,39,133
"De 06 a 14 años (039)",673,628,27,12,6
"Hombres (040)",561,522,22,12,5
"Mujeres (041)",112,106,5,,1
"De 15 a 29 años (042)",7375,6701,414,149,111
"Hombres (043)",6537,5986,369,128,54
"Mujeres (044)",838,715,45,21,57
"De 30 a 44 años (045)",5832,5215,387,93,137
"Hombres (046)",5176,4680,339,81,76
"Mujeres (047)",656,535,48,12,61
"De 45 a 64 años (048)",3996,3676,206,74,40
"Hombres (049)",3598,3308,196,68,26
"Mujeres (050)",398,368,10,6,14
"De 65 y más años (051)",1240,1186,43,9,2
"Hombres (052)",1159,1107,41,9,2
"Mujeres (053)",81,79,2,,
