"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",4547,3,47,285,47,2031,,1193,134,807,,
"Venta, mant.y rep. veh.autom.y motoc. (096)",1242,1,18,55,11,87,,964,84,22,,
"Comercio al por mayor (097)",289,,6,38,9,172,,1,12,51,,
"Comercio al por menor (098)",3016,2,23,192,27,1772,,228,38,734,,
"Hoteles y restaurantes (099)",911,1,33,50,24,529,,,8,266,,
"Trans., almac. y comunicaciones (100)",4858,2,49,194,157,4,,118,3699,635,,
"Intermediación financiera (101)",87,2,2,17,59,,,,1,6,,
"Activid.inmobil., empres. y alquileres (102)",2995,6,395,464,227,881,,126,137,759,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",1104,15,60,62,177,161,,3,63,238,325,
"Enseñanza (104)",556,12,504,13,10,,,,,17,,
"Servicios sociales y de salud (105)",199,,99,64,5,1,,14,7,9,,
"Otras activ. serv.comun.soc y personales (106)",1152,2,96,200,48,81,,30,25,670,,
"Hogares privados con servicio doméstico (107)",49,,,,,,,,,49,,
"Actividad economica no especificada (109)",656,,4,27,17,,,,,2,,606
"Mujeres (110)",11374,27,1838,874,1113,3298,58,453,146,3036,13,518
"Agric., ganadería, caza y silvicultura (111)",30,,,,1,,13,,1,15,,
"Pesca (112)",111,,2,2,5,,45,1,1,55,,
"Explotación de minas y canteras (113)",114,,25,23,44,,,12,3,7,,
"Industrias manufactureras (114)",558,,11,41,18,12,,385,52,39,,
"Suministro de electricidad, gas y agua (115)",17,,,2,9,,,,1,5,,
"Construcción (116)",86,,9,8,17,,,10,20,22,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",3142,,41,159,64,2178,,28,3,669,,
"Venta, mant.y rep. veh.autom.y motoc. (118)",81,,3,9,12,33,,21,2,1,,
"Comercio al por mayor (119)",162,,6,26,9,119,,,,2,,
"Comercio al por menor (120)",2899,,32,124,43,2026,,7,1,666,,
"Hoteles y restaurantes (121)",1647,,35,59,60,923,,1,,569,,
"Trans., almac. y comunicaciones (122)",338,1,22,65,123,7,,2,46,72,,
"Intermediación financiera (123)",116,,13,31,69,,,,,3,,
"Activid.inmobil., empres. y alquileres (124)",857,3,157,184,323,38,,6,6,140,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",487,11,58,54,161,35,,3,11,141,13,
"Enseñanza (126)",1320,12,1264,5,33,,,,,6,,
"Servicios sociales y de salud (127)",395,,167,173,31,19,,,,5,,
"Otras activ. serv.comun.soc y personales (128)",695,,32,60,117,86,,5,2,393,,
"Hogares privados con servicio doméstico (129)",894,,,,,,,,,894,,
"Actividad economica no especificada (131)",567,,2,8,38,,,,,1,,518
,,,,,,,,,,,,
"RURAL (132)",1014,5,80,58,29,90,276,32,58,351,18,17
"Agric., ganadería, caza y silvicultura (133)",139,,,2,,,45,,,92,,
"Pesca (134)",330,,,,,,231,,3,96,,
"Explotación de minas y canteras (135)",10,,6,1,2,,,1,,,,
"Industrias manufactureras (136)",32,1,4,5,2,,,12,2,6,,
"Construcción (138)",70,,10,6,2,,,10,28,14,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",103,1,5,5,1,50,,8,4,29,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",11,,1,1,,2,,6,1,,,
"Comercio al por mayor (141)",12,1,,2,1,5,,,2,1,,
"Comercio al por menor (142)",80,,4,2,,43,,2,1,28,,
"Hoteles y restaurantes (143)",85,,7,8,7,30,,,2,31,,
"Trans., almac. y comunicaciones (144)",38,1,2,4,5,,,1,18,7,,
"Intermediación financiera (145)",10,1,6,1,2,,,,,,,
"Activid.inmobil., empres. y alquileres (146)",69,,17,19,2,7,,,1,23,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",25,1,2,1,2,,,,,1,18,
"Enseñanza (148)",12,,12,,,,,,,,,
"Servicios sociales y de salud (149)",10,,5,2,2,1,,,,,,
"Otras activ. serv.comun.soc y personales (150)",40,,3,4,2,2,,,,29,,
"Hogares privados con servicio doméstico (151)",23,,,,,,,,,23,,
"Actividad economica no especificada (153)",18,,1,,,,,,,,,17
"Hombres (154)",845,4,45,35,14,63,274,29,56,300,16,9
"Agric., ganadería, caza y silvicultura (155)",129,,,2,,,43,,,84,,
"Pesca (156)",329,,,,,,231,,3,95,,
"Explotación de minas y canteras (157)",9,,6,1,1,,,1,,,,
"Industrias manufactureras (158)",23,,3,4,1,,,9,1,5,,
"Construcción (160)",66,,8,5,2,,,10,27,14,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",79,1,4,2,,33,,8,4,27,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",10,,1,,,2,,6,1,,,
"Comercio al por mayor (163)",8,1,,1,,3,,,2,1,,
"Comercio al por menor (164)",61,,3,1,,28,,2,1,26,,
"Hoteles y restaurantes (165)",62,,4,7,4,21,,,2,24,,
"Trans., almac. y comunicaciones (166)",33,1,2,3,3,,,1,18,5,,
"Intermediación financiera (167)",3,1,2,,,,,,,,,
"Activid.inmobil., empres. y alquileres (168)",45,,9,9,1,7,,,1,18,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",20,1,2,,1,,,,,,16,
"Enseñanza (170)",2,,2,,,,,,,,,
"Servicios sociales y de salud (171)",3,,2,,,1,,,,,,
"Otras activ. serv.comun.soc y personales (172)",29,,,2,1,1,,,,25,,
"Hogares privados con servicio doméstico (173)",3,,,,,,,,,3,,
"Actividad economica no especificada (175)",10,,1,,,,,,,,,9
"Mujeres (176)",169,1,35,23,15,27,2,3,2,51,2,8
"Agric., ganadería, caza y silvicultura (177)",10,,,,,,2,,,8,,
"Pesca (178)",1,,,,,,,,,1,,
"Explotación de minas y canteras (179)",1,,,,1,,,,,,,
"Industrias manufactureras (180)",9,1,1,1,1,,,3,1,1,,
"Construcción (182)",4,,2,1,,,,,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",24,,1,3,1,17,,,,2,,
"Venta, mant.y rep. veh.autom.y motoc. (184)",1,,,1,,,,,,,,
"Comercio al por mayor (185)",4,,,1,1,2,,,,,,
"Comercio al por menor (186)",19,,1,1,,15,,,,2,,
"Hoteles y restaurantes (187)",23,,3,1,3,9,,,,7,,
"Trans., almac. y comunicaciones (188)",5,,,1,2,,,,,2,,
"Intermediación financiera (189)",7,,4,1,2,,,,,,,
"Activid.inmobil., empres. y alquileres (190)",24,,8,10,1,,,,,5,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",5,,,1,1,,,,,1,2,
"Enseñanza (192)",10,,10,,,,,,,,,
"Servicios sociales y de salud (193)",7,,3,2,2,,,,,,,
"Otras activ. serv.comun.soc y personales (194)",11,,3,2,1,1,,,,4,,
"Hogares privados con servicio doméstico (195)",20,,,,,,,,,20,,
"Actividad economica no especificada (197)",8,,,,,,,,,,,8
