"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (035)",852,20,301,228,213,90
"Ocupación no especificada (037)",269,,69,95,77,28
"Desocupado (038)",99,5,72,14,7,1
,,,,,,
"URBANA (039)",3195,28,748,1383,829,207
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",19,,1,11,7,
"Profes., científicos e intelectuales (041)",754,,80,469,203,2
"Técnicos de nivel medio y trab.asimilados (042)",105,1,33,47,20,4
"Jefes y empleados de oficina (043)",137,,30,63,43,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",398,4,91,156,118,29
"Agricult.trabaj. calif. agrop. y pesqueros (045)",427,,62,140,141,84
"Obreros y oper.minas, cant.,ind.manuf. y otros (046)",176,1,45,74,46,10
"Obreros construc., conf., papel, fab., instr. (047)",265,2,92,111,54,6
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (048)",629,18,223,194,137,57
"Otra (049)",54,,2,32,20,
"Ocupación no especificada (050)",102,,27,44,22,9
"Desocupado (051)",129,2,62,42,18,5
"Hombres (052)",2119,15,485,869,586,164
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",17,,1,9,7,
"Profes., científicos e intelectuales (054)",391,,40,224,126,1
"Técnicos de nivel medio y trab.asimilados (055)",58,1,22,25,9,1
"Jefes y empleados de oficina (056)",76,,14,35,26,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",177,2,34,69,58,14
"Agricult.trabaj. calif. agrop. y pesqueros (058)",401,,56,132,133,80
"Obreros y oper.minas, cant.,ind.manuf. y otros (059)",157,1,44,63,40,9
"Obreros construc., conf., papel, fab., instr. (060)",257,1,91,106,53,6
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (061)",389,8,124,126,88,43
"Otra (062)",54,,2,32,20,
"Ocupación no especificada (063)",46,,15,17,10,4
"Desocupado (064)",96,2,42,31,16,5
"Mujeres (065)",1076,13,263,514,243,43
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",2,,,2,,
"Profes., científicos e intelectuales (067)",363,,40,245,77,1
"Técnicos de nivel medio y trab.asimilados (068)",47,,11,22,11,3
"Jefes y empleados de oficina (069)",61,,16,28,17,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",221,2,57,87,60,15
"Agricult.trabaj. calif. agrop. y pesqueros (071)",26,,6,8,8,4
"Obreros y oper.minas, cant.,ind.manuf. y otros (072)",19,,1,11,6,1
"Obreros construc., conf., papel, fab., instr. (073)",8,1,1,5,1,
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (074)",240,10,99,68,49,14
"Ocupación no especificada (076)",56,,12,27,12,5
"Desocupado (077)",33,,20,11,2,
,,,,,,
"RURAL (078)",8558,115,2597,2643,2227,976
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",10,,1,4,5,
"Profes., científicos e intelectuales (080)",330,,36,188,103,3
"Técnicos de nivel medio y trab.asimilados (081)",38,,13,17,8,
"Jefes y empleados de oficina (082)",44,,14,21,8,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",130,1,27,57,38,7
"Agricult.trabaj. calif. agrop. y pesqueros (084)",4081,23,866,1322,1228,642
"Obreros y oper.minas, cant.,ind.manuf. y otros (085)",96,,33,42,18,3
"Obreros construc., conf., papel, fab., instr. (086)",71,,40,21,8,2
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (087)",2957,71,1232,756,644,254
"Otra (088)",1,,,,1,
"Ocupación no especificada (089)",298,,85,94,81,38
"Desocupado (090)",502,20,250,121,85,26
"Hombres (091)",7283,100,2206,2236,1890,851
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",8,,1,3,4,
"Profes., científicos e intelectuales (093)",184,,18,103,60,3
"Técnicos de nivel medio y trab.asimilados (094)",22,,9,6,7,
"Jefes y empleados de oficina (095)",30,,9,12,8,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (096)",66,1,12,31,16,6
"Agricult.trabaj. calif. agrop. y pesqueros (097)",3962,23,837,1286,1197,619
"Obreros y oper.minas, cant.,ind.manuf. y otros (098)",74,,25,34,13,2
"Obreros construc., conf., papel, fab., instr. (099)",70,,39,21,8,2
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (100)",2345,61,1030,596,480,178
"Otra (101)",1,,,,1,
"Ocupación no especificada (102)",85,,28,26,16,15
"Desocupado (103)",436,15,198,118,80,25
"Mujeres (104)",1275,15,391,407,337,125
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (105)",2,,,1,1,
"Profes., científicos e intelectuales (106)",146,,18,85,43,
"Técnicos de nivel medio y trab.asimilados (107)",16,,4,11,1,
"Jefes y empleados de oficina (108)",14,,5,9,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (109)",64,,15,26,22,1
"Agricult.trabaj. calif. agrop. y pesqueros (110)",119,,29,36,31,23
"Obreros y oper.minas, cant.,ind.manuf. y otros (111)",22,,8,8,5,1
"Obreros construc., conf., papel, fab., instr. (112)",1,,1,,,
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (113)",612,10,202,160,164,76
"Ocupación no especificada (115)",213,,57,68,65,23
"Desocupado (116)",66,5,52,3,5,1
