"CUADRO Nº 31: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,,
,,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,,DESOCU-PADO
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA",
,,,,,,,,,,,,,
"Provincia VICTOR FAJARDO (000)",8442,44,636,164,225,514,3030,433,412,2402,1,265,316
"Agric., ganadería, caza y silvicultura (001)",4688,,2,3,,,3027,1,3,1652,,,
"Pesca (002)",8,,,,,,3,,,5,,,
"Explotación de minas y canteras (003)",594,3,36,62,21,3,,286,88,95,,,
"Industrias manufactureras (004)",128,,,3,,,,111,12,2,,,
"Suministro de electricidad, gas y agua (005)",4,,,,,,,1,2,1,,,
"Construcción (006)",506,,10,2,3,,,14,218,259,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (007)",441,,,5,1,339,,15,1,80,,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",12,,,1,,2,,8,1,,,,
"Comercio al por mayor (009)",11,,,,,11,,,,,,,
"Comercio al por menor (010)",418,,,4,1,326,,7,,80,,,
"Hoteles y restaurantes (011)",222,,,5,,160,,,,57,,,
"Trans., almac. y comunicaciones (012)",103,,,1,4,,,,74,24,,,
"Intermediación financiera (013)",5,,2,1,1,,,,,1,,,
"Activid.inmobil., empres. y alquileres (014)",53,,12,8,9,4,,1,5,14,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",314,32,15,14,165,2,,3,7,75,1,,
"Enseñanza (016)",575,9,525,3,9,,,,,29,,,
"Servicios sociales y de salud (017)",114,,31,51,5,3,,1,2,21,,,
"Otras activ. serv.comun.soc y personales (018)",41,,1,6,2,3,,,,29,,,
"Hogares privados con servicio doméstico (019)",57,,,,,,,,,57,,,
"Actividad economica no especificada (021)",273,,2,,5,,,,,1,,265,
"Desocupado (022)",316,,,,,,,,,,,,316
"Hombres (023)",5678,32,409,122,145,124,2324,407,399,1395,1,95,225
"Agric., ganadería, caza y silvicultura (024)",3237,,2,3,,,2322,,3,907,,,
"Pesca (025)",7,,,,,,2,,,5,,,
"Explotación de minas y canteras (026)",576,3,34,61,16,2,,283,87,90,,,
"Industrias manufactureras (027)",100,,,1,,,,89,8,2,,,
"Suministro de electricidad, gas y agua (028)",4,,,,,,,1,2,1,,,
"Construcción (029)",462,,10,2,3,,,14,210,223,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (030)",158,,,4,1,100,,15,1,37,,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",11,,,1,,1,,8,1,,,,
"Comercio al por mayor (032)",9,,,,,9,,,,,,,
"Comercio al por menor (033)",138,,,3,1,90,,7,,37,,,
"Hoteles y restaurantes (034)",27,,,1,,16,,,,10,,,
"Trans., almac. y comunicaciones (035)",99,,,1,4,,,,74,20,,,
"Intermediación financiera (036)",2,,1,,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (037)",36,,9,6,4,4,,1,5,7,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",221,23,11,12,100,2,,3,7,62,1,,
"Enseñanza (039)",358,6,320,2,6,,,,,24,,,
"Servicios sociales y de salud (040)",52,,19,24,4,,,1,2,2,,,
"Otras activ. serv.comun.soc y personales (041)",11,,1,5,1,,,,,4,,,
"Actividad economica no especificada (044)",103,,2,,5,,,,,1,,95,
"Desocupado (045)",225,,,,,,,,,,,,225
"Mujeres (046)",2764,12,227,42,80,390,706,26,13,1007,,170,91
"Agric., ganadería, caza y silvicultura (047)",1451,,,,,,705,1,,745,,,
"Pesca (048)",1,,,,,,1,,,,,,
"Explotación de minas y canteras (049)",18,,2,1,5,1,,3,1,5,,,
"Industrias manufactureras (050)",28,,,2,,,,22,4,,,,
"Construcción (052)",44,,,,,,,,8,36,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (053)",283,,,1,,239,,,,43,,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",1,,,,,1,,,,,,,
"Comercio al por mayor (055)",2,,,,,2,,,,,,,
"Comercio al por menor (056)",280,,,1,,236,,,,43,,,
"Hoteles y restaurantes (057)",195,,,4,,144,,,,47,,,
"Trans., almac. y comunicaciones (058)",4,,,,,,,,,4,,,
"Intermediación financiera (059)",3,,1,1,,,,,,1,,,
"Activid.inmobil., empres. y alquileres (060)",17,,3,2,5,,,,,7,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",93,9,4,2,65,,,,,13,,,
"Enseñanza (062)",217,3,205,1,3,,,,,5,,,
"Servicios sociales y de salud (063)",62,,12,27,1,3,,,,19,,,
"Otras activ. serv.comun.soc y personales (064)",30,,,1,1,3,,,,25,,,
"Hogares privados con servicio doméstico (065)",57,,,,,,,,,57,,,
"Actividad economica no especificada (067)",170,,,,,,,,,,,170,
"Desocupado (068)",91,,,,,,,,,,,,91
,,,,,,,,,,,,,
"URBANA (069)",6577,42,550,152,207,470,2032,408,332,1939,1,209,235
"Agric., ganadería, caza y silvicultura (070)",3349,,1,2,,,2031,1,3,1311,,,
"Pesca (071)",4,,,,,,1,,,3,,,
"Explotación de minas y canteras (072)",573,3,36,62,21,3,,276,87,85,,,
"Industrias manufactureras (073)",110,,,3,,,,98,7,2,,,
"Suministro de electricidad, gas y agua (074)",4,,,,,,,1,2,1,,,
"Construcción (075)",364,,7,2,1,,,14,155,185,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (076)",411,,,5,1,317,,15,1,72,,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",12,,,1,,2,,8,1,,,,
"Comercio al por mayor (078)",8,,,,,8,,,,,,,
"Comercio al por menor (079)",391,,,4,1,307,,7,,72,,,
"Hoteles y restaurantes (080)",199,,,5,,138,,,,56,,,
"Trans., almac. y comunicaciones (081)",91,,,1,3,,,,66,21,,,
"Intermediación financiera (082)",5,,2,1,1,,,,,1,,,
"Activid.inmobil., empres. y alquileres (083)",49,,11,7,9,4,,,5,13,,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",277,31,13,13,151,2,,2,6,58,1,,
"Enseñanza (085)",499,8,451,3,8,,,,,29,,,
"Servicios sociales y de salud (086)",99,,26,45,5,3,,1,,19,,,
"Otras activ. serv.comun.soc y personales (087)",36,,1,3,2,3,,,,27,,,
"Hogares privados con servicio doméstico (088)",55,,,,,,,,,55,,,
"Actividad economica no especificada (090)",217,,2,,5,,,,,1,,209,
"Desocupado (091)",235,,,,,,,,,,,,235
"Hombres (092)",4338,30,353,116,128,108,1540,383,324,1100,1,79,176
"Agric., ganadería, caza y silvicultura (093)",2261,,1,2,,,1539,,3,716,,,
"Pesca (094)",4,,,,,,1,,,3,,,
"Explotación de minas y canteras (095)",555,3,34,61,16,2,,273,86,80,,,
"Industrias manufactureras (096)",84,,,1,,,,77,4,2,,,
"Suministro de electricidad, gas y agua (097)",4,,,,,,,1,2,1,,,
"Construcción (098)",333,,7,2,1,,,14,151,158,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (099)",140,,,4,1,88,,15,1,31,,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",11,,,1,,1,,8,1,,,,
"Comercio al por mayor (101)",6,,,,,6,,,,,,,
"Comercio al por menor (102)",123,,,3,1,81,,7,,31,,,
"Hoteles y restaurantes (103)",23,,,1,,12,,,,10,,,
"Trans., almac. y comunicaciones (104)",88,,,1,3,,,,66,18,,,
"Intermediación financiera (105)",2,,1,,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (106)",33,,8,6,4,4,,,5,6,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",185,22,9,11,87,2,,2,6,45,1,,
"Enseñanza (108)",310,5,274,2,5,,,,,24,,,
"Servicios sociales y de salud (109)",44,,16,22,4,,,1,,1,,,
"Otras activ. serv.comun.soc y personales (110)",9,,1,3,1,,,,,4,,,
"Actividad economica no especificada (113)",87,,2,,5,,,,,1,,79,
"Desocupado (114)",176,,,,,,,,,,,,176
"Mujeres (115)",2239,12,197,36,79,362,492,25,8,839,,130,59
"Agric., ganadería, caza y silvicultura (116)",1088,,,,,,492,1,,595,,,
"Explotación de minas y canteras (118)",18,,2,1,5,1,,3,1,5,,,
"Industrias manufactureras (119)",26,,,2,,,,21,3,,,,
"Construcción (121)",31,,,,,,,,4,27,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (122)",271,,,1,,229,,,,41,,,
"Venta, mant.y rep. veh.autom.y motoc. (123)",1,,,,,1,,,,,,,
"Comercio al por mayor (124)",2,,,,,2,,,,,,,
"Comercio al por menor (125)",268,,,1,,226,,,,41,,,
"Hoteles y restaurantes (126)",176,,,4,,126,,,,46,,,
"Trans., almac. y comunicaciones (127)",3,,,,,,,,,3,,,
"Intermediación financiera (128)",3,,1,1,,,,,,1,,,
"Activid.inmobil., empres. y alquileres (129)",16,,3,1,5,,,,,7,,,
"Admin.pub. y defensa; p. segur.soc.afil (130)",92,9,4,2,64,,,,,13,,,
"Enseñanza (131)",189,3,177,1,3,,,,,5,,,
"Servicios sociales y de salud (132)",55,,10,23,1,3,,,,18,,,
"Otras activ. serv.comun.soc y personales (133)",27,,,,1,3,,,,23,,,
"Hogares privados con servicio doméstico (134)",55,,,,,,,,,55,,,
"Actividad economica no especificada (136)",130,,,,,,,,,,,130,
"Desocupado (137)",59,,,,,,,,,,,,59
,,,,,,,,,,,,,
"RURAL (138)",1865,2,86,12,18,44,998,25,80,463,,56,81
"Agric., ganadería, caza y silvicultura (139)",1339,,1,1,,,996,,,341,,,
"Pesca (140)",4,,,,,,2,,,2,,,
"Explotación de minas y canteras (141)",21,,,,,,,10,1,10,,,
"Industrias manufactureras (142)",18,,,,,,,13,5,,,,
"Construcción (144)",142,,3,,2,,,,63,74,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (145)",30,,,,,22,,,,8,,,
"Comercio al por mayor (147)",3,,,,,3,,,,,,,
"Comercio al por menor (148)",27,,,,,19,,,,8,,,
"Hoteles y restaurantes (149)",23,,,,,22,,,,1,,,
"Trans., almac. y comunicaciones (150)",12,,,,1,,,,8,3,,,
"Activid.inmobil., empres. y alquileres (152)",4,,1,1,,,,1,,1,,,
"Admin.pub. y defensa; p. segur.soc.afil (153)",37,1,2,1,14,,,1,1,17,,,
"Enseñanza (154)",76,1,74,,1,,,,,,,,
"Servicios sociales y de salud (155)",15,,5,6,,,,,2,2,,,
"Otras activ. serv.comun.soc y personales (156)",5,,,3,,,,,,2,,,
