"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia OXAPAMPA (000)",76072,4115,9805,10702,8475,13716,11132,14682,3445
"Sin nivel (001)",11016,4115,1787,187,219,489,623,2249,1347
"Educación inicial (002)",1746,,1646,29,13,33,25,,
"Primaria (003)",34932,,6372,7704,2559,4822,4676,7144,1655
"Secundaria (004)",20598,,,2782,5206,5610,3508,3219,273
"Superior no univ. incompleto (005)",1914,,,,283,846,427,337,21
"Superior no univ. completo (006)",1944,,,,,742,676,487,39
"Superior univ. incompleto (007)",1337,,,,195,524,281,311,26
"Superior univ. completo (008)",2585,,,,,650,916,935,84
"Hombres (010)",40350,2063,5054,5497,4486,7285,5800,8152,2013
"Sin nivel (011)",4824,2063,962,91,110,172,207,696,523
"Educación inicial (012)",845,,803,17,4,14,7,,
"Primaria (013)",18721,,3289,4027,1371,2468,2321,4070,1175
"Secundaria (014)",11828,,,1362,2784,3261,2086,2138,197
"Superior no univ. incompleto (015)",1045,,,,130,436,241,222,16
"Superior no univ. completo (016)",898,,,,,343,287,247,21
"Superior univ. incompleto (017)",788,,,,87,297,169,216,19
"Superior univ. completo (018)",1401,,,,,294,482,563,62
"Mujeres (020)",35722,2052,4751,5205,3989,6431,5332,6530,1432
"Sin nivel (021)",6192,2052,825,96,109,317,416,1553,824
"Educación inicial (022)",901,,843,12,9,19,18,,
"Primaria (023)",16211,,3083,3677,1188,2354,2355,3074,480
"Secundaria (024)",8770,,,1420,2422,2349,1422,1081,76
"Superior no univ. incompleto (025)",869,,,,153,410,186,115,5
"Superior no univ. completo (026)",1046,,,,,399,389,240,18
"Superior univ. incompleto (027)",549,,,,108,227,112,95,7
"Superior univ. completo (028)",1184,,,,,356,434,372,22
,,,,,,,,,
"URBANA (030)",29079,1147,3132,3809,3433,5245,4698,6336,1279
"Sin nivel (031)",2353,1147,231,26,30,52,80,467,320
"Educación inicial (032)",761,,723,17,5,6,10,,
"Primaria (033)",9569,,2178,2256,439,739,1082,2218,657
"Secundaria (034)",10520,,,1510,2597,2435,1805,2004,169
"Superior no univ. incompleto (035)",1366,,,,210,591,295,257,13
