"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Explotación de minas y canteras (047)",4,1,,2,1,,,,
"Industrias manufactureras (048)",16,,,3,11,,2,,
"Construcción (050)",2,,,,,,,,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",196,11,,88,74,10,4,2,7
"Venta, mant.y rep. veh.autom.y motoc. (052)",5,,,1,3,,,,1
"Comercio al por mayor (053)",4,1,,,3,,,,
"Comercio al por menor (054)",187,10,,87,68,10,4,2,6
"Hoteles y restaurantes (055)",171,9,,99,54,6,1,1,1
"Trans., almac. y comunicaciones (056)",10,,,1,7,,2,,
"Intermediación financiera (057)",1,,,,,1,,,
"Activid.inmobil., empres. y de alquiler (058)",6,,,1,2,,,1,2
"Admin.pub. y defensa; p. segur.soc.afil (059)",24,,,3,6,2,8,2,3
"Enseñanza (060)",164,,,,1,10,62,4,87
"Servicios sociales y de salud (061)",47,,,,1,,15,5,26
"Otras activ. serv.comun.soc y personales (062)",30,3,,6,15,3,,1,2
"Hogares privados con servicio doméstico (063)",81,9,,42,29,,1,,
"Actividad economica no especificada (065)",128,19,1,66,33,3,5,1,
,,,,,,,,,
"URBANA (066)",2135,60,,743,822,89,178,58,185
"Agric., ganadería, caza y silvicultura (067)",800,30,,401,311,13,24,12,9
"Pesca (068)",6,,,6,,,,,
"Explotación de minas y canteras (069)",10,,,1,9,,,,
"Industrias manufactureras (070)",132,1,,47,70,6,3,3,2
"Construcción (072)",111,1,,30,59,9,3,2,7
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",301,6,,99,138,24,14,8,12
"Venta, mant.y rep. veh.autom.y motoc. (074)",31,,,8,14,3,3,1,2
"Comercio al por mayor (075)",13,1,,3,9,,,,
"Comercio al por menor (076)",257,5,,88,115,21,11,7,10
"Hoteles y restaurantes (077)",132,6,,67,45,7,3,3,1
"Trans., almac. y comunicaciones (078)",120,2,,20,79,2,6,6,5
"Intermediación financiera (079)",1,,,,,,,,1
"Activid.inmobil., empres. y de alquiler (080)",20,,,1,7,2,1,2,7
"Admin.pub. y defensa; p. segur.soc.afil (081)",149,1,,19,36,9,37,10,37
"Enseñanza (082)",145,,,,3,7,63,5,67
"Servicios sociales y de salud (083)",52,,,,1,2,18,3,28
"Otras activ. serv.comun.soc y personales (084)",41,3,,8,19,4,1,1,5
"Hogares privados con servicio doméstico (085)",50,2,,26,19,1,1,,1
"Actividad economica no especificada (087)",65,8,,18,26,3,4,3,3
"Hombres (088)",1526,25,,519,634,62,121,48,117
"Agric., ganadería, caza y silvicultura (089)",693,17,,338,283,10,24,12,9
"Pesca (090)",5,,,5,,,,,
"Explotación de minas y canteras (091)",10,,,1,9,,,,
"Industrias manufactureras (092)",118,1,,45,60,6,1,3,2
"Construcción (094)",109,1,,30,59,9,3,2,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",163,1,,44,80,16,10,7,5
"Venta, mant.y rep. veh.autom.y motoc. (096)",26,,,7,11,3,3,1,1
"Comercio al por mayor (097)",9,,,3,6,,,,
"Comercio al por menor (098)",128,1,,34,63,13,7,6,4
"Hoteles y restaurantes (099)",19,,,8,6,1,2,2,
"Trans., almac. y comunicaciones (100)",111,2,,19,73,2,4,6,5
"Intermediación financiera (101)",1,,,,,,,,1
"Activid.inmobil., empres. y de alquiler (102)",14,,,,5,2,1,1,5
"Admin.pub. y defensa; p. segur.soc.afil (103)",128,1,,16,33,7,29,8,34
"Enseñanza (104)",78,,,,2,4,38,3,31
"Servicios sociales y de salud (105)",25,,,,,2,8,2,13
"Otras activ. serv.comun.soc y personales (106)",15,,,4,6,1,1,,3
"Hogares privados con servicio doméstico (107)",17,1,,7,7,1,,,1
"Actividad economica no especificada (109)",20,1,,2,11,1,,2,3
"Mujeres (110)",609,35,,224,188,27,57,10,68
"Agric., ganadería, caza y silvicultura (111)",107,13,,63,28,3,,,
"Pesca (112)",1,,,1,,,,,
"Industrias manufactureras (114)",14,,,2,10,,2,,
"Construcción (116)",2,,,,,,,,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",138,5,,55,58,8,4,1,7
"Venta, mant.y rep. veh.autom.y motoc. (118)",5,,,1,3,,,,1
"Comercio al por mayor (119)",4,1,,,3,,,,
"Comercio al por menor (120)",129,4,,54,52,8,4,1,6
"Hoteles y restaurantes (121)",113,6,,59,39,6,1,1,1
"Trans., almac. y comunicaciones (122)",9,,,1,6,,2,,
"Activid.inmobil., empres. y de alquiler (124)",6,,,1,2,,,1,2
"Admin.pub. y defensa; p. segur.soc.afil (125)",21,,,3,3,2,8,2,3
"Enseñanza (126)",67,,,,1,3,25,2,36
"Servicios sociales y de salud (127)",27,,,,1,,10,1,15
"Otras activ. serv.comun.soc y personales (128)",26,3,,4,13,3,,1,2
"Hogares privados con servicio doméstico (129)",33,1,,19,12,,1,,
"Actividad economica no especificada (131)",45,7,,16,15,2,4,1,
,,,,,,,,,
"RURAL (132)",8453,606,11,5102,2294,104,135,43,158
"Agric., ganadería, caza y silvicultura (133)",7449,568,9,4713,2023,61,38,19,18
"Pesca (134)",3,2,,1,,,,,
"Explotación de minas y canteras (135)",69,3,1,35,26,3,,1,
"Industrias manufactureras (136)",62,1,,35,22,1,2,1,
"Suministro de electricidad, gas y agua (137)",2,,,,2,,,,
"Construcción (138)",55,,,17,30,5,1,1,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",147,6,,80,47,6,5,1,2
"Venta, mant.y rep. veh.autom.y motoc. (140)",10,,,2,4,1,3,,
"Comercio al por mayor (141)",6,,,4,1,,,,1
"Comercio al por menor (142)",131,6,,74,42,5,2,1,1
"Hoteles y restaurantes (143)",68,3,,44,19,1,,1,
"Trans., almac. y comunicaciones (144)",45,,,15,22,5,2,,1
"Intermediación financiera (145)",1,,,,,1,,,
"Activid.inmobil., empres. y de alquiler (146)",9,1,,1,2,,3,1,1
"Admin.pub. y defensa; p. segur.soc.afil (147)",28,,,6,15,1,1,2,3
"Enseñanza (148)",210,,,,3,16,74,11,106
"Servicios sociales y de salud (149)",35,,,,,,6,5,24
"Otras activ. serv.comun.soc y personales (150)",13,,,6,6,,1,,
"Hogares privados con servicio doméstico (151)",150,9,,87,52,2,,,
"Actividad economica no especificada (153)",107,13,1,62,25,2,2,,2
"Hombres (154)",7060,402,9,4279,2061,92,88,35,94
"Agric., ganadería, caza y silvicultura (155)",6436,395,8,4041,1864,60,34,18,16
"Pesca (156)",2,1,,1,,,,,
"Explotación de minas y canteras (157)",65,2,1,33,25,3,,1,
"Industrias manufactureras (158)",60,1,,34,21,1,2,1,
"Suministro de electricidad, gas y agua (159)",2,,,,2,,,,
"Construcción (160)",55,,,17,30,5,1,1,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",89,,,47,31,4,5,,2
"Venta, mant.y rep. veh.autom.y motoc. (162)",10,,,2,4,1,3,,
"Comercio al por mayor (163)",6,,,4,1,,,,1
"Comercio al por menor (164)",73,,,41,26,3,2,,1
"Hoteles y restaurantes (165)",10,,,4,4,1,,1,
"Trans., almac. y comunicaciones (166)",44,,,15,21,5,2,,1
"Activid.inmobil., empres. y de alquiler (168)",9,1,,1,2,,3,1,1
"Admin.pub. y defensa; p. segur.soc.afil (169)",25,,,6,12,1,1,2,3
"Enseñanza (170)",113,,,,3,9,37,9,55
"Servicios sociales y de salud (171)",15,,,,,,1,1,13
"Otras activ. serv.comun.soc y personales (172)",9,,,4,4,,1,,
"Hogares privados con servicio doméstico (173)",102,1,,64,35,2,,,
"Actividad economica no especificada (175)",24,1,,12,7,1,1,,2
"Mujeres (176)",1393,204,2,823,233,12,47,8,64
"Agric., ganadería, caza y silvicultura (177)",1013,173,1,672,159,1,4,1,2
"Pesca (178)",1,1,,,,,,,
"Explotación de minas y canteras (179)",4,1,,2,1,,,,
"Industrias manufactureras (180)",2,,,1,1,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",58,6,,33,16,2,,1,
"Comercio al por menor (186)",58,6,,33,16,2,,1,
"Hoteles y restaurantes (187)",58,3,,40,15,,,,
"Trans., almac. y comunicaciones (188)",1,,,,1,,,,
"Intermediación financiera (189)",1,,,,,1,,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",3,,,,3,,,,
"Enseñanza (192)",97,,,,,7,37,2,51
"Servicios sociales y de salud (193)",20,,,,,,5,4,11
"Otras activ. serv.comun.soc y personales (194)",4,,,2,2,,,,
"Hogares privados con servicio doméstico (195)",48,8,,23,17,,,,
"Actividad economica no especificada (197)",83,12,1,50,18,1,1,,
