"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
"Superior no univ. completo (036)",1249,,,,,387,425,413,24
"Superior univ. incompleto (037)",348,,,,27,127,84,108,2
"Superior univ. completo (038)",606,,,,,158,210,230,8
"Hombres (040)",17688,1072,2285,2789,2356,2696,2215,3419,856
"Sin nivel (041)",1422,1072,170,22,17,17,20,44,60
"Educación inicial (042)",550,,540,8,,2,,,
"Primaria (043)",7062,,1575,1965,376,447,542,1515,642
"Secundaria (044)",6793,,,794,1885,1645,1130,1216,123
"Superior no univ. incompleto (045)",540,,,,60,231,115,128,6
"Superior no univ. completo (046)",704,,,,,206,223,256,19
"Superior univ. incompleto (047)",221,,,,18,62,55,86,
"Superior univ. completo (048)",396,,,,,86,130,174,6
"Mujeres (050)",16499,1046,2133,2581,2161,2870,2291,2765,652
"Sin nivel (051)",1620,1046,157,25,16,34,31,131,180
"Educación inicial (052)",531,,517,4,2,4,4,,
"Primaria (053)",7406,,1459,1776,413,724,888,1715,431
"Secundaria (054)",5713,,,776,1667,1612,995,631,32
"Superior no univ. incompleto (055)",347,,,,54,178,62,53,
"Superior no univ. completo (056)",545,,,,,181,202,157,5
"Superior univ. incompleto (057)",127,,,,9,65,29,22,2
"Superior univ. completo (058)",210,,,,,72,80,56,2
,,,,,,,,,
"RURAL (060)",24938,1988,3779,3769,2696,4122,3101,4319,1164
"Sin nivel (061)",3310,1988,514,57,43,72,85,294,257
"Educación inicial (062)",758,,743,6,3,3,3,,
"Primaria (063)",15038,,2522,3171,1269,2095,1929,3183,869
"Secundaria (064)",5288,,,535,1371,1765,913,673,31
"Superior no univ. incompleto (065)",131,,,,8,50,35,34,4
"Superior no univ. completo (066)",234,,,,,87,80,66,1
"Superior univ. incompleto (067)",79,,,,2,29,22,25,1
"Superior univ. completo (068)",100,,,,,21,34,44,1
"Hombres (070)",13430,1013,1904,2002,1381,2132,1729,2544,725
"Sin nivel (071)",1533,1013,252,27,23,25,21,92,80
"Educación inicial (072)",415,,404,6,1,1,3,,
"Primaria (073)",7764,,1248,1668,626,880,941,1792,609
"Secundaria (074)",3348,,,301,723,1108,652,534,30
"Superior no univ. incompleto (075)",92,,,,7,33,24,24,4
"Superior no univ. completo (076)",148,,,,,49,50,49,
"Superior univ. incompleto (077)",63,,,,1,24,17,20,1
"Superior univ. completo (078)",67,,,,,12,21,33,1
"Mujeres (080)",11508,975,1875,1767,1315,1990,1372,1775,439
"Sin nivel (081)",1777,975,262,30,20,47,64,202,177
"Educación inicial (082)",343,,339,,2,2,,,
"Primaria (083)",7274,,1274,1503,643,1215,988,1391,260
"Secundaria (084)",1940,,,234,648,657,261,139,1
"Superior no univ. incompleto (085)",39,,,,1,17,11,10,
"Superior no univ. completo (086)",86,,,,,38,30,17,1
"Superior univ. incompleto (087)",16,,,,1,5,5,5,
"Superior univ. completo (088)",33,,,,,9,13,11,
