"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia REQUENA (000)",59125,4106,8197,9139,7213,9688,7607,10503,2672
"Sin nivel (001)",6352,4106,841,104,76,123,136,469,497
"Educación inicial (002)",1839,,1800,18,5,9,7,,
"Primaria (003)",29506,,5556,6912,2058,3266,3359,6413,1942
"Secundaria (004)",17794,,,2105,4923,5022,3038,2520,186
"Superior no univ. incompleto (005)",1018,,,,122,459,212,215,10
"Superior no univ. completo (006)",1483,,,,,474,505,479,25
"Superior univ. incompleto (007)",427,,,,29,156,106,133,3
"Superior univ. completo (008)",706,,,,,179,244,274,9
"Hombres (010)",31118,2085,4189,4791,3737,4828,3944,5963,1581
"Sin nivel (011)",2955,2085,422,49,40,42,41,136,140
"Educación inicial (012)",965,,944,14,1,3,3,,
"Primaria (013)",14826,,2823,3633,1002,1327,1483,3307,1251
"Secundaria (014)",10141,,,1095,2608,2753,1782,1750,153
"Superior no univ. incompleto (015)",632,,,,67,264,139,152,10
"Superior no univ. completo (016)",852,,,,,255,273,305,19
"Superior univ. incompleto (017)",284,,,,19,86,72,106,1
"Superior univ. completo (018)",463,,,,,98,151,207,7
"Mujeres (020)",28007,2021,4008,4348,3476,4860,3663,4540,1091
"Sin nivel (021)",3397,2021,419,55,36,81,95,333,357
"Educación inicial (022)",874,,856,4,4,6,4,,
"Primaria (023)",14680,,2733,3279,1056,1939,1876,3106,691
"Secundaria (024)",7653,,,1010,2315,2269,1256,770,33
"Superior no univ. incompleto (025)",386,,,,55,195,73,63,
"Superior no univ. completo (026)",631,,,,,219,232,174,6
"Superior univ. incompleto (027)",143,,,,10,70,34,27,2
"Superior univ. completo (028)",243,,,,,81,93,67,2
,,,,,,,,,
"URBANA (030)",34187,2118,4418,5370,4517,5566,4506,6184,1508
"Sin nivel (031)",3042,2118,327,47,33,51,51,175,240
"Educación inicial (032)",1081,,1057,12,2,6,4,,
"Primaria (033)",14468,,3034,3741,789,1171,1430,3230,1073
"Secundaria (034)",12506,,,1570,3552,3257,2125,1847,155
"Superior no univ. incompleto (035)",887,,,,114,409,177,181,6
