"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Técnicos de nivel medio ytrab.asimilados (039)",122,,,4,22,20,54,5,17
"Jefes y empleados de oficina (040)",224,,,,59,30,75,19,41
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",576,11,,131,276,56,51,26,25
"Agricult.trabaj. calif.agrop. y pesquros (042)",2318,85,,976,975,91,90,31,70
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",197,2,,38,95,14,27,7,14
"Obreros. construc., conf., papel, fab., instr (044)",286,1,,52,150,29,28,12,14
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",1845,69,1,663,890,88,82,20,32
"Otra (046)",44,,,,7,2,13,9,13
"Ocupación no especificada (047)",151,11,,48,59,8,7,4,14
"Hombres (048)",4024,37,,984,1739,252,407,139,466
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",57,,,3,16,6,6,7,19
"Profes., científicos e intelectuales (050)",432,,,,5,13,109,36,269
"Técnicos de nivel medio ytrab.asimilados (051)",72,,,,16,15,24,4,13
"Jefes y empleados de oficina (052)",123,,,,41,9,37,11,25
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",203,,,31,102,19,23,10,18
"Agricult.trabaj. calif.agrop. y pesquros (054)",1687,23,,632,792,82,75,26,57
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",169,1,,28,84,13,25,7,11
"Obreros. construc., conf., papel, fab., instr (056)",282,1,,51,148,29,28,11,14
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",903,11,,231,506,59,60,17,19
"Otra (058)",43,,,,7,1,13,9,13
"Ocupación no especificada (059)",53,1,,8,22,6,7,1,8
"Mujeres (060)",2594,142,1,931,822,115,256,64,263
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",13,,,,4,1,4,1,3
"Profes., científicos e intelectuales (062)",353,,,,3,9,117,26,198
"Técnicos de nivel medio ytrab.asimilados (063)",50,,,4,6,5,30,1,4
"Jefes y empleados de oficina (064)",101,,,,18,21,38,8,16
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",373,11,,100,174,37,28,16,7
"Agricult.trabaj. calif.agrop. y pesquros (066)",631,62,,344,183,9,15,5,13
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",28,1,,10,11,1,2,,3
"Obreros. construc., conf., papel, fab., instr (068)",4,,,1,2,,,1,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",942,58,1,432,384,29,22,3,13
"Otra (070)",1,,,,,1,,,
"Ocupación no especificada (071)",98,10,,40,37,2,,3,6
,,,,,,,,,
"RURAL (072)",6146,292,,1710,2619,439,510,167,409
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",12,,,3,3,1,1,2,2
"Profes., científicos e intelectuales (074)",221,,,,9,10,39,26,137
"Técnicos de nivel medio ytrab.asimilados (075)",196,,,3,19,71,54,16,33
"Jefes y empleados de oficina (076)",95,,,1,23,9,21,7,34
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",232,2,,51,97,18,36,16,12
"Agricult.trabaj. calif.agrop. y pesquros (078)",2073,147,,925,818,68,45,9,61
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",879,1,,82,515,76,135,30,40
"Obreros. construc., conf., papel, fab., instr (080)",453,5,,39,190,77,77,25,40
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",1857,123,,558,911,99,91,31,44
"Otra (082)",5,,,,1,,3,,1
"Ocupación no especificada (083)",123,14,,48,33,10,8,5,5
"Hombres (084)",4519,64,,1022,2132,387,436,149,329
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",8,,,2,2,,1,2,1
"Profes., científicos e intelectuales (086)",135,,,,2,1,18,20,94
"Técnicos de nivel medio ytrab.asimilados (087)",183,,,2,14,71,51,15,30
"Jefes y empleados de oficina (088)",76,,,1,18,4,16,7,30
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",116,,,17,49,9,19,14,8
"Agricult.trabaj. calif.agrop. y pesquros (090)",1492,39,,628,670,62,36,9,48
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",875,1,,81,513,76,135,30,39
"Obreros. construc., conf., papel, fab., instr (092)",422,3,,30,174,74,77,25,39
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",1167,21,,247,674,87,77,25,36
"Otra (094)",5,,,,1,,3,,1
"Ocupación no especificada (095)",40,,,14,15,3,3,2,3
"Mujeres (096)",1627,228,,688,487,52,74,18,80
"Miembros p.ejec. y leg.direct., adm.pub.y emp (097)",4,,,1,1,1,,,1
"Profes., científicos e intelectuales (098)",86,,,,7,9,21,6,43
"Técnicos de nivel medio ytrab.asimilados (099)",13,,,1,5,,3,1,3
"Jefes y empleados de oficina (100)",19,,,,5,5,5,,4
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",116,2,,34,48,9,17,2,4
"Agricult.trabaj. calif.agrop. y pesquros (102)",581,108,,297,148,6,9,,13
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",4,,,1,2,,,,1
"Obreros. construc., conf., papel, fab., instr (104)",31,2,,9,16,3,,,1
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",690,102,,311,237,12,14,6,8
"Ocupación no especificada (107)",83,14,,34,18,7,5,3,2
