"CUADRO Nº 17: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia CONCEPCION (000)",18961,2745,3914,8234,243,3562,263
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",54,51,,,3,,
"Profes., científicos e intelectuales (002)",1251,1063,,167,17,4,
"Técnicos de nivel medio y trab. asimilados (003)",537,314,,179,32,12,
"Jefes y empleados de oficina (004)",313,310,,1,,2,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",1715,356,21,1096,32,210,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",4955,2,4,4842,106,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",1213,,628,512,22,51,
"Obreros construc.,conf.,papel, fab., instr. (008)",1310,198,441,638,19,14,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",7055,290,2762,586,5,3149,263
"Otra (010)",75,75,,,,,
"Ocupación no especificada (011)",483,86,58,213,7,119,
"Hombres (012)",12466,1577,3006,5677,162,2021,23
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",46,43,,,3,,
"Profes., científicos e intelectuales (014)",627,501,,112,12,2,
"Técnicos de nivel medio y trab. asimilados (015)",349,191,,136,16,6,
"Jefes y empleados de oficina (016)",141,140,,1,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",648,209,10,367,17,45,
"Agricult.trabaj.calif.agrop.y pesqueros (018)",3893,1,1,3815,75,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",980,,548,384,17,31,
"Obreros construc.,conf.,papel, fab., instr. (020)",1289,196,438,625,18,12,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",4241,170,1973,172,1,1902,23
"Otra (022)",70,70,,,,,
"Ocupación no especificada (023)",182,56,36,65,3,22,
"Mujeres (024)",6495,1168,908,2557,81,1541,240
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",8,8,,,,,
"Profes., científicos e intelectuales (026)",624,562,,55,5,2,
"Técnicos de nivel medio y trab. asimilados (027)",188,123,,43,16,6,
"Jefes y empleados de oficina (028)",172,170,,,,2,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",1067,147,11,729,15,165,
"Agricult.trabaj.calif.agrop.y pesqueros (030)",1062,1,3,1027,31,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",233,,80,128,5,20,
"Obreros construc.,conf.,papel, fab., instr. (032)",21,2,3,13,1,2,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",2814,120,789,414,4,1247,240
"Otra (034)",5,5,,,,,
"Ocupación no especificada (035)",301,30,22,148,4,97,
,,,,,,,
"URBANA (036)",11123,2175,2053,4883,197,1608,207
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",46,43,,,3,,
"Profes., científicos e intelectuales (038)",1016,849,,150,13,4,
"Técnicos de nivel medio y trab. asimilados (039)",436,232,,163,29,12,
"Jefes y empleados de oficina (040)",264,261,,1,,2,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",1512,297,16,973,32,194,
"Agricult.trabaj.calif.agrop.y pesqueros (042)",2059,2,3,1980,73,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",835,,353,426,22,34,
"Obreros construc.,conf.,papel, fab., instr. (044)",957,117,282,530,17,11,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",3629,233,1365,524,5,1295,207
"Otra (046)",70,70,,,,,
"Ocupación no especificada (047)",299,71,34,136,3,55,
"Hombres (048)",6458,1181,1503,2921,132,703,18
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",39,36,,,3,,
"Profes., científicos e intelectuales (050)",495,380,,104,9,2,
"Técnicos de nivel medio y trab. asimilados (051)",276,132,,123,15,6,
"Jefes y empleados de oficina (052)",108,107,,1,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",559,167,9,329,17,37,
"Agricult.trabaj.calif.agrop.y pesqueros (054)",1392,1,1,1337,52,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",653,,290,324,17,22,
"Obreros construc.,conf.,papel, fab., instr. (056)",937,115,279,518,16,9,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",1817,131,908,149,1,610,18
"Otra (058)",65,65,,,,,
"Ocupación no especificada (059)",117,47,16,36,2,16,
"Mujeres (060)",4665,994,550,1962,65,905,189
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",7,7,,,,,
"Profes., científicos e intelectuales (062)",521,469,,46,4,2,
"Técnicos de nivel medio y trab. asimilados (063)",160,100,,40,14,6,
"Jefes y empleados de oficina (064)",156,154,,,,2,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",953,130,7,644,15,157,
"Agricult.trabaj.calif.agrop.y pesqueros (066)",667,1,2,643,21,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",182,,63,102,5,12,
"Obreros construc.,conf.,papel, fab., instr. (068)",20,2,3,12,1,2,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",1812,102,457,375,4,685,189
"Otra (070)",5,5,,,,,
"Ocupación no especificada (071)",182,24,18,100,1,39,
,,,,,,,
"RURAL (072)",7838,570,1861,3351,46,1954,56
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",8,8,,,,,
"Profes., científicos e intelectuales (074)",235,214,,17,4,,
"Técnicos de nivel medio y trab. asimilados (075)",101,82,,16,3,,
"Jefes y empleados de oficina (076)",49,49,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",203,59,5,123,,16,
"Agricult.trabaj.calif.agrop.y pesqueros (078)",2896,,1,2862,33,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",378,,275,86,,17,
"Obreros construc.,conf.,papel, fab., instr. (080)",353,81,159,108,2,3,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",3426,57,1397,62,,1854,56
"Otra (082)",5,5,,,,,
"Ocupación no especificada (083)",184,15,24,77,4,64,
"Hombres (084)",6008,396,1503,2756,30,1318,5
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",7,7,,,,,
"Profes., científicos e intelectuales (086)",132,121,,8,3,,
"Técnicos de nivel medio y trab. asimilados (087)",73,59,,13,1,,
"Jefes y empleados de oficina (088)",33,33,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",89,42,1,38,,8,
"Agricult.trabaj.calif.agrop.y pesqueros (090)",2501,,,2478,23,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",327,,258,60,,9,
"Obreros construc.,conf.,papel, fab., instr. (092)",352,81,159,107,2,3,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",2424,39,1065,23,,1292,5
"Otra (094)",5,5,,,,,
"Ocupación no especificada (095)",65,9,20,29,1,6,
"Mujeres (096)",1830,174,358,595,16,636,51
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",1,1,,,,,
