"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia HUAYTARA (000)",8037,28129,24471,,374,87,1.3
"De 12 a 14 años (001)",686,5,5,,1,100,20
"De 15 a 19 años (002)",869,147,144,45,98,30.6,
"De 20 a 24 años (003)",786,852,829,93,97.3,10.9,
"De 25 a 29 años (004)",663,1236,1182,84,95.6,6.8,
"De 30 a 34 años (005)",687,2049,1943,72,94.8,3.5,
"De 35 a 39 años (006)",648,2455,2295,56,93.5,2.3,
"De 40 a 44 años (007)",584,2751,2496,21,90.7,0.8,
"De 45 a 49 años (008)",526,2859,2534,2,88.6,0.1,
"De 50 y más años (009)",2588,15775,13043,,82.7,,
"Conviviente (010)",1764,5343,5008,211,93.7,3.9,
"De 12 a 14 años (011)",8,3,3,1,100,33.3,
"De 15 a 19 años (012)",123,83,82,24,98.8,28.9,
"De 20 a 24 años (013)",354,516,506,63,98.1,12.2,
"De 25 a 29 años (014)",310,657,638,55,97.1,8.4,
"De 30 a 34 años (015)",303,982,946,41,96.3,4.2,
"De 35 a 39 años (016)",220,825,790,19,95.8,2.3,
"De 40 a 44 años (017)",152,675,645,8,95.6,1.2,
"De 45 a 49 años (018)",82,452,399,,88.3,,
"De 50 y más años (019)",212,1150,999,,86.9,,
"Separado(a) (020)",335,969,899,24,92.8,2.5,
"De 15 a 19 años (022)",13,15,15,3,100,20,
"De 20 a 24 años (023)",55,87,84,7,96.6,8,
"De 25 a 29 años (024)",41,70,69,4,98.6,5.7,
"De 30 a 34 años (025)",35,81,79,4,97.5,4.9,
"De 35 a 39 años (026)",47,128,125,6,97.7,4.7,
"De 40 a 44 años (027)",27,101,93,,92.1,,
"De 45 a 49 años (028)",28,100,89,,89,,
"De 50 y más años (029)",89,387,345,,89.1,,
"Casado(a) (030)",2854,15813,13627,103,86.2,0.7,
"De 12 a 14 años (031)",2,1,1,,100,,
"De 15 a 19 años (032)",9,4,4,2,100,50,
"De 20 a 24 años (033)",84,147,141,14,95.9,9.5,
"De 25 a 29 años (034)",156,412,383,20,93,4.9,
"De 30 a 34 años (035)",241,889,822,26,92.5,2.9,
"De 35 a 39 años (036)",307,1358,1243,27,91.5,2,
"De 40 a 44 años (037)",339,1810,1603,12,88.6,0.7,
"De 45 a 49 años (038)",329,2012,1779,2,88.4,0.1,
