"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia CARAVELI (000)",11831,29304,27330,,539,93.3,1.8
"De 12 a 14 años (001)",1049,6,5,,,83.3,
"De 15 a 19 años (002)",1412,238,230,63,96.6,26.5,
"De 20 a 24 años (003)",1529,1298,1277,163,98.4,12.6,
"De 25 a 29 años (004)",1398,2114,2073,124,98.1,5.9,
"De 30 a 34 años (005)",1311,2784,2730,104,98.1,3.7,
"De 35 a 39 años (006)",1159,3355,3237,58,96.5,1.7,
"De 40 a 44 años (007)",915,3296,3150,25,95.6,0.8,
"De 45 a 49 años (008)",715,3054,2894,2,94.8,0.1,
"De 50 y más años (009)",2343,13159,11734,,89.2,,
"Conviviente (010)",4590,12195,11670,412,95.7,3.4,
"De 12 a 14 años (011)",8,3,2,,66.7,,
"De 15 a 19 años (012)",268,178,170,48,95.5,27,
"De 20 a 24 años (013)",863,1010,997,134,98.7,13.3,
"De 25 a 29 años (014)",902,1584,1555,95,98.2,6,
"De 30 a 34 años (015)",790,1926,1895,72,98.4,3.7,
"De 35 a 39 años (016)",647,2071,1997,44,96.4,2.1,
"De 40 a 44 años (017)",395,1569,1507,17,96,1.1,
"De 45 a 49 años (018)",267,1209,1150,2,95.1,0.2,
"De 50 y más años (019)",450,2645,2397,,90.6,,
"Separado(a) (020)",506,1913,1773,16,92.7,0.8,
"De 12 a 14 años (021)",1,,,,,,
"De 15 a 19 años (022)",11,9,9,2,100,22.2,
"De 20 a 24 años (023)",41,58,54,2,93.1,3.4,
"De 25 a 29 años (024)",57,101,99,6,98,5.9,
"De 30 a 34 años (025)",69,147,143,5,97.3,3.4,
"De 35 a 39 años (026)",62,180,176,,97.8,,
"De 40 a 44 años (027)",59,237,229,1,96.6,0.4,
"De 45 a 49 años (028)",52,243,224,,92.2,,
"De 50 y más años (029)",154,938,839,,89.4,,
"Casado(a) (030)",2560,10969,10094,67,92,0.6,
"De 15 a 19 años (032)",7,7,7,,100,,
"De 20 a 24 años (033)",83,104,102,12,98.1,11.5,
"De 25 a 29 años (034)",151,270,262,14,97,5.2,
"De 30 a 34 años (035)",249,552,542,20,98.2,3.6,
"De 35 a 39 años (036)",326,960,922,14,96,1.5,
"De 40 a 44 años (037)",347,1264,1202,7,95.1,0.6,
"De 45 a 49 años (038)",305,1408,1334,,94.7,,
