"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Miembros p.ejec. y leg.direct., adm.pub.y emp (037)",111,,,4,21,1,4,7,74
"Profes., científicos e intelectuales (038)",5079,,,,46,90,467,282,4194
"Técnicos de nivel medio ytrab.asimilados (039)",2111,2,,42,378,216,552,271,650
"Jefes y empleados de oficina (040)",1931,,,9,321,136,339,282,844
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",4846,108,,734,2297,311,395,428,573
"Agricult.trabaj. calif.agrop. y pesquros (042)",2903,199,6,1345,1177,50,36,38,52
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",5740,44,6,485,3104,464,723,395,519
"Obreros. construc., conf., papel, fab., instr (044)",5051,30,2,571,3118,359,304,354,313
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",8002,381,11,1937,4229,391,307,373,373
"Otra (046)",85,,,,15,9,32,11,18
"Ocupación no especificada (047)",1666,55,4,285,776,117,104,95,230
"Hombres (048)",26318,334,23,3519,12142,1592,2142,1843,4723
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",83,,,4,15,,4,7,53
"Profes., científicos e intelectuales (050)",2694,,,,27,49,193,173,2252
"Técnicos de nivel medio ytrab.asimilados (051)",1493,,,23,304,164,343,206,453
"Jefes y empleados de oficina (052)",1016,,,7,198,64,131,156,460
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",2127,13,,216,1108,143,144,214,289
"Agricult.trabaj. calif.agrop. y pesquros (054)",2524,141,4,1168,1064,40,25,36,46
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",5435,32,5,441,2958,438,696,376,489
"Obreros. construc., conf., papel, fab., instr (056)",4948,25,2,560,3065,350,296,344,306
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",4884,114,9,960,2857,258,211,250,225
"Otra (058)",84,,,,15,9,31,11,18
"Ocupación no especificada (059)",1030,9,3,140,531,77,68,70,132
"Mujeres (060)",11207,485,6,1893,3340,552,1121,693,3117
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",28,,,,6,1,,,21
"Profes., científicos e intelectuales (062)",2385,,,,19,41,274,109,1942
"Técnicos de nivel medio ytrab.asimilados (063)",618,2,,19,74,52,209,65,197
"Jefes y empleados de oficina (064)",915,,,2,123,72,208,126,384
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",2719,95,,518,1189,168,251,214,284
"Agricult.trabaj. calif.agrop. y pesquros (066)",379,58,2,177,113,10,11,2,6
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",305,12,1,44,146,26,27,19,30
"Obreros. construc., conf., papel, fab., instr (068)",103,5,,11,53,9,8,10,7
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",3118,267,2,977,1372,133,96,123,148
"Otra (070)",1,,,,,,1,,
"Ocupación no especificada (071)",636,46,1,145,245,40,36,25,98
,,,,,,,,,
"RURAL (072)",11494,759,13,3863,5204,377,517,212,549
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",7,,,,1,1,1,,4
"Profes., científicos e intelectuales (074)",324,,,,3,14,23,17,267
"Técnicos de nivel medio ytrab.asimilados (075)",211,,,3,36,13,90,13,56
"Jefes y empleados de oficina (076)",150,,,,37,7,33,13,60
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",335,11,2,67,173,44,19,9,10
"Agricult.trabaj. calif.agrop. y pesquros (078)",4574,471,2,2254,1697,46,29,36,39
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",946,4,,72,583,63,151,32,41
"Obreros. construc., conf., papel, fab., instr (080)",879,10,1,102,577,65,82,24,18
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",3703,228,8,1240,1942,107,79,57,42
"Otra (082)",2,,,,,,1,,1
"Ocupación no especificada (083)",363,35,,125,155,17,9,11,11
"Hombres (084)",9445,446,7,3086,4548,324,433,174,427
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",5,,,,1,1,1,,2
"Profes., científicos e intelectuales (086)",207,,,,,5,8,11,183
"Técnicos de nivel medio ytrab.asimilados (087)",178,,,3,32,12,70,10,51
"Jefes y empleados de oficina (088)",113,,,,29,4,19,11,50
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",172,,1,28,89,31,12,5,6
"Agricult.trabaj. calif.agrop. y pesquros (090)",4051,339,2,2020,1560,39,25,31,35
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",906,2,,66,565,59,146,28,40
"Obreros. construc., conf., papel, fab., instr (092)",866,10,,98,573,65,79,23,18
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",2763,88,4,816,1612,96,68,46,33
"Otra (094)",2,,,,,,1,,1
"Ocupación no especificada (095)",182,7,,55,87,12,4,9,8
"Mujeres (096)",2049,313,6,777,656,53,84,38,122
"Miembros p.ejec. y leg.direct., adm.pub.y emp (097)",2,,,,,,,,2
"Profes., científicos e intelectuales (098)",117,,,,3,9,15,6,84
"Técnicos de nivel medio ytrab.asimilados (099)",33,,,,4,1,20,3,5
"Jefes y empleados de oficina (100)",37,,,,8,3,14,2,10
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",163,11,1,39,84,13,7,4,4
"Agricult.trabaj. calif.agrop. y pesquros (102)",523,132,,234,137,7,4,5,4
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",40,2,,6,18,4,5,4,1
"Obreros. construc., conf., papel, fab., instr (104)",13,,1,4,4,,3,1,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",940,140,4,424,330,11,11,11,9
"Ocupación no especificada (107)",181,28,,70,68,5,5,2,3
