"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Sin nivel (031)",42,,3,10,24,5
"Educación inicial (032)",3,,2,1,,
"Primaria (033)",250,3,29,81,105,32
"Secundaria (034)",588,4,283,190,103,8
"Superior no univ. incompleta (035)",154,,85,43,25,1
"Superior no univ. completa (036)",214,,122,63,26,3
"Superior univ. incompleta (037)",75,,37,21,17,
"Superior univ. completa (038)",104,,32,50,20,2
"No PEA (040)",24585,8214,6523,3187,3245,3416
"Sin nivel (041)",1414,116,77,197,389,635
"Educación inicial (042)",631,613,15,3,,
"Primaria (043)",8795,5455,370,557,941,1472
"Secundaria (044)",8333,2030,3632,1169,904,598
"Superior no univ. incompleta (045)",1673,,1104,279,167,123
"Superior no univ. completa (046)",1841,,554,579,425,283
"Superior univ. incompleta (047)",980,,623,136,136,85
"Superior univ. completa (048)",918,,148,267,283,220
,,,,,,
"URBANA (060)",42846,7634,11517,10487,8792,4416
"Sin nivel (061)",1954,110,95,388,680,681
"Educación inicial (062)",609,572,30,7,,
"Primaria (063)",11467,5035,673,1580,2395,1784
"Secundaria (064)",15102,1917,5918,3835,2681,751
"Superior no univ. incompleta (065)",3475,,1808,965,535,167
"Superior no univ. completa (066)",5076,,1605,2104,1050,317
"Superior univ. incompleta (067)",1819,,871,478,360,110
"Superior univ. completa (068)",3344,,517,1130,1091,606
"PEA (070)",20071,110,5480,7537,5750,1194
"Sin nivel (071)",697,1,29,221,332,114
"Educación inicial (072)",22,3,15,4,,
"Primaria (073)",3411,45,340,1092,1530,404
"Secundaria (074)",7367,61,2571,2741,1823,171
"Superior no univ. incompleta (075)",1911,,780,705,378,48
"Superior no univ. completa (076)",3319,,1087,1549,640,43
"Superior univ. incompleta (077)",880,,282,344,229,25
"Superior univ. completa (078)",2464,,376,881,818,389
"Ocupada (080)",18750,103,4924,7123,5453,1147
"Sin nivel (081)",659,1,26,211,312,109
"Educación inicial (082)",19,3,13,3,,
"Primaria (083)",3188,42,314,1026,1431,375
"Secundaria (084)",6818,57,2309,2565,1724,163
"Superior no univ. incompleta (085)",1763,,700,663,353,47
"Superior no univ. completa (086)",3121,,973,1490,617,41
"Superior univ. incompleta (087)",810,,245,328,212,25
"Superior univ. completa (088)",2372,,344,837,804,387
"Desocupada (090)",1321,7,556,414,297,47
"Sin nivel (091)",38,,3,10,20,5
"Educación inicial (092)",3,,2,1,,
"Primaria (093)",223,3,26,66,99,29
"Secundaria (094)",549,4,262,176,99,8
"Superior no univ. incompleta (095)",148,,80,42,25,1
"Superior no univ. completa (096)",198,,114,59,23,2
"Superior univ. incompleta (097)",70,,37,16,17,
"Superior univ. completa (098)",92,,32,44,14,2
"No PEA (100)",22775,7524,6037,2950,3042,3222
"Sin nivel (101)",1257,109,66,167,348,567
"Educación inicial (102)",587,569,15,3,,
"Primaria (103)",8056,4990,333,488,865,1380
"Secundaria (104)",7735,1856,3347,1094,858,580
"Superior no univ. incompleta (105)",1564,,1028,260,157,119
"Superior no univ. completa (106)",1757,,518,555,410,274
"Superior univ. incompleta (107)",939,,589,134,131,85
"Superior univ. completa (108)",880,,141,249,273,217
,,,,,,
"RURAL (120)",4440,725,1247,1180,883,405
"Sin nivel (121)",340,7,20,94,126,93
"Educación inicial (122)",48,46,,2,,
"Primaria (123)",1371,485,117,260,296,213
"Secundaria (124)",1580,187,684,416,237,56
"Superior no univ. incompleta (125)",302,,184,63,45,10
"Superior no univ. completa (126)",412,,142,185,67,18
"Superior univ. incompleta (127)",153,,56,49,41,7
"Superior univ. completa (128)",234,,44,111,71,8
"PEA (130)",2630,35,761,943,680,211
"Sin nivel (131)",183,,9,64,85,25
"Educación inicial (132)",4,2,,2,,
"Primaria (133)",632,20,80,191,220,121
"Secundaria (134)",982,13,399,341,191,38
"Superior no univ. incompleta (135)",193,,108,44,35,6
"Superior no univ. completa (136)",328,,106,161,52,9
"Superior univ. incompleta (137)",112,,22,47,36,7
"Superior univ. completa (138)",196,,37,93,61,5
"Ocupada (140)",2521,35,724,898,657,207
"Sin nivel (141)",179,,9,64,81,25
"Educación inicial (142)",4,2,,2,,
"Primaria (143)",605,20,77,176,214,118
"Secundaria (144)",943,13,378,327,187,38
"Superior no univ. incompleta (145)",187,,103,43,35,6
"Superior no univ. completa (146)",312,,98,157,49,8
"Superior univ. incompleta (147)",107,,22,42,36,7
"Superior univ. completa (148)",184,,37,87,55,5
"Desocupada (150)",109,,37,45,23,4
"Sin nivel (151)",4,,,,4,
"Primaria (153)",27,,3,15,6,3
"Secundaria (154)",39,,21,14,4,
"Superior no univ. incompleta (155)",6,,5,1,,
"Superior no univ. completa (156)",16,,8,4,3,1
"Superior univ. incompleta (157)",5,,,5,,
"Superior univ. completa (158)",12,,,6,6,
"No PEA (160)",1810,690,486,237,203,194
"Sin nivel (161)",157,7,11,30,41,68
"Educación inicial (162)",44,44,,,,
"Primaria (163)",739,465,37,69,76,92
"Secundaria (164)",598,174,285,75,46,18
"Superior no univ. incompleta (165)",109,,76,19,10,4
"Superior no univ. completa (166)",84,,36,24,15,9
"Superior univ. incompleta (167)",41,,34,2,5,
"Superior univ. completa (168)",38,,7,18,10,3
