"CUADRO Nº 17: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia ZARUMILLA (000)",15599,3789,2339,8031,344,702,394
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",34,27,,,7,,
"Profes., científicos e intelectuales (002)",813,691,,111,8,3,
"Técnicos de nivel medio y trab. asimilados (003)",443,288,,124,25,6,
"Jefes y empleados de oficina (004)",448,440,,4,,4,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",2971,1107,24,1488,102,250,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",1812,1,153,1565,91,2,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",703,,171,484,30,18,
"Obreros construc.,conf.,papel, fab., instr. (008)",1848,167,411,1219,35,16,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",5682,638,1500,2747,35,368,394
"Otra (010)",268,268,,,,,
"Ocupación no especificada (011)",577,162,80,289,11,35,
"Hombres (012)",11487,2287,2188,6335,268,384,25
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",20,15,,,5,,
"Profes., científicos e intelectuales (014)",375,311,,56,7,1,
"Técnicos de nivel medio y trab. asimilados (015)",327,214,,95,14,4,
"Jefes y empleados de oficina (016)",230,229,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",1486,608,12,761,60,45,
"Agricult.trabaj.calif.agrop.y pesqueros (018)",1765,1,152,1522,88,2,
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",603,,153,407,28,15,
"Obreros construc.,conf.,papel, fab., instr. (020)",1822,167,402,1203,35,15,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",4280,388,1416,2135,26,290,25
"Otra (022)",263,263,,,,,
"Ocupación no especificada (023)",316,91,53,156,5,11,
"Mujeres (024)",4112,1502,151,1696,76,318,369
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",14,12,,,2,,
"Profes., científicos e intelectuales (026)",438,380,,55,1,2,
"Técnicos de nivel medio y trab. asimilados (027)",116,74,,29,11,2,
"Jefes y empleados de oficina (028)",218,211,,4,,3,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",1485,499,12,727,42,205,
"Agricult.trabaj.calif.agrop.y pesqueros (030)",47,,1,43,3,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",100,,18,77,2,3,
"Obreros construc.,conf.,papel, fab., instr. (032)",26,,9,16,,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",1402,250,84,612,9,78,369
"Otra (034)",5,5,,,,,
"Ocupación no especificada (035)",261,71,27,133,6,24,
,,,,,,,
"URBANA (036)",14268,3685,2076,7228,332,569,378
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",33,26,,,7,,
"Profes., científicos e intelectuales (038)",774,658,,105,8,3,
"Técnicos de nivel medio y trab. asimilados (039)",428,277,,121,25,5,
"Jefes y empleados de oficina (040)",438,430,,4,,4,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",2913,1084,23,1456,102,248,
"Agricult.trabaj.calif.agrop.y pesqueros (042)",1148,1,152,914,79,2,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",681,,165,468,30,18,
"Obreros construc.,conf.,papel, fab., instr. (044)",1778,164,399,1164,35,16,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",5248,621,1259,2716,35,239,378
"Otra (046)",266,266,,,,,
"Ocupación no especificada (047)",561,158,78,280,11,34,
"Hombres (048)",10301,2219,1933,5591,256,278,24
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",19,14,,,5,,
"Profes., científicos e intelectuales (050)",359,296,,55,7,1,
"Técnicos de nivel medio y trab. asimilados (051)",318,207,,94,14,3,
"Jefes y empleados de oficina (052)",225,224,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",1454,589,12,749,60,44,
"Agricult.trabaj.calif.agrop.y pesqueros (054)",1117,1,151,887,76,2,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",581,,147,391,28,15,
"Obreros construc.,conf.,papel, fab., instr. (056)",1752,164,390,1148,35,15,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",3910,375,1181,2118,26,186,24
"Otra (058)",261,261,,,,,
"Ocupación no especificada (059)",305,88,52,149,5,11,
"Mujeres (060)",3967,1466,143,1637,76,291,354
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",14,12,,,2,,
"Profes., científicos e intelectuales (062)",415,362,,50,1,2,
"Técnicos de nivel medio y trab. asimilados (063)",110,70,,27,11,2,
"Jefes y empleados de oficina (064)",213,206,,4,,3,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",1459,495,11,707,42,204,
"Agricult.trabaj.calif.agrop.y pesqueros (066)",31,,1,27,3,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",100,,18,77,2,3,
"Obreros construc.,conf.,papel, fab., instr. (068)",26,,9,16,,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",1338,246,78,598,9,53,354
"Otra (070)",5,5,,,,,
"Ocupación no especificada (071)",256,70,26,131,6,23,
,,,,,,,
"RURAL (072)",1331,104,263,803,12,133,16
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",1,1,,,,,
"Profes., científicos e intelectuales (074)",39,33,,6,,,
"Técnicos de nivel medio y trab. asimilados (075)",15,11,,3,,1,
"Jefes y empleados de oficina (076)",10,10,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",58,23,1,32,,2,
"Agricult.trabaj.calif.agrop.y pesqueros (078)",664,,1,651,12,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",22,,6,16,,,
"Obreros construc.,conf.,papel, fab., instr. (080)",70,3,12,55,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",434,17,241,31,,129,16
"Otra (082)",2,2,,,,,
"Ocupación no especificada (083)",16,4,2,9,,1,
"Hombres (084)",1186,68,255,744,12,106,1
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",1,1,,,,,
"Profes., científicos e intelectuales (086)",16,15,,1,,,
"Técnicos de nivel medio y trab. asimilados (087)",9,7,,1,,1,
"Jefes y empleados de oficina (088)",5,5,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",32,19,,12,,1,
"Agricult.trabaj.calif.agrop.y pesqueros (090)",648,,1,635,12,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",22,,6,16,,,
"Obreros construc.,conf.,papel, fab., instr. (092)",70,3,12,55,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",370,13,235,17,,104,1
"Otra (094)",2,2,,,,,
"Ocupación no especificada (095)",11,3,1,7,,,
"Mujeres (096)",145,36,8,59,,27,15
"Profes., científicos e intelectuales (098)",23,18,,5,,,
"Técnicos de nivel medio y trab. asimilados (099)",6,4,,2,,,
