"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia BELLAVISTA (000)",49293,26361,22932,27181,14321,12860,22112,12040,10072
"Menores de 1 año (001)",1165,584,581,548,266,282,617,318,299
"Menores de 1 mes (002)",118,60,58,48,24,24,70,36,34
"De 1 a 11 meses (003)",1047,524,523,500,242,258,547,282,265
"De 1 a 4 años (004)",5256,2688,2568,2579,1319,1260,2677,1369,1308
"1 año (005)",1333,711,622,646,347,299,687,364,323
"2 años (006)",1454,739,715,705,358,347,749,381,368
"3 años (007)",1232,626,606,597,309,288,635,317,318
"4 años (008)",1237,612,625,631,305,326,606,307,299
"De 5 a 9 años (009)",5601,2854,2747,2757,1408,1349,2844,1446,1398
"5 años (010)",1064,532,532,514,264,250,550,268,282
"6 años (011)",1029,541,488,482,261,221,547,280,267
"7 años (012)",1156,595,561,587,307,280,569,288,281
"8 años (013)",1182,577,605,578,270,308,604,307,297
"9 años (014)",1170,609,561,596,306,290,574,303,271
"De 10 a 14 años (015)",6021,3150,2871,3320,1749,1571,2701,1401,1300
"10 años (016)",1229,632,597,654,350,304,575,282,293
"11 años (017)",1141,582,559,610,319,291,531,263,268
"12 años (018)",1274,699,575,704,392,312,570,307,263
"13 años (019)",1166,629,537,635,349,286,531,280,251
"14 años (020)",1211,608,603,717,339,378,494,269,225
"De 15 a 19 años (021)",4968,2706,2262,2895,1602,1293,2073,1104,969
"15 años (022)",1216,667,549,712,399,313,504,268,236
"16 años (023)",1104,611,493,653,363,290,451,248,203
"17 años (024)",930,527,403,546,307,239,384,220,164
"18 años (025)",895,478,417,510,285,225,385,193,192
"19 años (026)",823,423,400,474,248,226,349,175,174
"De 20 a 24 años (027)",4237,2208,2029,2200,1093,1107,2037,1115,922
"20 años (028)",861,429,432,439,207,232,422,222,200
"21 años (029)",688,360,328,373,184,189,315,176,139
"22 años (030)",896,471,425,460,236,224,436,235,201
"23 años (031)",913,482,431,466,230,236,447,252,195
"24 años (032)",879,466,413,462,236,226,417,230,187
"De 25 a 29 años (033)",3969,2079,1890,2067,1042,1025,1902,1037,865
"25 años (034)",820,415,405,420,203,217,400,212,188
"26 años (035)",759,378,381,396,189,207,363,189,174
"27 años (036)",840,457,383,411,218,193,429,239,190
"28 años (037)",786,414,372,417,204,213,369,210,159
"29 años (038)",764,415,349,423,228,195,341,187,154
"De 30 a 34 años (039)",3627,1949,1678,2080,1066,1014,1547,883,664
"30 años (040)",895,502,393,463,236,227,432,266,166
"31 años (041)",572,299,273,339,164,175,233,135,98
"32 años (042)",737,388,349,445,228,217,292,160,132
"33 años (043)",760,414,346,429,230,199,331,184,147
"34 años (044)",663,346,317,404,208,196,259,138,121
