"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia PARURO (000)",10652,39797,33295,,545,83.7,1.4
"De 12 a 14 años (001)",1246,9,9,,,100,
"De 15 a 19 años (002)",1076,211,204,47,96.7,22.3,
"De 20 a 24 años (003)",847,1041,992,116,95.3,11.1,
"De 25 a 29 años (004)",830,1936,1834,124,94.7,6.4,
"De 30 a 34 años (005)",883,3075,2865,105,93.2,3.4,
"De 35 a 39 años (006)",922,4206,3817,95,90.8,2.3,
"De 40 a 44 años (007)",969,5275,4565,48,86.5,0.9,
"De 45 a 49 años (008)",713,4419,3763,10,85.2,0.2,
"De 50 y más años (009)",3166,19625,15246,,77.7,,
"Conviviente (010)",2952,9949,8863,346,89.1,3.5,
"De 12 a 14 años (011)",32,6,6,,100,,
"De 15 a 19 años (012)",189,150,143,37,95.3,24.7,
"De 20 a 24 años (013)",552,846,812,102,96,12.1,
"De 25 a 29 años (014)",557,1349,1272,88,94.3,6.5,
"De 30 a 34 años (015)",435,1519,1425,51,93.8,3.4,
"De 35 a 39 años (016)",393,1749,1604,44,91.7,2.5,
"De 40 a 44 años (017)",288,1496,1301,21,87,1.4,
"De 45 a 49 años (018)",161,899,779,3,86.7,0.3,
"De 50 y más años (019)",345,1935,1521,,78.6,,
"Separado(a) (020)",172,423,388,14,91.7,3.3,
"De 12 a 14 años (021)",1,1,1,,100,,
"De 15 a 19 años (022)",28,27,27,7,100,25.9,
"De 20 a 24 años (023)",31,42,40,3,95.2,7.1,
"De 25 a 29 años (024)",25,44,42,2,95.5,4.5,
"De 30 a 34 años (025)",19,36,36,2,100,5.6,
"De 35 a 39 años (026)",18,44,41,,93.2,,
"De 40 a 44 años (027)",19,78,68,,87.2,,
"De 45 a 49 años (028)",9,38,33,,86.8,,
"De 50 y más años (029)",22,113,100,,88.5,,
"Casado(a) (030)",3889,22501,18824,177,83.7,0.8,
"De 15 a 19 años (032)",17,19,19,,100,,
"De 20 a 24 años (033)",53,107,97,8,90.7,7.5,
"De 25 a 29 años (034)",183,523,502,34,96,6.5,
"De 30 a 34 años (035)",373,1438,1333,51,92.7,3.5,
"De 35 a 39 años (036)",447,2209,1994,51,90.3,2.3,
"De 40 a 44 años (037)",580,3378,2925,27,86.6,0.8,
"De 45 a 49 años (038)",463,3016,2567,6,85.1,0.2,
