"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia JAUJA (000)",1830,20,953,506,293,58
"Conviviente (001)",435,,193,178,64,
"Separado(a) (002)",57,,13,26,17,1
"Casado(a) (003)",335,,28,115,147,45
"Viudo(a) (004)",23,,,6,11,6
"Divorciado(a) (005)",7,,,4,2,1
"Soltero(a) (006)",973,20,719,177,52,5
"Hombres (008)",1320,11,649,355,257,48
"Conviviente (009)",347,,144,142,61,
"Separado(a) (010)",23,,2,6,14,1
"Casado(a) (011)",279,,16,86,136,41
"Viudo(a) (012)",10,,,4,4,2
"Divorciado(a) (013)",4,,,1,2,1
"Soltero(a) (014)",657,11,487,116,40,3
"Mujeres (016)",510,9,304,151,36,10
"Conviviente (017)",88,,49,36,3,
"Separado(a) (018)",34,,11,20,3,
"Casado(a) (019)",56,,12,29,11,4
"Viudo(a) (020)",13,,,2,7,4
"Divorciado(a) (021)",3,,,3,,
"Soltero(a) (022)",316,9,232,61,12,2
,,,,,,
"AREA URBANA (024)",1403,11,713,411,223,45
"Conviviente (025)",348,,153,145,50,
"Separado(a) (026)",50,,9,24,16,1
"Casado(a) (027)",261,,25,95,107,34
"Viudo(a) (028)",18,,,5,8,5
"Divorciado(a) (029)",6,,,4,1,1
"Soltero(a) (030)",720,11,526,138,41,4
"Hombres (032)",975,6,465,275,192,37
"Conviviente (033)",272,,110,115,47,
"Separado(a) (034)",20,,1,5,13,1
"Casado(a) (035)",211,,14,68,97,32
"Viudo(a) (036)",6,,,3,2,1
"Divorciado(a) (037)",3,,,1,1,1
"Soltero(a) (038)",463,6,340,83,32,2
"Mujeres (040)",428,5,248,136,31,8
"Conviviente (041)",76,,43,30,3,
"Separado(a) (042)",30,,8,19,3,
"Casado(a) (043)",50,,11,27,10,2
"Viudo(a) (044)",12,,,2,6,4
"Divorciado(a) (045)",3,,,3,,
"Soltero(a) (046)",257,5,186,55,9,2
,,,,,,
"AREA RURAL (048)",427,9,240,95,70,13
"Conviviente (049)",87,,40,33,14,
"Separado(a) (050)",7,,4,2,1,
"Casado(a) (051)",74,,3,20,40,11
"Viudo(a) (052)",5,,,1,3,1
"Divorciado(a) (053)",1,,,,1,
"Soltero(a) (054)",253,9,193,39,11,1
"Hombres (056)",345,5,184,80,65,11
"Conviviente (057)",75,,34,27,14,
"Separado(a) (058)",3,,1,1,1,
"Casado(a) (059)",68,,2,18,39,9
"Viudo(a) (060)",4,,,1,2,1
"Divorciado(a) (061)",1,,,,1,
"Soltero(a) (062)",194,5,147,33,8,1
"Mujeres (064)",82,4,56,15,5,2
"Conviviente (065)",12,,6,6,,
"Separado(a) (066)",4,,3,1,,
"Casado(a) (067)",6,,1,2,1,2
"Viudo(a) (068)",1,,,,1,
"Soltero(a) (070)",59,4,46,6,3,
