"CUADRO Nº 8: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia TACNA (000)",249452,9361,23070,25079,26455,52247,43549,57405,12286
"Sabe leer y escribir (001)",228842,,18175,24984,26364,51991,43086,54322,9920
"No sabe leer y escribir (002)",20610,9361,4895,95,91,256,463,3083,2366
"Hombres (004)",123473,4825,11755,12832,13282,25216,20652,28716,6195
"Sabe leer y escribir (005)",114914,,9256,12788,13229,25116,20549,28291,5685
"No sabe leer y escribir (006)",8559,4825,2499,44,53,100,103,425,510
"Mujeres (008)",125979,4536,11315,12247,13173,27031,22897,28689,6091
"Sabe leer y escribir (009)",113928,,8919,12196,13135,26875,22537,26031,4235
"No sabe leer y escribir (010)",12051,4536,2396,51,38,156,360,2658,1856
,,,,,,,,,
"URBANA (012)",233402,8761,21707,23643,24887,49088,40992,53305,11019
"Sabe leer y escribir (013)",214651,,17118,23552,24806,48870,40590,50648,9067
"No sabe leer y escribir (014)",18751,8761,4589,91,81,218,402,2657,1952
"Hombres (016)",114589,4521,11046,12072,12406,23441,19248,26383,5472
"Sabe leer y escribir (017)",106766,,8716,12030,12359,23358,19158,26055,5090
"No sabe leer y escribir (018)",7823,4521,2330,42,47,83,90,328,382
"Mujeres (020)",118813,4240,10661,11571,12481,25647,21744,26922,5547
"Sabe leer y escribir (021)",107885,,8402,11522,12447,25512,21432,24593,3977
"No sabe leer y escribir (022)",10928,4240,2259,49,34,135,312,2329,1570
,,,,,,,,,
"RURAL (024)",16050,600,1363,1436,1568,3159,2557,4100,1267
"Sabe leer y escribir (025)",14191,,1057,1432,1558,3121,2496,3674,853
"No sabe leer y escribir (026)",1859,600,306,4,10,38,61,426,414
"Hombres (028)",8884,304,709,760,876,1775,1404,2333,723
"Sabe leer y escribir (029)",8148,,540,758,870,1758,1391,2236,595
"No sabe leer y escribir (030)",736,304,169,2,6,17,13,97,128
"Mujeres (032)",7166,296,654,676,692,1384,1153,1767,544
"Sabe leer y escribir (033)",6043,,517,674,688,1363,1105,1438,258
"No sabe leer y escribir (034)",1123,296,137,2,4,21,48,329,286
