"CUADRO Nº 11: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia PADRE ABAD (000)",11359,15,68,255,674,2083,5165,3099
"De 12 a 14 años (001)",48,,,,,,9,39
"De 15 a 19 años (002)",767,,,,,,454,313
"De 20 a 24 años (003)",1698,,,,,6,1070,622
"De 25 a 29 años (004)",1761,,,,,80,1170,511
"De 30 a 34 años (005)",1595,,,,,237,967,391
"De 35 a 39 años (006)",1597,,,,16,422,852,307
"De 40 a 44 años (007)",1292,,,1,73,494,454,270
"De 45 a 49 años (008)",853,,,2,113,411,161,166
"De 50 y más años (009)",1748,15,68,252,472,433,28,480
"Conviviente (010)",6783,1,10,55,217,1035,3669,1796
"De 12 a 14 años (011)",32,,,,,,5,27
"De 15 a 19 años (012)",578,,,,,,341,237
"De 20 a 24 años (013)",1238,,,,,4,825,409
"De 25 a 29 años (014)",1239,,,,,58,880,301
"De 30 a 34 años (015)",1086,,,,,144,685,257
"De 35 a 39 años (016)",996,,,,12,236,561,187
"De 40 a 44 años (017)",690,,,,37,244,272,137
"De 45 a 49 años (018)",404,,,1,46,187,87,83
"De 50 y más años (019)",520,1,10,54,122,162,13,158
"Separado(a) (020)",586,,6,16,56,145,206,157
"De 12 a 14 años (021)",6,,,,,,1,5
"De 15 a 19 años (022)",34,,,,,,20,14
"De 20 a 24 años (023)",74,,,,,2,46,26
"De 25 a 29 años (024)",80,,,,,7,45,28
"De 30 a 34 años (025)",69,,,,,17,35,17
"De 35 a 39 años (026)",79,,,,1,30,31,17
"De 40 a 44 años (027)",71,,,,6,33,20,12
"De 45 a 49 años (028)",58,,,,14,30,7,7
"De 50 y más años (029)",115,,6,16,35,26,1,31
"Casado(a) (030)",2605,2,17,87,293,746,939,521
"De 15 a 19 años (032)",27,,,,,,15,12
"De 20 a 24 años (033)",127,,,,,,93,34
"De 25 a 29 años (034)",239,,,,,7,174,58
"De 30 a 34 años (035)",341,,,,,61,213,67
"De 35 a 39 años (036)",417,,,,1,127,231,58
"De 40 a 44 años (037)",415,,,1,21,172,143,78
"De 45 a 49 años (038)",332,,,,43,177,58,54
"De 50 y más años (039)",707,2,17,86,228,202,12,160
"Viudo(a) (040)",466,10,31,87,79,76,39,144
"De 15 a 19 años (042)",2,,,,,,,2
"De 20 a 24 años (043)",3,,,,,,2,1
"De 25 a 29 años (044)",7,,,,,,3,4
"De 30 a 34 años (045)",18,,,,,1,6,11
"De 35 a 39 años (046)",29,,,,,11,13,5
"De 40 a 44 años (047)",36,,,,2,18,10,6
"De 45 a 49 años (048)",24,,,,5,8,5,6
"De 50 y más años (049)",347,10,31,87,72,38,,109
"Divorciado(a) (050)",42,1,,3,5,5,13,15
